,crypto,total_return,Start,End,Period,Start Value,End Value,Total Return [%],Benchmark Return [%],Max Gross Exposure [%],Total Fees Paid,Max Drawdown [%],Max Drawdown Duration,Total Trades,Total Closed Trades,Total Open Trades,Open Trade PnL,Win Rate [%],Best Trade [%],Worst Trade [%],Avg Winning Trade [%],Avg Losing Trade [%],Avg Winning Trade Duration,Avg Losing Trade Duration,Profit Factor,Expectancy,Sharpe Ratio,Calmar Ratio,Omega Ratio,Sortino Ratio
700,VELO-USD,0.886107702635959,2021-12-31,2024-08-06,949,100.0,188.6107702635959,88.6107702635959,-93.17264404543725,100.0,0.0,73.62350918057382,89.0,1,0,1,88.6107702635959,,,,,,,,,,,,,
535,PSTAKE-USD,0.7431177725042685,2022-02-23,2024-08-06,895,100.0,174.31177725042684,74.31177725042684,-90.57519605292624,100.0,0.0,61.89991493699114,147.0,1,0,1,74.31177725042684,,,,,,,,,,,,,
173,DEXE-USD,0.7039138379799976,2021-12-31,2024-08-06,949,100.0,170.39138379799977,70.39138379799977,-40.07866100568228,100.0,0.0,57.973445190205844,129.0,1,0,1,70.39138379799977,,,,,,,,,,,,,
18,AI-USD,0.6036769095246933,2021-12-31,2024-08-06,949,100.0,160.36769095246933,60.36769095246933,-69.17953605657618,100.0,0.0,98.15703048298418,69.0,1,0,1,60.36769095246933,,,,,,,,,,,,,
93,BNB-USD,0.560236234756238,2021-12-31,2024-08-06,949,100.0,156.0236234756238,56.02362347562379,-8.666959022803356,100.0,0.0,34.602331755445306,80.0,1,0,1,56.02362347562379,,,,,,,,,,,,,
246,FRONT-USD,0.48145034162942807,2021-12-31,2024-08-06,949,100.0,148.1450341629428,48.14503416294281,-18.29926386497842,100.0,0.0,81.28144582231442,142.0,1,0,1,48.14503416294281,,,,,,,,,,,,,
140,CREAM-USD,0.4036157054194973,2021-12-31,2024-08-06,949,100.0,140.36157054194973,40.36157054194973,-34.38016149052502,100.0,0.0,73.76762030617479,79.0,1,0,1,40.36157054194973,,,,,,,,,,,,,
92,BMX-USD,0.38485179967449795,2021-12-31,2024-08-06,949,100.0,138.4851799674498,38.485179967449795,-14.308832959602336,100.0,0.0,50.87737804261441,63.0,1,0,1,38.485179967449795,,,,,,,,,,,,,
769,ZEC-USD,0.3606585135222488,2021-12-31,2024-08-06,949,100.0,136.06585135222488,36.06585135222488,-78.8213720919654,100.0,0.0,47.60539391514557,146.0,1,0,1,36.06585135222488,,,,,,,,,,,,,
342,KAS-USD,0.35912232162352353,2022-05-31,2024-08-06,798,100.0,135.91223216235235,35.91223216235235,86402.9637821904,100.0,0.0,41.6815918153827,130.0,1,0,1,35.91223216235235,,,,,,,,,,,,,
606,SOL-USD,0.35060992235009847,2021-12-31,2024-08-06,949,100.0,135.06099223500985,35.06099223500985,-19.341344717211705,100.0,0.0,37.41799047336033,128.0,1,0,1,35.06099223500985,,,,,,,,,,,,,
717,WBTC-USD,0.33560827688417416,2021-12-31,2024-08-06,949,100.0,133.56082768841742,33.56082768841742,17.552088853735004,100.0,0.0,25.872800147375397,146.0,1,0,1,33.56082768841742,,,,,,,,,,,,,
262,GHX-USD,0.29630347316218036,2021-12-31,2024-08-06,949,100.0,129.63034731621804,29.630347316218035,-14.933718930551176,100.0,0.0,81.44500315546453,142.0,1,0,1,29.630347316218035,,,,,,,,,,,,,
101,BONK-USD,0.2351018798914474,2022-12-29,2024-08-06,586,100.0,123.51018798914474,23.51018798914474,0.0,100.0,0.0,63.1578925953725,83.0,1,0,1,23.51018798914474,,,,,,,,,,,,,
383,LPT-USD,0.22830437594502415,2021-12-31,2024-08-06,949,100.0,122.83043759450241,22.830437594502413,-74.55144914572045,100.0,0.0,63.50473729513346,145.0,1,0,1,22.830437594502413,,,,,,,,,,,,,
589,SHIB-USD,0.2177455974669084,2021-12-31,2024-08-06,949,100.0,121.77455974669084,21.77455974669084,-60.60234870047658,100.0,0.0,63.888890573138276,154.0,1,0,1,21.77455974669084,,,,,,,,,,,,,
75,BCH-USD,0.2144665553467978,2021-12-31,2024-08-06,949,100.0,121.44665553467978,21.446655534679778,-29.785298483789525,100.0,0.0,55.412340901819455,122.0,1,0,1,21.446655534679778,,,,,,,,,,,,,
645,TEL-USD,0.20206134529819322,2021-12-31,2024-08-06,949,100.0,120.20613452981932,20.206134529819323,-86.16635626470784,100.0,0.0,71.66696778811396,146.0,1,0,1,20.206134529819323,,,,,,,,,,,,,
480,OLE-USD,0.20069457996443305,2022-07-06,2024-08-06,762,100.0,120.0694579964433,20.069457996443305,-89.6788853213637,100.0,0.0,85.86060531265953,92.0,1,0,1,20.069457996443305,,,,,,,,,,,,,
106,BRWL-USD,0.19414001274080178,2022-03-29,2024-08-06,861,100.0,119.41400127408018,19.414001274080178,-94.92982852042601,100.0,0.0,69.18231507276579,200.0,1,0,1,19.414001274080178,,,,,,,,,,,,,
628,SUN-USD,0.19236361708483612,2021-12-31,2024-08-06,949,100.0,119.23636170848361,19.236361708483614,-61.48956805089607,100.0,0.0,51.484921204104175,151.0,1,0,1,19.236361708483614,,,,,,,,,,,,,
430,MOG-USD,0.1895845121237349,2023-07-20,2024-08-06,380,100.0,118.95845121237349,18.95845121237349,0.0,100.0,0.0,100.0,25.0,1,0,1,18.95845121237349,,,,,,,,,,,,,
562,RIO-USD,0.18749544329917214,2021-12-31,2024-08-06,949,100.0,118.74954432991721,18.749544329917214,-16.276639991232976,100.0,0.0,68.79769479238351,132.0,1,0,1,18.749544329917214,,,,,,,,,,,,,
570,RSR-USD,0.1828716232422191,2021-12-31,2024-08-06,949,100.0,118.28716232422191,18.28716232422191,-88.15362654438294,100.0,0.0,72.21013701570055,133.0,1,0,1,18.28716232422191,,,,,,,,,,,,,
505,PAXG-USD,0.1816625000431931,2021-12-31,2024-08-06,949,100.0,118.16625000431931,18.16625000431931,29.55671811931837,100.0,0.0,6.553415515884497,93.0,1,0,1,18.16625000431931,,,,,,,,,,,,,
228,FET-USD,0.16673537829587318,2021-12-31,2024-08-06,949,100.0,116.67353782958732,16.673537829587318,62.771920173449416,100.0,0.0,75.75099942555954,131.0,1,0,1,16.673537829587318,,,,,,,,,,,,,
224,EVER-USD,0.15987556565874114,2021-12-31,2024-08-06,949,100.0,115.98755656587412,15.987556565874113,-87.71914263272247,100.0,0.0,63.49303687754063,201.0,1,0,1,15.987556565874115,,,,,,,,,,,,,
207,ENS-USD,0.15674309419626908,2021-12-31,2024-08-06,949,100.0,115.67430941962691,15.674309419626908,-56.770590638445384,100.0,0.0,52.06537830499105,82.0,1,0,1,15.674309419626908,,,,,,,,,,,,,
648,THETA-USD,0.14946899179728887,2021-12-31,2024-08-06,949,100.0,114.94689917972889,14.946899179728886,-77.85962095207537,100.0,0.0,69.42389365068887,148.0,1,0,1,14.946899179728888,,,,,,,,,,,,,
668,TRX-USD,0.14150510327452054,2021-12-31,2024-08-06,949,100.0,114.15051032745205,14.150510327452054,61.37672843552362,100.0,0.0,23.484620157787496,161.0,1,0,1,14.150510327452054,,,,,,,,,,,,,
634,SWFTC-USD,0.1294732877001988,2021-12-31,2024-08-06,949,100.0,112.94732877001988,12.947328770019881,110.7814177613248,100.0,0.0,61.15587445828468,127.0,1,0,1,12.94732877001988,,,,,,,,,,,,,
587,SFP-USD,0.11641493873454778,2021-12-31,2024-08-06,949,100.0,111.64149387345478,11.641493873454777,-46.87102142887413,100.0,0.0,21.922402693212504,118.0,1,0,1,11.641493873454777,,,,,,,,,,,,,
263,GLM-USD,0.11570383054365621,2021-12-31,2024-08-06,949,100.0,111.57038305436562,11.570383054365621,-40.0777057091039,100.0,0.0,64.12750406286935,156.0,1,0,1,11.570383054365621,,,,,,,,,,,,,
647,TFUEL-USD,0.11295564437361463,2021-12-31,2024-08-06,949,100.0,111.29556443736146,11.295564437361463,-73.07421543984157,100.0,0.0,60.79579474156305,103.0,1,0,1,11.295564437361463,,,,,,,,,,,,,
329,ISLM-USD,0.09963886050497592,2023-10-11,2024-08-06,300,100.0,109.96388605049759,9.963886050497592,-76.96807566010801,100.0,0.0,31.360932089164056,65.0,1,0,1,9.963886050497592,,,,,,,,,,,,,
32,AMB-USD,0.09798228775235757,2021-12-31,2024-08-06,949,100.0,109.79822877523576,9.798228775235756,-71.76318182654484,100.0,0.0,67.45030299938777,152.0,1,0,1,9.798228775235756,,,,,,,,,,,,,
138,COTI-USD,0.09205430873297857,2021-12-31,2024-08-06,949,100.0,109.20543087329786,9.205430873297857,-79.50487674145754,100.0,0.0,73.87646843001893,162.0,1,0,1,9.205430873297857,,,,,,,,,,,,,
551,RAY-USD,0.0883595756456468,2021-12-31,2024-08-06,949,100.0,108.83595756456468,8.83595756456468,-75.2950154372128,100.0,0.0,47.4440590726633,124.0,1,0,1,8.83595756456468,,,,,,,,,,,,,
97,BOLT-USD,0.08664181627195475,2021-12-31,2024-08-06,949,100.0,108.66418162719548,8.664181627195475,-16.231650102532868,100.0,0.0,70.25825927954881,78.0,1,0,1,8.664181627195475,,,,,,,,,,,,,
729,WMT-USD,0.08163578067828127,2021-12-31,2024-08-06,949,100.0,108.16357806782813,8.163578067828126,17010.493217454685,100.0,0.0,60.72499098785836,121.0,1,0,1,8.163578067828126,,,,,,,,,,,,,
397,MAHA-USD,0.06764659382779868,2021-12-31,2024-08-06,949,100.0,106.76465938277987,6.764659382779868,-89.4456565426196,100.0,0.0,70.16235039811207,102.0,1,0,1,6.764659382779868,,,,,,,,,,,,,
77,BDX-USD,0.06721916412913728,2021-12-31,2024-08-06,949,100.0,106.72191641291373,6.721916412913728,-50.93977695403209,100.0,0.0,36.848725147449336,180.0,1,0,1,6.721916412913728,,,,,,,,,,,,,
184,DOGE-USD,0.05132260790899977,2021-12-31,2024-08-06,949,100.0,105.13226079089998,5.132260790899977,-44.58645239973013,100.0,0.0,57.05658322976086,128.0,1,0,1,5.132260790899977,,,,,,,,,,,,,
659,TOWER-USD,0.05118007716014901,2021-12-31,2024-08-06,949,100.0,105.1180077160149,5.118007716014901,-95.73840744451518,100.0,0.0,86.01792063361805,71.0,1,0,1,5.118007716014901,,,,,,,,,,,,,
102,BOSON-USD,0.04657691963627613,2021-12-31,2024-08-06,949,100.0,104.65769196362761,4.657691963627613,-85.13946129399243,100.0,0.0,73.99370115643251,132.0,1,0,1,4.657691963627613,,,,,,,,,,,,,
218,ETH-USD,0.042894009289180274,2021-12-31,2024-08-06,949,100.0,104.28940092891803,4.2894009289180275,-34.82532730587834,100.0,0.0,40.55726173123107,148.0,1,0,1,4.2894009289180275,,,,,,,,,,,,,
391,LTO-USD,0.03659075422175718,2021-12-31,2024-08-06,949,100.0,103.65907542217572,3.659075422175718,-76.62434934577334,100.0,0.0,67.32073214028993,133.0,1,0,1,3.659075422175718,,,,,,,,,,,,,
690,USDE-USD,0.014968670398263838,2023-02-14,2024-08-06,364,100.0,101.49686703982638,1.496867039826384,0.3663314135396334,100.0,0.0,19.35351008810464,63.0,1,0,1,1.496867039826384,,,,,,,,,,,,,
679,UMA-USD,0.010254309540326858,2021-12-31,2024-08-06,949,100.0,101.02543095403269,1.0254309540326858,-78.88589500815047,100.0,0.0,71.1374806312911,196.0,1,0,1,1.0254309540326858,,,,,,,,,,,,,
420,MKR-USD,0.008627231449895164,2021-12-31,2024-08-06,949,100.0,100.86272314498952,0.8627231449895164,-23.76533559959605,100.0,0.0,53.26147934450689,124.0,1,0,1,0.8627231449895163,,,,,,,,,,,,,
689,USDD-USD,0.008434889247492236,2022-05-01,2024-08-06,828,100.0,100.84348892474922,0.8434889247492237,-1.2248658526267775,100.0,0.0,2.973900825899419,85.0,1,0,1,0.8434889247492237,,,,,,,,,,,,,
265,GLQ-USD,0.004772002193846845,2021-12-31,2024-08-06,949,100.0,100.47720021938468,0.4772002193846845,93.50082532692959,100.0,0.0,79.76257085744231,139.0,1,0,1,0.4772002193846845,,,,,,,,,,,,,
692,USDP-USD,0.0006641431451289748,2021-12-31,2024-08-06,949,100.0,100.0664143145129,0.06641431451289748,0.12826696410608296,100.0,0.0,1.1418138107424125,116.0,1,0,1,0.06641431451289748,,,,,,,,,,,,,
696,VAI-USD,8.733779718568257e-05,2021-12-31,2024-08-06,949,100.0,100.00873377971857,0.008733779718568258,15.521913891345207,100.0,0.0,0.5573715550919878,67.0,1,0,1,0.008733779718568258,,,,,,,,,,,,,
281,HAI-USD,4.9961049634816844e-05,2021-12-31,2024-08-06,949,100.0,100.00499610496348,0.0049961049634816845,-75.83159543436115,100.0,0.0,67.19920166654617,151.0,1,0,1,0.0049961049634816845,,,,,,,,,,,,,
191,DRIFT-USD,0.0,2022-05-24,2023-06-15,388 days 00:00:00,100.0,100.0,0.0,-89.98835880691956,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
244,FOXY-USD,0.0,2021-12-31,2022-09-08,179,100.0,100.0,0.0,-76.09593687095011,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
486,ONE-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,-69.51811424481072,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
560,REZ-USD,0.0,2024-04-29,2024-08-06,99,100.0,100.0,0.0,-73.85974086514857,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
199,EDU-USD,0.0,2021-12-31,2022-04-06,97 days 00:00:00,100.0,100.0,0.0,-66.66666666666667,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
247,FT-USD,0.0,2022-08-10,2022-08-18,9 days 00:00:00,100.0,100.0,0.0,1.169804361549165,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
564,ROOT-USD,0.0,2021-12-31,2022-08-29,242 days 00:00:00,100.0,100.0,0.0,-71.29007183858593,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
485,ONDO-USD,0.0,2024-01-17,2024-08-06,202,100.0,100.0,0.0,217.3801111716838,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
253,G3-USD,0.0,2024-04-08,2024-08-06,120,100.0,100.0,0.0,-70.92376312880576,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
566,ROUP-USD,0.0,2023-12-19,2024-08-06,231,100.0,100.0,0.0,-98.51889249445017,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
484,OMNI-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,-71.5171048855174,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
196,DYM-USD,0.0,2024-01-28,2024-08-06,191,100.0,100.0,0.0,-74.5052008425509,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
573,SAFE-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,-91.13890180165272,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
251,FURY-USD,0.0,2022-08-28,2024-08-06,201,100.0,100.0,0.0,423.8861668074781,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
255,GAME-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,-99.88305676640691,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
219,ETHDOWN-USD,0.0,2021-12-31,2024-03-06,797 days 00:00:00,100.0,100.0,0.0,-92.59790626785409,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
243,FORWARD-USD,0.0,2024-02-05,2024-08-06,183,100.0,100.0,0.0,-92.88393905163828,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
489,OORT-USD,0.0,2024-01-28,2024-02-06,10 days 00:00:00,100.0,100.0,0.0,-37.953204497099655,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
221,ETHUP-USD,0.0,2021-12-31,2024-03-06,797 days 00:00:00,100.0,100.0,0.0,-85.52584822191204,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
518,PIXEL-USD,0.0,2021-12-31,2024-06-24,907 days 00:00:00,100.0,100.0,0.0,-98.17146757234482,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
516,PIT-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
520,PMG-USD,0.0,2022-07-26,2024-08-06,742,100.0,100.0,0.0,-99.73458035697203,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
512,PEPE-USD,0.0,2022-08-14,2022-12-10,119 days 00:00:00,100.0,100.0,0.0,-97.76951674119269,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
216,ESE-USD,0.0,2024-04-10,2024-08-06,118,100.0,100.0,0.0,-82.20698834137926,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
468,NRN-USD,0.0,2024-08-06,2024-08-06,1,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
522,POL-USD,0.0,2021-12-31,2023-10-30,669 days 00:00:00,100.0,100.0,0.0,-94.64177738312887,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
529,PORTAL-USD,0.0,2021-12-31,2022-11-30,335 days 00:00:00,100.0,100.0,0.0,-25.000001624086366,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
231,FINC-USD,0.0,2024-01-03,2024-08-06,216,100.0,100.0,0.0,-87.86345776896567,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
530,PRCL-USD,0.0,2024-04-15,2024-08-06,113,100.0,100.0,0.0,-75.18925486763793,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
232,FIRE-USD,0.0,2021-12-31,2022-08-15,228 days 00:00:00,100.0,100.0,0.0,-56.9499117978308,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
541,PYUSD-USD,0.0,2023-08-19,2024-08-06,350,100.0,100.0,0.0,-99.9912985494789,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
507,PBUX-USD,0.0,2024-04-22,2024-08-06,106,100.0,100.0,0.0,-90.27927388355205,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
546,QORPO-USD,0.0,2024-02-28,2024-08-06,160,100.0,100.0,0.0,-63.241052995471556,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
504,PATEX-USD,0.0,2024-03-11,2024-08-06,148,100.0,100.0,0.0,-78.76420681728274,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
550,RATS-USD,0.0,2022-03-27,2024-08-06,855,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
205,ENA-USD,0.0,2024-04-01,2024-08-06,127,100.0,100.0,0.0,-64.73277682053099,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
204,ELON-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
201,EGO-USD,0.0,2022-07-31,2022-09-27,59 days 00:00:00,100.0,100.0,0.0,6.113382395276612,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
503,PANDORA-USD,0.0,2024-02-04,2024-08-06,184,100.0,100.0,0.0,-61.65741369454791,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
220,ETHFI-USD,0.0,2024-03-17,2024-08-06,142,100.0,100.0,0.0,-58.26144461188885,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
241,FORT-USD,0.0,2021-12-31,2023-04-25,279,100.0,100.0,0.0,-95.21895605685296,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
469,NTRN-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,-9.690946427455117,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
594,SILLY-USD,0.0,2023-12-20,2024-08-06,230,100.0,100.0,0.0,-90.80359957389274,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
467,NOT-USD,0.0,2024-05-15,2024-08-06,83,100.0,100.0,0.0,61.448002549090866,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
401,MANTA-USD,0.0,2024-01-17,2024-08-06,202,100.0,100.0,0.0,-68.95124132629775,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
386,LRDS-USD,0.0,2024-08-06,2024-08-06,1,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
387,LSD-USD,0.0,2023-02-26,2024-08-06,526,100.0,100.0,0.0,38.0127532671702,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
322,IO-USD,0.0,2021-12-31,2022-04-10,101 days 00:00:00,100.0,100.0,0.0,-25.0470157537362,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
392,LUNA-USD,0.0,2021-12-31,2022-05-10,131 days 00:00:00,100.0,100.0,0.0,-38.366444797397016,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
396,MAGIC-USD,0.0,2021-12-31,2022-11-30,335 days 00:00:00,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
318,IMX-USD,0.0,2021-12-31,2022-07-22,204 days 00:00:00,100.0,100.0,0.0,-97.67142527907644,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
400,MANEKI-USD,0.0,2022-04-19,2022-07-21,48,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
402,MAPO-USD,0.0,2024-03-22,2024-08-06,137,100.0,100.0,0.0,-80.30292631235336,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
259,GEM-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,-85.62225883292336,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
405,MASA-USD,0.0,2024-04-10,2024-08-06,118,100.0,100.0,0.0,-86.48681008657549,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
406,MASK-USD,0.0,2021-12-31,2022-08-17,230 days 00:00:00,100.0,100.0,0.0,-60.04983495674936,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
409,MAVIA-USD,0.0,2024-02-05,2024-08-06,183,100.0,100.0,0.0,-59.291221190274555,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
410,MAX-USD,0.0,2021-12-31,2024-08-06,949,100.0,100.0,0.0,-90.57146428250647,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
308,HTX-USD,0.0,2024-01-23,2024-08-06,196,100.0,100.0,0.0,-56.635366406426066,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
415,MERL-USD,0.0,2024-04-18,2024-08-06,110,100.0,100.0,0.0,-82.08649347183923,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
418,MIND-USD,0.0,2022-03-13,2022-09-20,192 days 00:00:00,100.0,100.0,0.0,-99.61302768573638,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
327,IRL-USD,0.0,2023-12-19,2024-08-06,231,100.0,100.0,0.0,-91.06422749110759,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
328,IRON-USD,0.0,2021-12-31,2024-03-13,804 days 00:00:00,100.0,100.0,0.0,132.310892309212,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
330,ISME-USD,0.0,2024-03-28,2024-08-06,131,100.0,100.0,0.0,-84.8193107648019,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
375,LL-USD,0.0,2022-12-14,2024-08-06,131,100.0,100.0,0.0,-94.5604681125699,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
349,KLUB-USD,0.0,2023-10-31,2024-08-06,280,100.0,100.0,0.0,-90.26279011369172,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
360,LADYS-USD,0.0,2023-05-07,2024-08-06,454,100.0,100.0,0.0,0.0,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,,,,
347,KING-USD,0.0,2021-12-31,2022-10-08,282 days 00:00:00,100.0,100.0,0.0,-97.8764626969825,0.0,0.0,,,0,0,0,0.0,,,,,,,,,,inf,,inf,inf
