;Symbol;model;number_correct_entries;number_entries;percent_correct_entries;simulate_entry;simulate_return;simulate_variation;first_entry;last_entry
0;1CAT-USD;lr_pb_15P_30d;0;5;0,0;500;422,4506333369477;-0,1550987333261046;2024-07-06;2024-07-10
1;1CAT-USD;Xv_pb_10N_15d;0;5;0,0;500;768,6421733399487;0,5372843466798974;2024-07-06;2024-07-10
2;1CAT-USD;Xv_pb_20N_7d;1;5;0,2;500;557,828378788262;0,11565675757652388;2024-07-06;2024-07-10
3;1CAT-USD;Xv_pb_15P_7d;4;5;0,8;500;557,828378788262;0,11565675757652388;2024-07-06;2024-07-10
4;1CAT-USD;Xv_pb_20P_7d;4;5;0,8;500;557,828378788262;0,11565675757652388;2024-07-06;2024-07-10
5;1CAT-USD;Xv_pb_25P_7d;4;5;0,8;500;557,828378788262;0,11565675757652388;2024-07-06;2024-07-10
6;1CAT-USD;Xv_pb_15N_15d;0;5;0,0;500;768,6421733399487;0,5372843466798974;2024-07-06;2024-07-10
7;1CAT-USD;lr_pb_10P_30d;0;5;0,0;500;422,4506333369477;-0,1550987333261046;2024-07-06;2024-07-10
8;1CAT-USD;rf_pb_25P_7d;4;5;0,8;500;557,828378788262;0,11565675757652388;2024-07-06;2024-07-10
9;1CAT-USD;Xv_pb_25P_15d;5;5;1,0;500;768,6421733399487;0,5372843466798974;2024-07-06;2024-07-10
10;1CAT-USD;Xv_pb_20P_30d;0;5;0,0;500;422,4506333369477;-0,1550987333261046;2024-07-06;2024-07-10
11;1CAT-USD;Xv_pb_25N_7d;1;5;0,2;500;557,828378788262;0,11565675757652388;2024-07-06;2024-07-10
12;1CAT-USD;Xv_pb_20N_15d;0;5;0,0;500;768,6421733399487;0,5372843466798974;2024-07-06;2024-07-10
13;1INCH-USD;Xv_pb_15P_15d;2;2;1,0;200;251,84176584281346;0,2592088292140673;2024-02-27;2024-02-28
14;1INCH-USD;lr_pb_20P_15d;21;76;0,27631578947368424;7600;7661,33418772903;0,00807028785908295;2024-01-01;2024-06-07
15;1INCH-USD;rf_pb_20P_15d;0;6;0,0;600;510,4007722041142;-0,14933204632647631;2024-04-02;2024-06-09
16;1INCH-USD;lr_pb_15P_30d;3;110;0,02727272727272727;11000;10410,274928736646;-0,053611370114850364;2024-01-01;2024-07-10
17;1INCH-USD;lr_pb_25P_30d;3;78;0,038461538461538464;7800;7318,954062387815;-0,06167255610412632;2024-01-01;2024-07-10
18;1INCH-USD;lr_pb_10N_15d;56;74;0,7567567567567568;7400;7444,109433394983;0,005960734242565293;2024-01-01;2024-06-11
19;1INCH-USD;Xv_pb_10N_15d;109;132;0,8257575757575758;13200;13370,862706718111;0,012944144448341776;2024-01-19;2024-07-10
