,Date,Symbol,rf_pb_25N_30d,Cumulative_Return_7d,Cumulative_Return_15d,Cumulative_Return_30d,model,number_entries,first_entry,last_entry,Xv_pb_10N_30d,rf_pb_10N_30d,lr_pb_10N_30d,rf_pb_10N_15d,rf_pb_15N_30d,rf_pb_15N_15d,Xv_pb_15N_30d,rf_pb_20P_30d,rf_pb_10P_15d,lr_pb_15N_30d,rf_pb_20N_30d,Xv_pb_20N_30d,lr_pb_10P_30d,lr_pb_10N_15d,Xv_pb_15P_30d,rf_pb_10P_30d,rf_pb_15P_30d,Xv_pb_10P_30d,Xv_pb_10N_15d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
0,2024-07-06,1CAT-USD,,0.11867519150962824,0.5524379263764665,-0.1473251411361729,Xv_pb_10N_30d,1,2024-07-06,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
0,2024-07-06,1CAT-USD,,0.11867519150962824,0.5524379263764665,-0.1473251411361729,lr_pb_10N_30d,1,2024-07-06,2024-07-06,,,0.9836395019255216,,,,,,,,,,,,,,,,,,,,,,
0,2024-07-06,1CAT-USD,,0.11867519150962824,0.5524379263764665,-0.1473251411361729,Xv_pb_15N_30d,1,2024-07-06,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
0,2024-07-06,1CAT-USD,,0.11867519150962824,0.5524379263764665,-0.1473251411361729,lr_pb_15N_30d,1,2024-07-06,2024-07-06,,,,,,,,,,0.9561985682600294,,,,,,,,,,,,,,,
0,2024-07-06,1CAT-USD,,0.11867519150962824,0.5524379263764665,-0.1473251411361729,Xv_pb_20N_30d,1,2024-07-06,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
0,2024-07-06,1CAT-USD,,0.11867519150962824,0.5524379263764665,-0.1473251411361729,lr_pb_10N_15d,1,2024-07-06,2024-07-06,,,,,,,,,,,,,,0.916257689589754,,,,,,,,,,,
188,2024-07-06,1INCH-USD,,-0.6312973927132934,-0.9204856656659597,-0.988236230878724,Xv_pb_10N_30d,166,2024-01-01,2024-07-06,0.9840237,,,,,,,,,,,,,,,,,,,,,,,,
188,2024-07-06,1INCH-USD,,1.6151669600427332,0.49702391122962797,-0.7979237580907409,lr_pb_10N_30d,154,2024-01-03,2024-07-06,,,0.95305249697816,,,,,,,,,,,,,,,,,,,,,,
188,2024-07-06,1INCH-USD,,-0.01803794228098443,4.830506875530871,-0.026487249649276512,Xv_pb_15N_30d,105,2024-01-01,2024-07-06,,,,,,,0.8477629,,,,,,,,,,,,,,,,,,
188,2024-07-06,1INCH-USD,,3.626271417360397,1.8530690237441871,-0.6601478887113094,lr_pb_15N_30d,135,2024-01-03,2024-07-06,,,,,,,,,,0.891131734331479,,,,,,,,,,,,,,,
188,2024-07-06,1INCH-USD,,-0.6070501405323723,-0.6462381486922657,2.3576974616883297,Xv_pb_20N_30d,118,2024-01-02,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
157,2024-06-05,1INCH-USD,,-0.32563314422367906,-0.8232385304456976,-0.922916383057195,lr_pb_10P_30d,18,2024-01-01,2024-06-05,,,,,,,,,,,,,0.738435257559554,,,,,,,,,,,,
188,2024-07-06,1INCH-USD,,2.4012304433152045,-0.5089241606446606,-0.9820546239872955,lr_pb_10N_15d,119,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.8753035370796096,,,,,,,,,,,
82,2024-03-22,1INCH-USD,,1.9409724163680204,1.3268080854774866,-0.8466842017760807,Xv_pb_10N_15d,12,2024-02-23,2024-03-22,,,,,,,,,,,,,,,,,,,0.7143844,,,,,,
188,2024-07-06,1INCH-USD,,-0.04345440517194943,-0.8094126473811143,-0.7670116926185719,score_N_30d,50,2024-01-05,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7287163588134228,,
78,2024-03-18,1INCH-USD,,0.21317200971729822,0.07186179726234321,-0.18725917486722832,score_N_15d,1,2024-03-18,2024-03-18,,,,,,,,,,,,,,,,,,,,,,,,0.7008860762204114,
345,2024-06-25,AA-USD,,19.897736500756032,1.0857293396453551,-0.9999071788287663,Xv_pb_10N_30d,121,2024-01-01,2024-06-25,0.95970374,,,,,,,,,,,,,,,,,,,,,,,,
345,2024-06-25,AA-USD,,-0.7803791478312424,0.031185743312154957,12.552417706268553,lr_pb_10N_30d,51,2024-02-18,2024-06-25,,,0.9763630260488796,,,,,,,,,,,,,,,,,,,,,,
345,2024-06-25,AA-USD,,-0.3464942903678201,-0.8340427352922055,-0.9999996726216797,Xv_pb_15N_30d,100,2024-01-03,2024-06-25,,,,,,,0.87924886,,,,,,,,,,,,,,,,,,
345,2024-06-25,AA-USD,,-0.7534897073853379,-0.11647173604641947,5.10442433074785,lr_pb_15N_30d,40,2024-02-18,2024-06-25,,,,,,,,,,0.9444083118321212,,,,,,,,,,,,,,,
345,2024-06-25,AA-USD,,2.277031608693039,6.363863657686607,-0.998184738382769,Xv_pb_20N_30d,95,2024-01-01,2024-06-25,,,,,,,,,,,,0.87660056,,,,,,,,,,,,,
344,2024-06-18,AA-USD,,-0.9532770211096189,-0.9991130255218567,-0.9999998919219981,lr_pb_10P_30d,90,2024-01-01,2024-06-18,,,,,,,,,,,,,0.8181543910171541,,,,,,,,,,,,
345,2024-06-25,AA-USD,,-0.725861136024685,0.38904515960358377,10.107827255333484,lr_pb_10N_15d,54,2024-02-18,2024-06-25,,,,,,,,,,,,,,0.8827615814906458,,,,,,,,,,,
342,2024-06-16,AA-USD,,-0.4992666701949414,-0.05531942617278485,-0.40109538192418825,Xv_pb_10N_15d,15,2024-02-22,2024-06-16,,,,,,,,,,,,,,,,,,,0.7205062,,,,,,
345,2024-06-25,AA-USD,,-0.030878986112264917,-0.03252571728289133,-0.08965748558316888,score_N_30d,1,2024-06-25,2024-06-25,,,,,,,,,,,,,,,,,,,,,,,0.7368425125044752,,
533,2024-07-06,AAVE-USD,,-0.8744474948875511,-0.9740560461178952,-0.870763794320798,Xv_pb_10N_30d,158,2024-01-01,2024-07-06,0.97114265,,,,,,,,,,,,,,,,,,,,,,,,
533,2024-07-06,AAVE-USD,,0.016899406894154367,-0.14284693101909796,3.14375761179625,lr_pb_10N_30d,162,2024-01-03,2024-07-06,,,0.97746999871195,,,,,,,,,,,,,,,,,,,,,,
533,2024-07-06,AAVE-USD,,3.3836167762373233,1.699794503688052,136.78456923716166,Xv_pb_15N_30d,76,2024-01-14,2024-07-06,,,,,,,0.81756437,,,,,,,,,,,,,,,,,,
533,2024-07-06,AAVE-USD,,0.792993618833937,0.35415414562222014,3.8116563197467563,lr_pb_15N_30d,158,2024-01-03,2024-07-06,,,,,,,,,,0.9395710459492752,,,,,,,,,,,,,,,
526,2024-06-29,AAVE-USD,,-0.1854178587056462,0.2688864017034056,1.7643796518245365,Xv_pb_20N_30d,10,2024-06-17,2024-06-29,,,,,,,,,,,,0.857204,,,,,,,,,,,,,
527,2024-06-30,AAVE-USD,,-0.46321174076130456,-0.6679173576431923,-0.5900660979635355,lr_pb_10P_30d,16,2024-01-01,2024-06-30,,,,,,,,,,,,,0.7032470797538446,,,,,,,,,,,,
533,2024-07-06,AAVE-USD,,-0.7204711476367003,-0.9385725755359813,0.6924849376656221,lr_pb_10N_15d,147,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.9069201871226932,,,,,,,,,,,
414,2024-03-09,AAVE-USD,,-0.08337404601083154,-0.04394568039537883,-0.01928991016814363,Xv_pb_10N_15d,2,2024-03-08,2024-03-09,,,,,,,,,,,,,,,,,,,0.7196245,,,,,,
533,2024-07-06,AAVE-USD,,2.81475397898753,1.8784284256176718,6.421071508727745,score_N_30d,12,2024-06-06,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7417691812872153,,
721,2024-07-06,ABBC-USD,,-0.9999985788219997,-0.9999999999995013,-1.0,Xv_pb_10N_30d,167,2024-01-01,2024-07-06,0.9840237,,,,,,,,,,,,,,,,,,,,,,,,
718,2024-07-03,ABBC-USD,,-0.9999890358648599,-0.999999999842006,-1.0,lr_pb_10N_30d,156,2024-01-07,2024-07-03,,,0.7030635229316144,,,,,,,,,,,,,,,,,,,,,,
721,2024-07-06,ABBC-USD,,-0.9999968387984071,-0.9999999999900981,-1.0,Xv_pb_15N_30d,150,2024-01-01,2024-07-06,,,,,,,0.8477629,,,,,,,,,,,,,,,,,,
704,2024-06-19,ABBC-USD,,-0.999953057845254,-0.99999999871128,-1.0,lr_pb_15N_30d,138,2024-01-07,2024-06-19,,,,,,,,,,0.8728451928056199,,,,,,,,,,,,,,,
721,2024-07-06,ABBC-USD,,-0.9999932820376142,-0.9999999999705909,-1.0,Xv_pb_20N_30d,150,2024-01-05,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
721,2024-07-06,ABBC-USD,,-0.5422205918637062,-0.9158056340850826,-0.9715709845135729,lr_pb_10P_30d,9,2024-01-01,2024-07-06,,,,,,,,,,,,,0.7001864762873015,,,,,,,,,,,,
704,2024-06-19,ABBC-USD,,-0.9998006518304455,-0.9999999781393649,-0.9999999999999952,lr_pb_10N_15d,116,2024-01-07,2024-06-19,,,,,,,,,,,,,,0.7644060373834907,,,,,,,,,,,
711,2024-06-26,ABBC-USD,,-0.9877982458393785,-0.9999962352508909,-0.9999999986135618,Xv_pb_10N_15d,62,2024-01-01,2024-06-26,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
639,2024-04-15,ABBC-USD,,-0.07123363134056049,-0.37429822219327014,-0.3596188710557422,score_N_30d,1,2024-04-15,2024-04-15,,,,,,,,,,,,,,,,,,,,,,,0.7007433053792662,,
909,2024-07-06,ACH-USD,,-0.8009718899656488,-0.7646834510768845,17.89024569865665,Xv_pb_10N_30d,163,2024-01-01,2024-07-06,0.9635447,,,,,,,,,,,,,,,,,,,,,,,,
909,2024-07-06,ACH-USD,,9.178032819112094,15.548597178831645,442.04462388831894,lr_pb_10N_30d,145,2024-01-03,2024-07-06,,,0.9678887097881312,,,,,,,,,,,,,,,,,,,,,,
909,2024-07-06,ACH-USD,,-0.4917602149918544,0.2927411464774321,6.295440136137007,Xv_pb_15N_30d,107,2024-01-03,2024-07-06,,,,,,,0.845832,,,,,,,,,,,,,,,,,,
909,2024-07-06,ACH-USD,,62.1092236137494,102.28731744872313,913.1147252809803,lr_pb_15N_30d,121,2024-01-03,2024-07-06,,,,,,,,,,0.9279789687149186,,,,,,,,,,,,,,,
909,2024-07-06,ACH-USD,,-0.6322373723244794,-0.43982018763813135,2335.3214193876975,Xv_pb_20N_30d,95,2024-01-01,2024-07-06,,,,,,,,,,,,0.87660056,,,,,,,,,,,,,
806,2024-03-25,ACH-USD,,3.6566127349086317,94.79972325627476,23.730280360758574,lr_pb_10P_30d,25,2024-02-15,2024-03-25,,,,,,,,,,,,,0.7342818549514917,,,,,,,,,,,,
909,2024-07-06,ACH-USD,,23.765191044529963,22.914573448167747,100.99483822035101,lr_pb_10N_15d,105,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.8832658447318165,,,,,,,,,,,
811,2024-03-30,ACH-USD,,-0.4182853314603614,-0.9119428761958056,-0.9122591520357851,Xv_pb_10N_15d,16,2024-02-25,2024-03-30,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
908,2024-07-05,ACH-USD,,-0.09157563069662489,-0.13390582783919547,-0.3368815365930441,score_N_30d,2,2024-04-26,2024-07-05,,,,,,,,,,,,,,,,,,,,,,,0.701924925538657,,
949,2024-05-06,ACQ-USD,,-0.9845585270635607,-0.9999814119772737,-0.9999999014010361,Xv_pb_10N_30d,40,2024-01-05,2024-05-06,0.9698678,,,,,,,,,,,,,,,,,,,,,,,,
949,2024-05-06,ACQ-USD,,0.39631985506039524,-0.9149982868268377,-0.9823028281956977,lr_pb_10N_30d,14,2024-01-05,2024-05-06,,,0.8826143127552641,,,,,,,,,,,,,,,,,,,,,,
948,2024-05-01,ACQ-USD,,-0.9551067595180579,-0.9991311993005911,-0.999786998153721,Xv_pb_15N_30d,23,2024-01-11,2024-05-01,,,,,,,0.79104495,,,,,,,,,,,,,,,,,,
949,2024-05-06,ACQ-USD,,0.5444998474582616,-0.7270250868951199,-0.9082409487390646,lr_pb_15N_30d,10,2024-04-10,2024-05-06,,,,,,,,,,0.7563416975375521,,,,,,,,,,,,,,,
949,2024-05-06,ACQ-USD,,-0.917422248510925,-0.9733113830100132,-0.9834727217130765,Xv_pb_20N_30d,13,2024-01-26,2024-05-06,,,,,,,,,,,,0.8132153,,,,,,,,,,,,,
943,2024-04-24,ACQ-USD,,-0.8938427100295125,-0.9985938857944342,-0.9999673012058559,lr_pb_10P_30d,20,2024-02-22,2024-04-24,,,,,,,,,,,,,0.7266056820030159,,,,,,,,,,,,
949,2024-05-06,ACQ-USD,,-0.08437056294405898,-0.8345245036135749,-0.9599717777901696,lr_pb_10N_15d,11,2024-01-05,2024-05-06,,,,,,,,,,,,,,0.7023411431529409,,,,,,,,,,,
915,2024-03-16,ACQ-USD,,0.25592146628582424,0.8856820425716516,0.3002977385945731,Xv_pb_10N_15d,2,2024-02-22,2024-03-16,,,,,,,,,,,,,,,,,,,0.77803797,,,,,,
1137,2024-07-06,ADA-USD,,-0.80455199547308,-0.9767482230339968,-0.989261908560589,Xv_pb_10N_30d,161,2024-01-01,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
1137,2024-07-06,ADA-USD,,-0.7106973259763856,-0.9096683816659293,-0.9957427275252193,lr_pb_10N_30d,170,2024-01-03,2024-07-06,,,0.9818932209035738,,,,,,,,,,,,,,,,,,,,,,
1137,2024-07-06,ADA-USD,,-0.600116733191159,-0.9130645940936756,-0.9396762180124981,Xv_pb_15N_30d,135,2024-01-01,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
1137,2024-07-06,ADA-USD,,-0.5211430908974442,-0.9516714878277593,-0.9963882416297918,lr_pb_15N_30d,158,2024-01-03,2024-07-06,,,,,,,,,,0.9518694385144464,,,,,,,,,,,,,,,
1137,2024-07-06,ADA-USD,,0.6065602236089211,4.86496309752935,61.26592811109791,Xv_pb_20N_30d,110,2024-01-01,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
1090,2024-05-20,ADA-USD,,-0.21699941857342653,-0.3828169702486064,-0.5184720842375049,lr_pb_10P_30d,3,2024-01-01,2024-05-20,,,,,,,,,,,,,0.7014275734299558,,,,,,,,,,,,
1137,2024-07-06,ADA-USD,,-0.7415667184240313,-0.9630442410930036,-0.9963569832890813,lr_pb_10N_15d,149,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.9187603793357187,,,,,,,,,,,
1130,2024-06-29,ADA-USD,,0.09862563494302568,-0.5207133330820668,-0.9514593872230893,Xv_pb_10N_15d,15,2024-02-25,2024-06-29,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
1137,2024-07-06,ADA-USD,,12.224963850645171,22.44012026010717,486.1706368904082,score_N_30d,49,2024-01-05,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7370415489736151,,
1157,2024-04-04,ADS-USD,,0.10783731351535009,-0.2893289666754886,-0.7964879820192576,Xv_pb_10N_30d,14,2024-03-14,2024-04-04,0.9305468,,,,,,,,,,,,,,,,,,,,,,,,
1157,2024-04-04,ADS-USD,,-0.653535150447327,-0.6363041460669074,-0.9450840700843042,lr_pb_10N_30d,17,2024-03-09,2024-04-04,,,0.8100784866921674,,,,,,,,,,,,,,,,,,,,,,
1157,2024-04-04,ADS-USD,,-0.8126918496005339,-0.7895157863806707,-0.93948878353879,Xv_pb_15N_30d,14,2024-03-08,2024-04-04,,,,,,,0.8013043,,,,,,,,,,,,,,,,,,
1157,2024-04-04,ADS-USD,,-0.653535150447327,-0.6363041460669074,-0.9450840700843042,lr_pb_15N_30d,17,2024-03-09,2024-04-04,,,,,,,,,,0.7580610463981614,,,,,,,,,,,,,,,
1157,2024-04-04,ADS-USD,,0.09677896302447642,-0.34309315126298157,-0.756548887378339,Xv_pb_20N_30d,13,2024-03-14,2024-04-04,,,,,,,,,,,,0.7681029,,,,,,,,,,,,,
1142,2024-03-12,ADS-USD,,-0.6022219576957564,-0.565815404043311,-0.622856241333019,lr_pb_10P_30d,2,2024-03-08,2024-03-12,,,,,,,,,,,,,0.7565192629458352,,,,,,,,,,,,
1157,2024-04-04,ADS-USD,,-0.8172003652901267,-0.7969186005659643,-0.9752238922122234,lr_pb_10N_15d,19,2024-03-09,2024-04-04,,,,,,,,,,,,,,0.7844175032840175,,,,,,,,,,,
1154,2024-03-25,ADS-USD,,-0.6875454003536869,-0.7227599763394716,-0.9328806220687651,Xv_pb_10N_15d,14,2024-03-08,2024-03-25,,,,,,,,,,,,,,,,,,,0.9013909,,,,,,
1144,2024-03-14,ADS-USD,,-0.22355246688178987,-0.13071146254365318,-0.31066772159213984,score_N_30d,1,2024-03-14,2024-03-14,,,,,,,,,,,,,,,,,,,,,,,0.7235050019051097,,
1147,2024-03-17,ADS-USD,,-0.21060618622416527,-2.866041124860441e-05,-0.5996728884183034,score_N_15d,4,2024-03-14,2024-03-17,,,,,,,,,,,,,,,,,,,,,,,,0.7309559717367167,
1345,2024-07-06,ADX-USD,,-0.8479160241619464,-0.9852604112252961,-0.9996995283766666,Xv_pb_10N_30d,163,2024-01-01,2024-07-06,0.9840237,,,,,,,,,,,,,,,,,,,,,,,,
1345,2024-07-06,ADX-USD,,14.375007237110076,165.265900552782,751.5364098590474,lr_pb_10N_30d,99,2024-01-03,2024-07-06,,,0.7910404490684884,,,,,,,,,,,,,,,,,,,,,,
1345,2024-07-06,ADX-USD,,-0.9206938564795428,-0.9741034575381275,-0.9971519937468641,Xv_pb_15N_30d,114,2024-01-03,2024-07-06,,,,,,,0.8477629,,,,,,,,,,,,,,,,,,
1344,2024-07-05,ADX-USD,,26.570483145707783,245.75237371975925,770.5974259996697,lr_pb_15N_30d,86,2024-01-03,2024-07-05,,,,,,,,,,0.8047810411252639,,,,,,,,,,,,,,,
1345,2024-07-06,ADX-USD,,-0.8475332410914711,-0.7180772584533632,-0.9713977293024372,Xv_pb_20N_30d,99,2024-01-01,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
1338,2024-06-29,ADX-USD,,-0.9370390407557594,-0.9958693691742097,-0.9995990498104429,lr_pb_10P_30d,69,2024-01-01,2024-06-29,,,,,,,,,,,,,0.7621478157091857,,,,,,,,,,,,
1345,2024-07-06,ADX-USD,,5.869138403511279,32.99217744627758,190.218929515472,lr_pb_10N_15d,77,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.7291929261513241,,,,,,,,,,,
1247,2024-03-30,ADX-USD,,4.862472268277504,1.9827732526408703,-0.9564805588011726,Xv_pb_10N_15d,16,2024-02-25,2024-03-30,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
1344,2024-07-05,ADX-USD,,0.8098026625039974,2.7140010925317464,12.507491463985023,score_N_30d,16,2024-01-03,2024-07-05,,,,,,,,,,,,,,,,,,,,,,,0.7027943100676921,,
1533,2024-07-06,AERGO-USD,,-0.9564807369242532,-0.9985096919621587,-0.9999797247544661,Xv_pb_10N_30d,164,2024-01-01,2024-07-06,0.98230076,,,,,,,,,,,,,,,,,,,,,,,,
1533,2024-07-06,AERGO-USD,,1.1566949013553183,-0.6731490161813524,-0.3495396726330565,lr_pb_10N_30d,91,2024-01-02,2024-07-06,,,0.9609919359191386,,,,,,,,,,,,,,,,,,,,,,
1533,2024-07-06,AERGO-USD,,-0.9866557408349219,-0.9998601777886298,-0.9999992274676841,Xv_pb_15N_30d,111,2024-01-01,2024-07-06,,,,,,,0.88082016,,,,,,,,,,,,,,,,,,
1533,2024-07-06,AERGO-USD,,1.8574727866122598,-0.5496816865836189,-0.5702479797682165,lr_pb_15N_30d,75,2024-01-03,2024-07-06,,,,,,,,,,0.9145403669786591,,,,,,,,,,,,,,,
1533,2024-07-06,AERGO-USD,,-0.9638162765487479,-0.9211532115844238,-0.8733783628320985,Xv_pb_20N_30d,107,2024-01-02,2024-07-06,,,,,,,,,,,,0.88416654,,,,,,,,,,,,,
1472,2024-05-06,AERGO-USD,,-0.8945819015982615,-0.8958341825766317,-0.9941310830996629,lr_pb_10P_30d,51,2024-02-16,2024-05-06,,,,,,,,,,,,,0.7581920780308754,,,,,,,,,,,,
1533,2024-07-06,AERGO-USD,,0.14873887341043712,-0.9292828425425679,-0.9981166092439242,lr_pb_10N_15d,71,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.8540376169699863,,,,,,,,,,,
1528,2024-07-01,AERGO-USD,,0.38694816495127715,0.5179709230021674,-0.7817994000735601,Xv_pb_10N_15d,30,2024-02-22,2024-07-01,,,,,,,,,,,,,,,,,,,0.7606221,,,,,,
1533,2024-07-06,AERGO-USD,,0.09759756782097728,0.19482597933179346,-0.23540072953686186,score_N_30d,5,2024-06-06,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.70074450523293,,
1721,2024-07-06,AGLD-USD,,-0.9351275133354932,-0.9962086576659922,-0.9993855983300296,Xv_pb_10N_30d,159,2024-01-01,2024-07-06,0.9179529,,,,,,,,,,,,,,,,,,,,,,,,
1721,2024-07-06,AGLD-USD,,-0.3461158946345938,0.019657335731940062,2.2714158172238266,lr_pb_10N_30d,140,2024-01-03,2024-07-06,,,0.9821624005425378,,,,,,,,,,,,,,,,,,,,,,
1721,2024-07-06,AGLD-USD,,-0.8769063779949264,-0.9639848035753044,-0.9997955272469978,Xv_pb_15N_30d,128,2024-01-01,2024-07-06,,,,,,,0.9078691,,,,,,,,,,,,,,,,,,
1721,2024-07-06,AGLD-USD,,-0.02814581925442139,0.32702258938809825,0.8906940500973202,lr_pb_15N_30d,134,2024-01-03,2024-07-06,,,,,,,,,,0.9626343216112944,,,,,,,,,,,,,,,
1721,2024-07-06,AGLD-USD,,-0.970714697935209,-0.9971430572978273,-0.8084971401287103,Xv_pb_20N_30d,89,2024-01-03,2024-07-06,,,,,,,,,,,,0.87737584,,,,,,,,,,,,,
1697,2024-06-12,AGLD-USD,,-0.3990642785036198,-0.9789033430995109,-0.9998838508714102,lr_pb_10P_30d,31,2024-01-01,2024-06-12,,,,,,,,,,,,,0.7497558690834899,,,,,,,,,,,,
1721,2024-07-06,AGLD-USD,,-0.6438876643360443,-0.9732556095934536,-0.9977000862045438,lr_pb_10N_15d,119,2024-01-03,2024-07-06,,,,,,,,,,,,,,0.906740138641525,,,,,,,,,,,
1623,2024-03-30,AGLD-USD,,2.9563094100669507,-0.3909840307064417,-0.9862427131023074,Xv_pb_10N_15d,23,2024-02-23,2024-03-30,,,,,,,,,,,,,,,,,,,0.7303214,,,,,,
1721,2024-07-06,AGLD-USD,,0.8387284896028007,4.128999543484812,9.65265613966669,score_N_30d,27,2024-01-20,2024-07-06,,,,,,,,,,,,,,,,,,,,,,,0.7342569440151107,,
1612,2024-03-19,AGLD-USD,,0.3741338301051551,0.7617202833831043,-0.7173589908435942,score_N_15d,5,2024-03-15,2024-03-19,,,,,,,,,,,,,,,,,,,,,,,,0.7094229487539327,
1722,2024-01-03,AI-USD,,-0.24918334501366146,-0.3540106178208312,0.08380895100942798,Xv_pb_10N_30d,1,2024-01-03,2024-01-03,0.98481166,,,,,,,,,,,,,,,,,,,,,,,,
1722,2024-01-03,AI-USD,,-0.24918334501366146,-0.3540106178208312,0.08380895100942798,lr_pb_10N_30d,1,2024-01-03,2024-01-03,,,0.847528936466239,,,,,,,,,,,,,,,,,,,,,,
1722,2024-01-03,AI-USD,,-0.24918334501366146,-0.3540106178208312,0.08380895100942798,lr_pb_15N_30d,1,2024-01-03,2024-01-03,,,,,,,,,,0.8256530416466106,,,,,,,,,,,,,,,
1722,2024-01-03,AI-USD,,-0.24918334501366146,-0.3540106178208312,0.08380895100942798,Xv_pb_20N_30d,1,2024-01-03,2024-01-03,,,,,,,,,,,,0.79794264,,,,,,,,,,,,,
1722,2024-01-03,AI-USD,,-0.24918334501366146,-0.3540106178208312,0.08380895100942798,lr_pb_10N_15d,1,2024-01-03,2024-01-03,,,,,,,,,,,,,,0.7326376160576424,,,,,,,,,,,
1722,2024-01-03,AI-USD,,-0.24918334501366146,-0.3540106178208312,0.08380895100942798,score_N_30d,1,2024-01-03,2024-01-03,,,,,,,,,,,,,,,,,,,,,,,0.7035474783991029,,
1769,2024-05-05,AIEPK-USD,,-0.9891518146251517,-0.99990268024529,-0.9999996602027872,Xv_pb_10N_30d,34,2024-03-04,2024-05-05,0.9820118,,,,,,,,,,,,,,,,,,,,,,,,
1768,2024-04-14,AIEPK-USD,,-0.669404563658519,-0.7763101974345896,-0.97760708497042,lr_pb_10N_30d,14,2024-03-04,2024-04-14,,,0.8240301425910788,,,,,,,,,,,,,,,,,,,,,,
1769,2024-05-05,AIEPK-USD,,-0.9717209559245699,-0.9986814328705894,-0.9999847558825931,Xv_pb_15N_30d,25,2024-03-14,2024-05-05,,,,,,,0.7977359,,,,,,,,,,,,,,,,,,
1768,2024-04-14,AIEPK-USD,,-0.5647706186312766,-0.7084156197279048,-0.9642135268466647,lr_pb_15N_30d,12,2024-03-04,2024-04-14,,,,,,,,,,0.7429773498601819,,,,,,,,,,,,,,,
1769,2024-05-05,AIEPK-USD,,-0.3727289562544025,-0.9027614037177251,-0.9980628462300327,Xv_pb_20N_30d,13,2024-03-04,2024-05-05,,,,,,,,,,,,0.9349645,,,,,,,,,,,,,
1769,2024-05-05,AIEPK-USD,,-0.45012791125109974,-0.898390313202017,-0.999847711576257,lr_pb_10P_30d,18,2024-02-29,2024-05-05,,,,,,,,,,,,,0.8735939396297866,,,,,,,,,,,,
1768,2024-04-14,AIEPK-USD,,-0.8837354885025849,-0.9860859366601359,-0.9984800992363692,lr_pb_10N_15d,19,2024-03-04,2024-04-14,,,,,,,,,,,,,,0.7677938560890157,,,,,,,,,,,
1753,2024-03-30,AIEPK-USD,,-0.8598641764328567,-0.9973131937012201,-0.9998979600110317,Xv_pb_10N_15d,15,2024-03-15,2024-03-30,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
1946,2024-07-06,AIOZ-USD,,-0.974032834722048,-0.5163806926181879,2405.9330829231085,Xv_pb_10N_30d,156,2024-01-01,2024-07-06,0.9582723,,,,,,,,,,,,,,,,,,,,,,,,
1946,2024-07-06,AIOZ-USD,,15.95302367445931,360.8172574068999,29688005.380008243,lr_pb_10N_30d,80,2024-01-04,2024-07-06,,,0.9494525138878857,,,,,,,,,,,,,,,,,,,,,,
1942,2024-07-02,AIOZ-USD,,-0.8686900546398478,-0.31293426891627807,20369.060954559845,Xv_pb_15N_30d,101,2024-01-01,2024-07-02,,,,,,,0.79104495,,,,,,,,,,,,,,,,,,
1946,2024-07-06,AIOZ-USD,,35.993517881162624,551.4878622005973,13154580.8863372,lr_pb_15N_30d,63,2024-01-07,2024-07-06,,,,,,,,,,0.8824180879156409,,,,,,,,,,,,,,,
1946,2024-07-06,AIOZ-USD,,-0.9168943115735875,-0.865299569036768,2.8069237272666365,Xv_pb_20N_30d,92,2024-01-02,2024-07-06,,,,,,,,,,,,0.7951585,,,,,,,,,,,,,
1906,2024-05-27,AIOZ-USD,,38.19822563918739,10928.243454434445,923.0571190716514,lr_pb_10P_30d,55,2024-01-01,2024-05-27,,,,,,,,,,,,,0.7216467497125161,,,,,,,,,,,,
1946,2024-07-06,AIOZ-USD,,6.750755929007391,39.14849423600402,73650.87449837704,lr_pb_10N_15d,68,2024-01-18,2024-07-06,,,,,,,,,,,,,,0.8710885568028609,,,,,,,,,,,
1848,2024-03-30,AIOZ-USD,,0.36944713831446174,-0.6767612791825168,-0.9840600930829433,Xv_pb_10N_15d,16,2024-03-14,2024-03-30,,,,,,,,,,,,,,,,,,,0.72536784,,,,,,
