,Date,Symbol,rf_pb_25N_30d,Cumulative_Return_7d,Cumulative_Return_15d,Cumulative_Return_30d,model,number_entries,first_entry,last_entry,Xv_pb_10N_30d,rf_pb_10N_30d,lr_pb_10N_30d,rf_pb_10N_15d,rf_pb_15N_30d,rf_pb_15N_15d,Xv_pb_15N_30d,rf_pb_20P_30d,rf_pb_10P_15d,lr_pb_15N_30d,rf_pb_20N_30d,Xv_pb_20N_30d,lr_pb_10P_30d,lr_pb_10N_15d,Xv_pb_15P_30d,rf_pb_10P_30d,rf_pb_15P_30d,Xv_pb_10P_30d,Xv_pb_10N_15d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
65036,2024-03-04,TFUEL-USD,,1.6986788849871415,100.96221430832864,8382.36313560811,lr_pb_10P_30d,42,2024-01-01,2024-03-04,,,,,,,,,,,,,0.7299094242637314,,,,,,,,,,,,
65138,2024-06-14,TFUEL-USD,,11.816859094534546,13.05952383185107,-0.29522268305171007,lr_pb_10N_15d,107,2024-02-20,2024-06-14,,,,,,,,,,,,,,0.9860653217465344,,,,,,,,,,,
65051,2024-03-19,TFUEL-USD,,1.124917815091076,2.45727255150946,1.3592544197713492,Xv_pb_10N_15d,6,2024-02-25,2024-03-19,,,,,,,,,,,,,,,,,,,0.73843646,,,,,,
65112,2024-05-19,TFUEL-USD,,3.9707071729418475,2.628362183824114,-0.6396357352268875,score_N_30d,46,2024-03-23,2024-05-19,,,,,,,,,,,,,,,,,,,,,,,0.7196300531334805,,
65304,2024-06-14,THETA-USD,,-0.8965124268450273,-0.9691074820045947,8.225371069036756,Xv_pb_10N_30d,130,2024-01-01,2024-06-14,0.84402275,,,,,,,,,,,,,,,,,,,,,,,,
65304,2024-06-14,THETA-USD,,27.562104911599594,2461.4209998644506,11965.992222390243,lr_pb_10N_30d,132,2024-01-29,2024-06-14,,,0.99331940960904,,,,,,,,,,,,,,,,,,,,,,
65304,2024-06-14,THETA-USD,,-0.7712420501500309,-0.9542807475347578,168.76119404749014,Xv_pb_15N_30d,116,2024-01-01,2024-06-14,,,,,,,0.84276414,,,,,,,,,,,,,,,,,,
65304,2024-06-14,THETA-USD,,18.69125151816778,1453.9415811120741,757.0364894389447,lr_pb_15N_30d,127,2024-01-30,2024-06-14,,,,,,,,,,0.9874320063032224,,,,,,,,,,,,,,,
65298,2024-06-08,THETA-USD,,-0.8630361589196388,-0.7893391731787331,156.14264744292154,Xv_pb_20N_30d,73,2024-01-03,2024-06-08,,,,,,,,,,,,0.73054636,,,,,,,,,,,,,
65288,2024-05-29,THETA-USD,,-0.6491464612966655,-0.8446293873460136,1.9279375418932916,lr_pb_10P_30d,27,2024-01-01,2024-05-29,,,,,,,,,,,,,0.7104094882492458,,,,,,,,,,,,
65304,2024-06-14,THETA-USD,,13.344522749551965,439.2361600515764,5.358728032990733,lr_pb_10N_15d,123,2024-02-03,2024-06-14,,,,,,,,,,,,,,0.9672077434391384,,,,,,,,,,,
65243,2024-04-14,THETA-USD,,0.5076986723720842,-0.058293318790431314,-0.9424418958858061,Xv_pb_10N_15d,18,2024-02-24,2024-04-14,,,,,,,,,,,,,,,,,,,0.732432,,,,,,
65272,2024-05-13,THETA-USD,,-0.7994189808325257,-0.8851981907289374,-0.9933793691992009,score_N_30d,50,2024-02-23,2024-05-13,,,,,,,,,,,,,,,,,,,,,,,0.7074621830830291,,
65213,2024-03-15,THETA-USD,,0.329329396952017,1.1414349279794487,0.22317438783490595,score_N_15d,2,2024-02-25,2024-03-15,,,,,,,,,,,,,,,,,,,,,,,,0.7006608503282119,
65310,2024-03-20,TIDAL-USD,,-0.40346941598798036,-0.6384275029587405,-0.9225561475378731,Xv_pb_10N_30d,4,2024-03-14,2024-03-20,0.94787645,,,,,,,,,,,,,,,,,,,,,,,,
65305,2024-03-05,TIDAL-USD,,0.5918367912610898,0.3945578608407265,0.07142862092488222,lr_pb_10N_30d,1,2024-03-05,2024-03-05,,,0.7531875442291559,,,,,,,,,,,,,,,,,,,,,,
65310,2024-03-20,TIDAL-USD,,-0.3776652739122044,-0.5847486785629373,-0.8563258784348453,Xv_pb_15N_30d,3,2024-03-14,2024-03-20,,,,,,,0.7834149,,,,,,,,,,,,,,,,,,
65305,2024-03-05,TIDAL-USD,,0.5918367912610898,0.3945578608407265,0.07142862092488222,lr_pb_15N_30d,1,2024-03-05,2024-03-05,,,,,,,,,,0.732723713074308,,,,,,,,,,,,,,,
65310,2024-03-20,TIDAL-USD,,-0.07804880541910475,-0.2317073023567784,-0.4243902374964801,Xv_pb_20N_30d,1,2024-03-20,2024-03-20,,,,,,,,,,,,0.83356315,,,,,,,,,,,,,
65310,2024-03-20,TIDAL-USD,,-0.4796222454970499,-0.7130499205449796,-0.9614428467803398,lr_pb_10P_30d,5,2024-03-13,2024-03-20,,,,,,,,,,,,,0.9201795083590324,,,,,,,,,,,,
65305,2024-03-05,TIDAL-USD,,0.5918367912610898,0.3945578608407265,0.07142862092488222,lr_pb_10N_15d,1,2024-03-05,2024-03-05,,,,,,,,,,,,,,0.7239000620829046,,,,,,,,,,,
65310,2024-03-20,TIDAL-USD,,-0.2790673228624988,-0.511470877974606,-0.8387424546293574,Xv_pb_10N_15d,3,2024-03-15,2024-03-20,,,,,,,,,,,,,,,,,,,0.73579615,,,,,,
65444,2024-06-14,TIME-USD,,-0.9524726347209206,-0.9943497008916593,-0.9983939478380935,Xv_pb_10N_30d,108,2024-01-01,2024-06-14,0.93611544,,,,,,,,,,,,,,,,,,,,,,,,
65444,2024-06-14,TIME-USD,,1.0056409582887937,11.503112850934585,2.1872197294711087,lr_pb_10N_30d,58,2024-01-07,2024-06-14,,,0.9990324247551412,,,,,,,,,,,,,,,,,,,,,,
65444,2024-06-14,TIME-USD,,-0.8177201179790236,-0.8825955924068531,-0.049626116484494665,Xv_pb_15N_30d,123,2024-01-01,2024-06-14,,,,,,,0.8937978,,,,,,,,,,,,,,,,,,
65444,2024-06-14,TIME-USD,,0.07234592440444354,4.799726713581422,-0.24113428407021864,lr_pb_15N_30d,50,2024-02-11,2024-06-14,,,,,,,,,,0.99783961468326,,,,,,,,,,,,,,,
65439,2024-06-09,TIME-USD,,-0.6275575473472021,-0.47842051267056207,0.1096494191428592,Xv_pb_20N_30d,41,2024-01-02,2024-06-09,,,,,,,,,,,,0.7960104,,,,,,,,,,,,,
65398,2024-04-06,TIME-USD,,-0.49647087996360173,-0.9172685182037404,3.0947332574148083,lr_pb_10P_30d,52,2024-01-08,2024-04-06,,,,,,,,,,,,,0.7294602570858996,,,,,,,,,,,,
65444,2024-06-14,TIME-USD,,0.15086613772770208,4.4017514560523905,-0.7524460120109767,lr_pb_10N_15d,50,2024-02-21,2024-06-14,,,,,,,,,,,,,,0.9913466204303448,,,,,,,,,,,
65417,2024-04-30,TIME-USD,,8.263336267214722,21.309416523812608,15.849771369904772,Xv_pb_10N_15d,67,2024-01-01,2024-04-30,,,,,,,,,,,,,,,,,,,0.77069324,,,,,,
65444,2024-06-14,TIME-USD,,-0.7862955441862503,-0.810975834817017,-0.974311842976731,score_N_30d,34,2024-02-23,2024-06-14,,,,,,,,,,,,,,,,,,,,,,,0.7080557773902559,,
65366,2024-03-05,TIME-USD,,2.0637283964315247,8.910761231726513,6.0753426436151114,score_N_15d,6,2024-02-23,2024-03-05,,,,,,,,,,,,,,,,,,,,,,,,0.7380485872226421,
65610,2024-06-14,TLM-USD,,-0.9553888392189089,-0.9993522739676641,-0.9998834199800866,Xv_pb_10N_30d,141,2024-01-01,2024-06-14,0.9402344,,,,,,,,,,,,,,,,,,,,,,,,
65610,2024-06-14,TLM-USD,,0.718954498999701,7.43773190222527,-0.9792914341566887,lr_pb_10N_30d,119,2024-01-27,2024-06-14,,,0.9920556513705008,,,,,,,,,,,,,,,,,,,,,,
65610,2024-06-14,TLM-USD,,-0.9119202937720486,-0.9930152455232665,-0.9983312384362146,Xv_pb_15N_30d,64,2024-01-01,2024-06-14,,,,,,,0.91294265,,,,,,,,,,,,,,,,,,
65610,2024-06-14,TLM-USD,,0.6356785401020959,4.9085649895407855,-0.9983880710879568,lr_pb_15N_30d,110,2024-01-28,2024-06-14,,,,,,,,,,0.984691188668412,,,,,,,,,,,,,,,
65610,2024-06-14,TLM-USD,,-0.4073392926174608,-0.025784748825555814,39.51033786435826,Xv_pb_20N_30d,79,2024-01-01,2024-06-14,,,,,,,,,,,,0.81784576,,,,,,,,,,,,,
65594,2024-05-29,TLM-USD,,-0.3273130584658003,-0.9774708289678896,-0.9802218955015998,lr_pb_10P_30d,29,2024-01-01,2024-05-29,,,,,,,,,,,,,0.7937276998495519,,,,,,,,,,,,
65610,2024-06-14,TLM-USD,,-0.6883278149917462,-0.6440503483348137,-0.9999912663972241,lr_pb_10N_15d,110,2024-02-08,2024-06-14,,,,,,,,,,,,,,0.9641340372590874,,,,,,,,,,,
65523,2024-03-19,TLM-USD,,0.9153987459285304,0.23717135838868897,-0.8647906077815484,Xv_pb_10N_15d,6,2024-02-25,2024-03-19,,,,,,,,,,,,,,,,,,,0.73843646,,,,,,
65609,2024-06-13,TLM-USD,,-0.4414939124345867,-0.6816935419338328,-0.8890883560651011,score_N_30d,5,2024-03-16,2024-06-13,,,,,,,,,,,,,,,,,,,,,,,0.7001965216502833,,
65776,2024-06-14,TLOS-USD,,0.623340649582165,-0.2596325355900603,189.56684363446763,Xv_pb_10N_30d,140,2024-01-01,2024-06-14,0.94397855,,,,,,,,,,,,,,,,,,,,,,,,
65776,2024-06-14,TLOS-USD,,0.06641164524178156,0.43988586791221906,1.6339576412444372,lr_pb_10N_30d,154,2024-01-12,2024-06-14,,,0.9788470053956496,,,,,,,,,,,,,,,,,,,,,,
65776,2024-06-14,TLOS-USD,,-0.7385981530493384,-0.2874721918038041,1081.9030707022644,Xv_pb_15N_30d,98,2024-01-01,2024-06-14,,,,,,,0.8398509,,,,,,,,,,,,,,,,,,
65776,2024-06-14,TLOS-USD,,0.4292556360893274,1.0071995390620065,2.4875331459088925,lr_pb_15N_30d,150,2024-01-12,2024-06-14,,,,,,,,,,0.9664574511922728,,,,,,,,,,,,,,,
65776,2024-06-14,TLOS-USD,,0.27788183417886647,-0.47287244179840704,32.215529137167536,Xv_pb_20N_30d,59,2024-01-16,2024-06-14,,,,,,,,,,,,0.7928405,,,,,,,,,,,,,
65625,2024-01-15,TLOS-USD,,-0.2851755349387496,-0.7641319794299505,-0.6552906947673909,lr_pb_10P_30d,15,2024-01-01,2024-01-15,,,,,,,,,,,,,0.8011070180828822,,,,,,,,,,,,
65776,2024-06-14,TLOS-USD,,-0.1244238425359454,0.8158842093990251,5.557325665197931,lr_pb_10N_15d,150,2024-01-12,2024-06-14,,,,,,,,,,,,,,0.9307821168267214,,,,,,,,,,,
65689,2024-03-19,TLOS-USD,,2.2671920809625066,0.6234538561448224,-0.5492991473303341,Xv_pb_10N_15d,9,2024-01-01,2024-03-19,,,,,,,,,,,,,,,,,,,0.73843646,,,,,,
65776,2024-06-14,TLOS-USD,,-0.18361170403550287,33.842458910116235,2580668.5311139068,score_N_30d,56,2024-01-16,2024-06-14,,,,,,,,,,,,,,,,,,,,,,,0.7111186076044055,,
65666,2024-02-25,TLOS-USD,,-0.035031715302133004,-0.16420207455926195,-0.3015682121992135,score_N_15d,1,2024-02-25,2024-02-25,,,,,,,,,,,,,,,,,,,,,,,,0.7050227763079797,
65798,2024-05-22,TOKO-USD,,-0.5799018788283374,-0.891825150310545,-0.9851658872923936,Xv_pb_10N_30d,15,2024-02-04,2024-05-22,0.98544574,,,,,,,,,,,,,,,,,,,,,,,,
65798,2024-05-22,TOKO-USD,,-0.8308595041597783,-0.9589892296781812,-0.9993502217300383,lr_pb_10N_30d,22,2024-02-04,2024-05-22,,,0.8847354075051591,,,,,,,,,,,,,,,,,,,,,,
65798,2024-05-22,TOKO-USD,,-0.6841614547355386,-0.8257387245591421,-0.9691900074330791,Xv_pb_15N_30d,11,2024-02-04,2024-05-22,,,,,,,0.8611099,,,,,,,,,,,,,,,,,,
65798,2024-05-22,TOKO-USD,,-0.8444370427521865,-0.9452591801459117,-0.9989845712587041,lr_pb_15N_30d,20,2024-02-09,2024-05-22,,,,,,,,,,0.8584791231675555,,,,,,,,,,,,,,,
65797,2024-05-10,TOKO-USD,,-0.3867880101655101,-0.7626413674597066,-0.8937757077274815,Xv_pb_20N_30d,11,2024-02-04,2024-05-10,,,,,,,,,,,,0.8308837,,,,,,,,,,,,,
65798,2024-05-22,TOKO-USD,,-0.8340723448524909,-0.9533677262591905,-0.9993518411274679,lr_pb_10N_15d,21,2024-02-09,2024-05-22,,,,,,,,,,,,,,0.8098239303174599,,,,,,,,,,,
65794,2024-03-25,TOKO-USD,,-0.3364121679992699,-0.6333044869376938,-0.929715661147599,Xv_pb_10N_15d,5,2024-03-15,2024-03-25,,,,,,,,,,,,,,,,,,,0.73477453,,,,,,
65797,2024-05-10,TOKO-USD,,-0.38150251695094184,-0.47010792766357734,0.1469984117391243,score_N_30d,3,2024-02-09,2024-05-10,,,,,,,,,,,,,,,,,,,,,,,0.7078988191731073,,
65962,2024-06-13,TON-USD,,-0.9816746904361889,-0.99987326309733,-0.9999999366463005,Xv_pb_10N_30d,131,2024-01-01,2024-06-13,0.9036887,,,,,,,,,,,,,,,,,,,,,,,,
65962,2024-06-13,TON-USD,,-0.8488363169744666,-0.9586539013658995,-0.9998406429122677,lr_pb_10N_30d,41,2024-01-03,2024-06-13,,,0.965494303766794,,,,,,,,,,,,,,,,,,,,,,
65962,2024-06-13,TON-USD,,-0.9782571365337652,-0.9998748994678985,-0.9999990601133196,Xv_pb_15N_30d,112,2024-01-01,2024-06-13,,,,,,,0.9144797,,,,,,,,,,,,,,,,,,
65962,2024-06-13,TON-USD,,-0.7996977399371569,-0.9518996619027363,-0.9998000003838141,lr_pb_15N_30d,33,2024-01-03,2024-06-13,,,,,,,,,,0.9437552892611908,,,,,,,,,,,,,,,
65962,2024-06-13,TON-USD,,-0.7871863312796233,-0.955787564880961,-0.996868564679595,Xv_pb_20N_30d,65,2024-01-02,2024-06-13,,,,,,,,,,,,0.81891394,,,,,,,,,,,,,
65956,2024-06-07,TON-USD,,-0.7200060812216811,-0.9934456718026973,-0.9999659108209398,lr_pb_10P_30d,97,2024-01-07,2024-06-07,,,,,,,,,,,,,0.8096811092408961,,,,,,,,,,,,
65962,2024-06-13,TON-USD,,-0.930972321333757,-0.9841397324176435,-0.9999355066192734,lr_pb_10N_15d,30,2024-01-01,2024-06-13,,,,,,,,,,,,,,0.9230866279400304,,,,,,,,,,,
65908,2024-04-19,TON-USD,,3.111846631019917,4.366809057272544,-0.8468316661544609,Xv_pb_10N_15d,27,2024-01-21,2024-04-19,,,,,,,,,,,,,,,,,,,0.7663865,,,,,,
65962,2024-06-13,TON-USD,,-0.790428258144277,-0.7796838283661195,-0.8750895383437343,score_N_30d,6,2024-05-12,2024-06-13,,,,,,,,,,,,,,,,,,,,,,,0.7531130306713805,,
66015,2024-06-13,TOWER-USD,,-0.8165995580282409,-0.9605053105694995,-0.9993646354153541,Xv_pb_10N_30d,49,2024-01-21,2024-06-13,0.9328866,,,,,,,,,,,,,,,,,,,,,,,,
66015,2024-06-13,TOWER-USD,,-0.481528669058809,-0.9687484286892913,-0.9957497262840429,lr_pb_10N_30d,46,2024-02-19,2024-06-13,,,0.9852942520483252,,,,,,,,,,,,,,,,,,,,,,
66015,2024-06-13,TOWER-USD,,-0.11634652099975973,-0.7436679995178189,-0.9845357720371911,Xv_pb_15N_30d,26,2024-01-21,2024-06-13,,,,,,,0.8739444,,,,,,,,,,,,,,,,,,
66015,2024-06-13,TOWER-USD,,-0.481528669058809,-0.9687484286892913,-0.9957497262840429,lr_pb_15N_30d,46,2024-02-19,2024-06-13,,,,,,,,,,0.9836985826086608,,,,,,,,,,,,,,,
66013,2024-06-04,TOWER-USD,,-0.39266521418956146,-0.6138555703570192,-0.7607767944387194,Xv_pb_20N_30d,14,2024-01-21,2024-06-04,,,,,,,,,,,,0.7785943,,,,,,,,,,,,,
65985,2024-04-04,TOWER-USD,,2.966486740761093,5.2846111463290235,2.7483911718722425,lr_pb_10P_30d,8,2024-01-21,2024-04-04,,,,,,,,,,,,,0.9078677565960688,,,,,,,,,,,,
66015,2024-06-13,TOWER-USD,,0.046223690044663535,-0.9485976302862362,-0.9954637027279248,lr_pb_10N_15d,48,2024-02-19,2024-06-13,,,,,,,,,,,,,,0.935678416213306,,,,,,,,,,,
65982,2024-03-30,TOWER-USD,,0.3378373151456706,5.497360699669192,9.471265998739215,Xv_pb_10N_15d,11,2024-01-21,2024-03-30,,,,,,,,,,,,,,,,,,,0.7133122,,,,,,
66013,2024-06-04,TOWER-USD,,-0.5523236616456373,-0.773398470012109,-0.6876322474558187,score_N_30d,6,2024-04-12,2024-06-04,,,,,,,,,,,,,,,,,,,,,,,0.7015582322683075,,
66180,2024-06-13,TRAC-USD,,-0.6938869371463875,-0.8389935044968838,66.64462789861246,Xv_pb_10N_30d,130,2024-01-01,2024-06-13,0.84193164,,,,,,,,,,,,,,,,,,,,,,,,
66180,2024-06-13,TRAC-USD,,0.5310747790936567,1.7088577857092897,-0.8229659425625204,lr_pb_10N_30d,130,2024-01-20,2024-06-13,,,0.9898165449119792,,,,,,,,,,,,,,,,,,,,,,
66180,2024-06-13,TRAC-USD,,-0.7320023133205275,-0.8826999835908783,33.38448401875753,Xv_pb_15N_30d,106,2024-01-01,2024-06-13,,,,,,,0.8587702,,,,,,,,,,,,,,,,,,
66180,2024-06-13,TRAC-USD,,-0.18174943464490956,0.8293075347508854,-0.9449831916494292,lr_pb_15N_30d,118,2024-01-25,2024-06-13,,,,,,,,,,0.982885812210242,,,,,,,,,,,,,,,
66180,2024-06-13,TRAC-USD,,-0.08982689743063366,5.230146049205417,14836.804720066697,Xv_pb_20N_30d,79,2024-01-02,2024-06-13,,,,,,,,,,,,0.71191144,,,,,,,,,,,,,
66166,2024-05-30,TRAC-USD,,-0.7204934532969678,-0.832507994892544,1.6300125359093665,lr_pb_10P_30d,24,2024-01-01,2024-05-30,,,,,,,,,,,,,0.7043205324316565,,,,,,,,,,,,
66180,2024-06-13,TRAC-USD,,0.26357406467750066,-0.00341063393802421,-0.9841452479328964,lr_pb_10N_15d,115,2024-01-27,2024-06-13,,,,,,,,,,,,,,0.9673007266260824,,,,,,,,,,,
66105,2024-03-30,TRAC-USD,,-0.3527598061471997,-0.7916961826931679,-0.9730375570449791,Xv_pb_10N_15d,16,2024-02-25,2024-03-30,,,,,,,,,,,,,,,,,,,0.7303214,,,,,,
66114,2024-04-08,TRAC-USD,,0.23829609638320792,8.998688083804733,598.1413336510795,score_N_30d,26,2024-01-25,2024-04-08,,,,,,,,,,,,,,,,,,,,,,,0.7189795926987178,,
66345,2024-06-13,TRB-USD,,-0.07802910221411408,6.007857273799453,1.454592896186362,Xv_pb_10N_30d,116,2024-01-01,2024-06-13,0.8989429,,,,,,,,,,,,,,,,,,,,,,,,
66345,2024-06-13,TRB-USD,,-0.8961997976331284,-0.9800734642109942,-0.9999553741123465,lr_pb_10N_30d,109,2024-01-11,2024-06-13,,,0.986356695586154,,,,,,,,,,,,,,,,,,,,,,
66345,2024-06-13,TRB-USD,,0.8322652188298758,232.452321446325,15119.108349732975,Xv_pb_15N_30d,79,2024-01-01,2024-06-13,,,,,,,0.8059946,,,,,,,,,,,,,,,,,,
66345,2024-06-13,TRB-USD,,-0.9688957857254704,-0.9972807657538322,-0.9999977757814086,lr_pb_15N_30d,100,2024-01-11,2024-06-13,,,,,,,,,,0.9783714570990408,,,,,,,,,,,,,,,
66315,2024-05-14,TRB-USD,,-0.09277743187665577,-0.21621757394211605,-0.4499144138939867,rf_pb_20N_30d,3,2024-05-12,2024-05-14,,,,,,,,,,,0.7334097716009482,,,,,,,,,,,,,,
66304,2024-05-03,TRB-USD,,4.343290024221182,3.0493174366054685,2.0314659896508287,Xv_pb_20N_30d,3,2024-05-01,2024-05-03,,,,,,,,,,,,0.8989164,,,,,,,,,,,,,
66308,2024-05-07,TRB-USD,,-0.7603920299450819,-0.9947145708761224,-0.9799773571009973,lr_pb_10P_30d,45,2024-01-01,2024-05-07,,,,,,,,,,,,,0.7038861568125477,,,,,,,,,,,,
66345,2024-06-13,TRB-USD,,-0.9694518867331037,-0.9996544667602298,-0.9999995068654451,lr_pb_10N_15d,94,2024-01-11,2024-06-13,,,,,,,,,,,,,,0.963014887998887,,,,,,,,,,,
66288,2024-04-17,TRB-USD,,0.7216311431035642,0.3844372685640216,12.750016706868209,Xv_pb_10N_15d,6,2024-02-23,2024-04-17,,,,,,,,,,,,,,,,,,,0.7795377,,,,,,
66335,2024-06-03,TRB-USD,,-0.4908855296824758,-0.5511767709575595,-0.8844704179685645,score_N_30d,15,2024-01-31,2024-06-03,,,,,,,,,,,,,,,,,,,,,,,0.7091173937220283,,
66235,2024-02-24,TRB-USD,,0.03570627687879879,-0.09221364684801592,-0.17980742738553568,score_N_15d,1,2024-02-24,2024-02-24,,,,,,,,,,,,,,,,,,,,,,,,0.7143713891115931,
66510,2024-06-13,TRIAS-USD,,-0.9814703864860641,-0.9998618059710859,-0.9999998718491862,Xv_pb_10N_30d,137,2024-01-01,2024-06-13,0.9489209,,,,,,,,,,,,,,,,,,,,,,,,
66510,2024-06-13,TRIAS-USD,,-0.9477843441978808,-0.9961760133865042,-0.9999998530012653,lr_pb_10N_30d,124,2024-01-03,2024-06-13,,,0.8250290483697581,,,,,,,,,,,,,,,,,,,,,,
66510,2024-06-13,TRIAS-USD,,-0.9526358490282072,-0.9932625607683332,-0.9998834306806774,Xv_pb_15N_30d,97,2024-01-01,2024-06-13,,,,,,,0.88002014,,,,,,,,,,,,,,,,,,
66510,2024-06-13,TRIAS-USD,,-0.9527835252797784,-0.9963260228591521,-0.9999996888635596,lr_pb_15N_30d,114,2024-01-03,2024-06-13,,,,,,,,,,0.773526685158686,,,,,,,,,,,,,,,
66509,2024-06-12,TRIAS-USD,,-0.9788873034508028,-0.9513711952557127,-0.9997263733020801,Xv_pb_20N_30d,73,2024-01-11,2024-06-12,,,,,,,,,,,,0.7631013,,,,,,,,,,,,,
66504,2024-06-07,TRIAS-USD,,-0.9143352709813461,-0.9881524564728074,-0.9986144034283302,lr_pb_10P_30d,18,2024-01-09,2024-06-07,,,,,,,,,,,,,0.8073503450473494,,,,,,,,,,,,
66510,2024-06-13,TRIAS-USD,,-0.977290323279596,-0.998768972038868,-0.9999999567997914,lr_pb_10N_15d,103,2024-01-01,2024-06-13,,,,,,,,,,,,,,0.8150157469993674,,,,,,,,,,,
66436,2024-03-31,TRIAS-USD,,-0.37839192805379285,-0.9549045578244836,-0.9948025628121058,Xv_pb_10N_15d,18,2024-03-04,2024-03-31,,,,,,,,,,,,,,,,,,,0.71621424,,,,,,
66510,2024-06-13,TRIAS-USD,,1.933080514024485,17.870349608132305,8.467836930259317,score_N_30d,45,2024-01-03,2024-06-13,,,,,,,,,,,,,,,,,,,,,,,0.7156409409383195,,
66430,2024-03-25,TRIAS-USD,,-0.13772601642055715,-0.3072481125423495,-0.4508310167289984,score_N_15d,3,2024-03-19,2024-03-25,,,,,,,,,,,,,,,,,,,,,,,,0.7019900950650169,
66585,2024-06-09,TRU-USD,,-0.6558109881725451,-0.9946192967909296,-0.9999704704064556,Xv_pb_10N_30d,60,2024-01-01,2024-06-09,0.9884735,,,,,,,,,,,,,,,,,,,,,,,,
66585,2024-06-09,TRU-USD,,-0.9223022134024453,-0.9978533671317528,-0.9999168369882109,lr_pb_10N_30d,58,2024-01-12,2024-06-09,,,0.9778603740123212,,,,,,,,,,,,,,,,,,,,,,
66585,2024-06-09,TRU-USD,,-0.6602514602756884,-0.9027778646677591,-0.9970752941915783,Xv_pb_15N_30d,35,2024-01-01,2024-06-09,,,,,,,0.7029907,,,,,,,,,,,,,,,,,,
66585,2024-06-09,TRU-USD,,-0.8938876056335263,-0.9960447431957531,-0.9998804014403613,lr_pb_15N_30d,54,2024-01-12,2024-06-09,,,,,,,,,,0.9698283580331124,,,,,,,,,,,,,,,
66585,2024-06-09,TRU-USD,,-0.8064024325291161,-0.9820475630104472,-0.9934313858682663,Xv_pb_20N_30d,28,2024-01-03,2024-06-09,,,,,,,,,,,,0.79786223,,,,,,,,,,,,,
66574,2024-05-29,TRU-USD,,0.05522412020402867,-0.2116959716005372,-0.6127995997315594,lr_pb_10P_30d,6,2024-01-01,2024-05-29,,,,,,,,,,,,,0.7442029158158131,,,,,,,,,,,,
66585,2024-06-09,TRU-USD,,-0.9364742263980854,-0.9982164457003355,-0.9999672713550037,lr_pb_10N_15d,58,2024-01-12,2024-06-09,,,,,,,,,,,,,,0.9567939514441568,,,,,,,,,,,
66544,2024-03-21,TRU-USD,,0.871061219589689,1.797440389284886,-0.21436218275388552,Xv_pb_10N_15d,5,2024-03-15,2024-03-21,,,,,,,,,,,,,,,,,,,0.7234288,,,,,,
66585,2024-06-09,TRU-USD,,-0.602878063272884,-0.9537145304583207,-0.9901489411767915,score_N_30d,17,2024-02-23,2024-06-09,,,,,,,,,,,,,,,,,,,,,,,0.7545633556916345,,
66676,2024-06-12,TRVL-USD,,-0.9928589641809709,-0.9999743503561087,-0.9999999835184734,Xv_pb_10N_30d,81,2024-01-12,2024-06-12,0.94913715,,,,,,,,,,,,,,,,,,,,,,,,
66676,2024-06-12,TRVL-USD,,-0.9886577748089799,-0.999944672730431,-0.9999999898700078,lr_pb_10N_30d,82,2024-01-31,2024-06-12,,,0.9748944374463924,,,,,,,,,,,,,,,,,,,,,,
66676,2024-06-12,TRVL-USD,,-0.9635310239516145,-0.9963131297841229,-0.9995287407632976,Xv_pb_15N_30d,44,2024-01-13,2024-06-12,,,,,,,0.8382627,,,,,,,,,,,,,,,,,,
66676,2024-06-12,TRVL-USD,,-0.9883606705607603,-0.9999468520707214,-0.9999999935557341,lr_pb_15N_30d,81,2024-02-10,2024-06-12,,,,,,,,,,0.9572473846080128,,,,,,,,,,,,,,,
66676,2024-06-12,TRVL-USD,,-0.9605736301578751,-0.9955282809657406,-0.9997030203484951,Xv_pb_20N_30d,40,2024-01-13,2024-06-12,,,,,,,,,,,,0.7806002,,,,,,,,,,,,,
66662,2024-05-27,TRVL-USD,,-0.6477102004070338,-0.5292836802503638,-0.5708025038168784,lr_pb_10P_30d,9,2024-01-12,2024-05-27,,,,,,,,,,,,,0.7518378889825613,,,,,,,,,,,,
66676,2024-06-12,TRVL-USD,,-0.9898310330477083,-0.9999645650204436,-0.9999999949855233,lr_pb_10N_15d,80,2024-02-10,2024-06-12,,,,,,,,,,,,,,0.9476802249043852,,,,,,,,,,,
66603,2024-03-19,TRVL-USD,,0.8440489979240509,0.3206553115286499,0.45772999308693496,Xv_pb_10N_15d,2,2024-01-24,2024-03-19,,,,,,,,,,,,,,,,,,,0.73843646,,,,,,
66628,2024-04-18,TRVL-USD,,-0.7670924213278969,-0.9399140484696055,-0.9865033208266603,score_N_30d,13,2024-03-21,2024-04-18,,,,,,,,,,,,,,,,,,,,,,,0.7113154486105803,,
66841,2024-06-13,TRX-USD,,2.205162158819721,13.583513171705063,750.1364506386922,Xv_pb_10N_30d,140,2024-01-01,2024-06-13,0.91084653,,,,,,,,,,,,,,,,,,,,,,,,
66841,2024-06-13,TRX-USD,,0.03954590433965843,1.5067226362350175,2.1990944817990563,lr_pb_10N_30d,120,2024-01-16,2024-06-13,,,0.9902595366004888,,,,,,,,,,,,,,,,,,,,,,
66841,2024-06-13,TRX-USD,,1.9947926840574692,19.92075466571583,692.996614664269,Xv_pb_15N_30d,95,2024-01-14,2024-06-13,,,,,,,0.84016347,,,,,,,,,,,,,,,,,,
