,Symbol,Date,Close,lr_pb_10N_15d,lr_pb_10N_30d,lr_pb_10N_7d,lr_pb_10P_15d,lr_pb_10P_30d,lr_pb_10P_7d,lr_pb_15N_15d,lr_pb_15N_30d,lr_pb_15N_7d,lr_pb_15P_15d,lr_pb_15P_30d,lr_pb_15P_7d,lr_pb_20N_15d,lr_pb_20N_30d,lr_pb_20N_7d,lr_pb_20P_15d,lr_pb_20P_30d,lr_pb_20P_7d,lr_pb_25N_15d,lr_pb_25N_30d,lr_pb_25N_7d,lr_pb_25P_15d,lr_pb_25P_30d,lr_pb_25P_7d,rf_pb_10N_15d,rf_pb_10N_30d,rf_pb_10N_7d,rf_pb_10P_15d,rf_pb_10P_30d,rf_pb_10P_7d,rf_pb_15N_15d,rf_pb_15N_30d,rf_pb_15N_7d,rf_pb_15P_15d,rf_pb_15P_30d,rf_pb_15P_7d,rf_pb_20N_15d,rf_pb_20N_30d,rf_pb_20N_7d,rf_pb_20P_15d,rf_pb_20P_30d,rf_pb_20P_7d,rf_pb_25N_15d,rf_pb_25N_30d,rf_pb_25N_7d,rf_pb_25P_15d,rf_pb_25P_30d,rf_pb_25P_7d,Sv_pb_10N_15d,Sv_pb_10N_30d,Sv_pb_10N_7d,Sv_pb_10P_15d,Sv_pb_10P_30d,Sv_pb_10P_7d,Sv_pb_15N_15d,Sv_pb_15N_30d,Sv_pb_15N_7d,Sv_pb_15P_15d,Sv_pb_15P_30d,Sv_pb_15P_7d,Sv_pb_20N_15d,Sv_pb_20N_30d,Sv_pb_20N_7d,Sv_pb_20P_15d,Sv_pb_20P_30d,Sv_pb_20P_7d,Sv_pb_25N_15d,Sv_pb_25N_30d,Sv_pb_25N_7d,Sv_pb_25P_15d,Sv_pb_25P_30d,Sv_pb_25P_7d,Xv_pb_10N_15d,Xv_pb_10N_30d,Xv_pb_10N_7d,Xv_pb_10P_15d,Xv_pb_10P_30d,Xv_pb_10P_7d,Xv_pb_15N_15d,Xv_pb_15N_30d,Xv_pb_15N_7d,Xv_pb_15P_15d,Xv_pb_15P_30d,Xv_pb_15P_7d,Xv_pb_20N_15d,Xv_pb_20N_30d,Xv_pb_20N_7d,Xv_pb_20P_15d,Xv_pb_20P_30d,Xv_pb_20P_7d,Xv_pb_25N_15d,Xv_pb_25N_30d,Xv_pb_25N_7d,Xv_pb_25P_15d,Xv_pb_25P_30d,Xv_pb_25P_7d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
688328,SOL-USD,2024-07-29,182.86717224121094,0.9411106953799736,0.9642795535530809,0.8471049802498398,0.10028695456379795,0.09039220624444036,0.2933963015832278,0.9551564115855977,0.9449296613400182,0.8777387788040838,0.16761736367415395,0.15892641497424012,0.5768184409261038,0.9054742935978949,0.8830512646604428,0.6099854213420667,0.32381249632835446,0.15164190680763667,0.5814571886498469,0.9229126555715715,0.9586260088571978,0.6105592082983958,0.18551961860225027,0.30596627419163114,0.5217928342109546,0.52,0.26,0.54,0.68,0.62,0.65,0.37,0.34,0.37,0.58,0.61,0.66,0.34,0.34,0.45,0.67,0.58,0.56,0.27,0.36,0.32,0.57,0.67,0.63,0.9266343462992152,0.8929120566792614,0.7827861770860985,0.17618713943488093,0.3451710113578876,0.46524138359352385,0.8925157399432255,0.9445652560317941,0.8700077116169204,0.21124508764031577,0.1435842431723838,0.5651210344893403,0.8169721258259697,0.9256319225721343,0.71495721284088,0.36459855286042725,0.14775691505919672,0.5419021812432703,0.9066937399826079,0.9909230190946976,0.5540929087657339,0.2574867209295059,0.2656033592897974,0.5615361674528122,0.7939514,0.055686943,0.7800828,0.7497117,0.9349056,0.9891333,0.5531843,0.0073463935,0.21806669,0.9536767,0.37850657,0.98165923,0.050043713,0.24691574,0.6206529,0.7589584,0.62258255,0.6466054,0.021824174,0.035740912,0.6026982,0.34196615,0.44687182,0.17824213,0.4360582966169375,0.4617995912067277,0.5942025332140557,0.5251529801062197,0.6154562455111824,0.59422406756883
129071,BTC-USD,2024-07-29,66688.1796875,0.13022654573709966,0.01774464847024483,0.055791123784986255,0.7769062134701124,0.7765461556460366,0.5598753740321476,0.09332184992452293,0.03350354501387931,0.06564794770494413,0.5695597510912451,0.7002852721140055,0.12091871577518905,0.043992057191243994,0.0269212799371447,0.20405255387929194,0.23324777703968297,0.8501170202126763,0.042097935533398884,0.007877241055511878,0.017171579838656775,0.01856100586124015,0.1897939353308162,0.618540523688557,0.009602030767716728,0.49,0.33,0.52,0.65,0.46,0.58,0.38,0.44,0.35,0.57,0.52,0.68,0.39,0.33,0.39,0.62,0.51,0.52,0.33,0.37,0.33,0.51,0.56,0.63,0.1223647768893662,0.03628521170580882,0.07496217743505958,0.6695417299984194,0.8695944935734056,0.4199894458302068,0.12812553339953067,0.04156048102576889,0.06637486078925275,0.4694350597433013,0.803898655685397,0.14495818349526812,0.09111748128436599,0.015276620253874768,0.21595414917817154,0.2015911217295612,0.8319185935321451,0.053065328867603005,0.007090177966122661,0.012297832781699767,0.05253864461668962,0.12965101127418904,0.6817492399838531,0.014906049733174111,0.68417454,0.066335745,0.7864798,0.89835846,0.87160075,0.9812072,0.3890538,0.013849814,0.26970297,0.95710564,0.6542639,0.98285055,0.09743308,0.2927686,0.12860863,0.6927722,0.42408386,0.5235364,0.025950419,0.033894137,0.3636087,0.34206623,0.25815,0.32822546,0.6296911982402651,0.5372903700545617,0.42987704495236817,0.14449094539132407,0.2248230346122394,0.2572268228012424
