,Symbol,Date,Close,lr_pb_10_15d,lr_pb_10_30d,lr_pb_10_7d,lr_pb_15_15d,lr_pb_15_30d,lr_pb_15_7d,lr_pb_20_15d,lr_pb_20_30d,lr_pb_20_7d,lr_pb_25_15d,lr_pb_25_30d,lr_pb_25_7d,score
838159,XCN-USD,2024-07-12,0.0005859240191057324,0.9999996270003023,0.9999998518746782,0.999768878828799,0.9999999991569701,0.9999999948931588,0.9999985503749209,0.999999999993946,0.9999999998407796,0.9999999307233737,0.999999999999037,0.9999999999964047,0.9999999997393048,0.9999809572493907
654265,SCA-USD,2024-07-12,0.026332467794418335,0.9999987530546462,0.9998842867712973,0.9997408901350097,0.9999999989382917,0.9999982454488052,0.9999986271208684,0.9999999999958258,0.9999999704366802,0.9999999670247046,0.999999999999688,0.9999999996223123,0.9999999999003426,0.9999677031348448
668079,SHRAP-USD,2024-07-12,15.754226684570312,0.9984604189881202,0.913955078152711,0.8762857816440386,0.9999946018370501,0.9950885863141931,0.9972157044003435,0.9999999338281961,0.9998407476846378,0.9997902861556225,0.9999999569381494,0.9999892108159003,0.9999830856310492,0.9810580121857766
780967,USDE-USD,2024-07-12,0.9003937840461731,0.9505999654463081,0.23348528895276688,0.8376004106223586,0.9996354714212186,0.8202344580320887,0.9954499612295552,0.9999906843383737,0.9856179945354726,0.9984398989247474,0.9999975212381168,0.999276033176742,0.9909091144608279,0.8922734646682268
802988,VOLT-USD,2024-07-12,0.0005859234370291233,0.9411564613198586,0.14095108547088878,0.6884039883472531,0.9998214474739873,0.7947610178612482,0.9861877225247675,0.9999980832874179,0.9895886199263423,0.6653377424254865,0.9999995390972071,0.9997370768346674,3.5486210741260573e-16,0.7948973857793227
101627,BLOCK-USD,2024-07-12,0.02636655606329441,0.9173623420461885,0.001411362242820747,0.7240549210968766,0.9999778692648412,0.12912881975179485,0.9993122400114203,0.9999999679952393,0.9292615417878813,0.9999643081036105,0.9999999976414728,0.9994354667035538,0.9999856588697301,0.7906363281755505
800615,VISION-USD,2024-07-12,0.3013955354690552,0.9999463958280995,0.996781690983717,0.013236370400113344,0.9999995321991132,0.9998567654178706,2.8071513785819048e-14,0.9999999812369412,0.9999933372307038,9.674853261349152e-77,0.9999993331337143,0.9999999990456248,0.0,0.7138542372977951
764066,UFO-USD,2024-07-12,6.6129352489952e-05,0.8059947574423025,1.829381642152427e-07,0.7429673068291528,0.9999921565455848,8.317277080004274e-05,0.9995494395965704,0.9999999967092996,0.025746045203979856,0.9999611769778655,0.9999999999259144,0.9262179979945683,0.5508374779012616,0.6601867334433996
794903,VERSE-USD,2024-07-12,0.00012364830763544887,0.999637540160353,0.998184970507538,1.8595940721929506e-12,0.9999586231725874,0.9997762447513622,2.3369434022377294e-52,0.9999653223534535,0.9999763278531263,2.4749451966646906e-248,0.0036049366045210474,0.9999999999999385,0.0,0.6283260972999241
817644,WEN-USD,2024-07-12,3.943672766126838e-07,0.13362279901244395,0.004705543227683472,0.11202805168010516,0.9934277579262636,0.13657042975430816,0.9734536004044824,0.9999460276017327,0.8039411839673304,0.9195749162163062,0.9999803124186205,0.997214678762549,0.00012413944147639903,0.603959990694617
