,Symbol,Date,Close,lr_pb_10N_15d,lr_pb_10N_30d,lr_pb_10N_7d,lr_pb_10P_15d,lr_pb_10P_30d,lr_pb_10P_7d,lr_pb_15N_15d,lr_pb_15N_30d,lr_pb_15N_7d,lr_pb_15P_15d,lr_pb_15P_30d,lr_pb_15P_7d,lr_pb_20N_15d,lr_pb_20N_30d,lr_pb_20N_7d,lr_pb_20P_15d,lr_pb_20P_30d,lr_pb_20P_7d,lr_pb_25N_15d,lr_pb_25N_30d,lr_pb_25N_7d,lr_pb_25P_15d,lr_pb_25P_30d,lr_pb_25P_7d,rf_pb_10N_15d,rf_pb_10N_30d,rf_pb_10N_7d,rf_pb_10P_15d,rf_pb_10P_30d,rf_pb_10P_7d,rf_pb_15N_15d,rf_pb_15N_30d,rf_pb_15N_7d,rf_pb_15P_15d,rf_pb_15P_30d,rf_pb_15P_7d,rf_pb_20N_15d,rf_pb_20N_30d,rf_pb_20N_7d,rf_pb_20P_15d,rf_pb_20P_30d,rf_pb_20P_7d,rf_pb_25N_15d,rf_pb_25N_30d,rf_pb_25N_7d,rf_pb_25P_15d,rf_pb_25P_30d,rf_pb_25P_7d,Xv_pb_10N_15d,Xv_pb_10N_30d,Xv_pb_10N_7d,Xv_pb_10P_15d,Xv_pb_10P_30d,Xv_pb_10P_7d,Xv_pb_15N_15d,Xv_pb_15N_30d,Xv_pb_15N_7d,Xv_pb_15P_15d,Xv_pb_15P_30d,Xv_pb_15P_7d,Xv_pb_20N_15d,Xv_pb_20N_30d,Xv_pb_20N_7d,Xv_pb_20P_15d,Xv_pb_20P_30d,Xv_pb_20P_7d,Xv_pb_25N_15d,Xv_pb_25N_30d,Xv_pb_25N_7d,Xv_pb_25P_15d,Xv_pb_25P_30d,Xv_pb_25P_7d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
6348,SOL-USD,2024-06-21,133.6702423095703,0.28300503714791087,0.13222162388287692,0.5431423119072909,0.2473339804950435,0.8236535596710298,0.5531271685164604,0.3173206983959334,0.2301217510402833,0.680434847000442,0.19372236740032717,0.7336259669672538,0.476073002417127,0.37132049805117456,0.3977664352074298,0.46380722121173534,0.42792278830463804,0.665560079052191,0.27485960260790376,0.5179221328414808,0.40431988411701425,0.7120620039805842,0.5430401786063829,0.5846848211718555,0.681227427791936,0.4,0.34,0.35,0.62,0.7,0.72,0.25,0.31,0.46,0.64,0.73,0.59,0.44,0.33,0.48,0.66,0.62,0.72,0.56,0.53,0.69,0.71,0.74,0.58,0.22515507,0.072575465,0.18373968,0.8376247,0.46689716,0.9881274,0.76734966,0.016744561,0.79816556,0.9552974,0.95502913,0.69020057,0.58005047,0.81377614,0.5753857,0.94469756,0.80451727,0.9961903,0.9636324,0.8003023,0.8811763,0.9526673,0.6098795,0.7860224,0.7030375488936822,0.6746406855120742,0.6834973124032577,0.37264453834882516,0.4817928268039444,0.5621441597230001
2364,BTC-USD,2024-06-21,64252.578125,0.4500225450866215,0.7707205464144101,0.13517680528682072,0.388054288671117,0.15580582810606378,0.44795578958747156,0.32110944157679044,0.7767953548559557,0.4777833418052392,0.24251113388957593,0.17232223173287647,0.20813469785831223,0.3699480502036695,0.5691995088462849,0.22533092722257242,0.20651082359478903,0.24299822614456984,0.08356197806465586,0.37523798792072843,0.481978873984441,0.01521465713874475,0.11053079025408284,0.2949852323233766,0.06449134584131168,0.35,0.28,0.35,0.6,0.81,0.69,0.2,0.2,0.61,0.69,0.85,0.58,0.33,0.27,0.5,0.65,0.71,0.77,0.5,0.32,0.64,0.76,0.81,0.58,0.26915467,0.12682378,0.5221329,0.5576297,0.433144,0.98301446,0.92658836,0.011451488,0.9385607,0.92750996,0.9407147,0.8167694,0.6788911,0.52449,0.8461457,0.92108333,0.7933116,0.98885334,0.5867084,0.5603055,0.787877,0.9325729,0.8635136,0.6590537,0.6439892443807637,0.6172514745289688,0.5992003065008206,0.3702550648733918,0.4518429423313538,0.5206198540530256
4771,ETH-USD,2024-06-21,3494.8134765625,0.4613165649674718,0.24566518855487662,0.2717618864490279,0.49975608476526534,0.7352511235939131,0.47814778096051463,0.5020924969861699,0.21570454471788725,0.2714736116577859,0.3108292161713291,0.8097200592104454,0.46499514229290184,0.4925202329829398,0.49653518833921506,0.4836736720226711,0.516366432490056,0.7109756653232566,0.22713968458942074,0.3560152438386408,0.4705438864423945,0.2778416864872267,0.4769754340991427,0.740503362904084,0.1868293559443262,0.34,0.31,0.36,0.56,0.79,0.72,0.2,0.24,0.59,0.68,0.74,0.61,0.31,0.28,0.45,0.64,0.66,0.71,0.43,0.37,0.46,0.71,0.79,0.59,0.12350606,0.041884527,0.4262941,0.921613,0.45353612,0.99548423,0.66883373,0.01526958,0.93718374,0.9676806,0.9432401,0.94550943,0.7181463,0.25309667,0.6645217,0.94469756,0.84978855,0.9951473,0.7461185,0.5493625,0.6678542,0.9666637,0.753316,0.8325267,0.7478773675488397,0.7055940949262087,0.6663542360302185,0.2809678275518003,0.4444099211754288,0.4949020694151015
6349,SOL-USD,2024-06-22,128.59042358398438,0.363792139101751,0.13150901792591588,0.6649943836857651,0.2836695068749918,0.8429426277499822,0.5716348420774074,0.4874398816213071,0.2353051015280462,0.6976023556328721,0.2090249084187407,0.758618707987078,0.49049328601432945,0.4669934542580049,0.3986291540083607,0.6009763191235018,0.47795619663947114,0.7277340636335686,0.3036951797390497,0.6029539533356308,0.30585633099754295,0.7190039701225424,0.647564021478053,0.6835739226627553,0.7279285305736003,0.41,0.33,0.35,0.62,0.7,0.73,0.25,0.3,0.47,0.64,0.72,0.59,0.47,0.34,0.48,0.66,0.61,0.73,0.61,0.53,0.71,0.69,0.74,0.58,0.22515507,0.072575465,0.18373968,0.8376247,0.46689716,0.9881274,0.76734966,0.016744561,0.79816556,0.9552974,0.95502913,0.69020057,0.58005047,0.81377614,0.5753857,0.94469756,0.80451727,0.9961903,0.9636324,0.8003023,0.8811763,0.9526673,0.6098795,0.7860224,0.7131477758829268,0.6864118396883594,0.6931344427776298,0.36578760312748426,0.5190179679463784,0.5855903659929589
2365,BTC-USD,2024-06-22,63180.796875,0.3899880918571648,0.8146860488002263,0.09294065675487241,0.3038139878311216,0.09893556643007324,0.3604092085261011,0.2073560198431943,0.7833442977114324,0.4560999987905718,0.2037550082220656,0.11474012643178794,0.18654138212485077,0.29397759151328823,0.6073929569284858,0.14561474710517724,0.14333932768587412,0.15086414369832535,0.0752437117849819,0.3221849247968987,0.6182555207262419,0.015590564605564003,0.0647573674552112,0.15684093358868065,0.0494706023703568,0.34,0.26,0.35,0.6,0.81,0.7,0.22,0.2,0.62,0.69,0.86,0.57,0.31,0.29,0.46,0.66,0.7,0.76,0.46,0.33,0.63,0.77,0.82,0.58,0.11486496,0.13855591,0.48355964,0.5457714,0.433144,0.986038,0.73434114,0.004422489,0.9523747,0.92750996,0.9407147,0.8167694,0.35794106,0.52449,0.4575551,0.92108333,0.7933116,0.9839925,0.33456507,0.5603055,0.787877,0.9325729,0.8635136,0.7737571,0.6247046296693248,0.6029805993812223,0.5984198802050179,0.3855693443598006,0.3438631203648834,0.47143289076321404
4772,ETH-USD,2024-06-22,3418.61181640625,0.40348685963148406,0.2725019081584981,0.19176932170620137,0.5083693206095691,0.6714387492179137,0.44348413814673693,0.38847099401946594,0.22933654018085944,0.285485631031507,0.3235283688017242,0.7754216798718048,0.4180784502446628,0.40577525764268124,0.5386386442267231,0.40331050732308316,0.44641104760246525,0.6401506101870935,0.2078804321867003,0.2843728324799105,0.6014479321416956,0.2967874078874998,0.32567296124591505,0.6146819515419492,0.13182972355470302,0.34,0.29,0.36,0.56,0.79,0.72,0.23,0.24,0.6,0.68,0.76,0.6,0.3,0.3,0.41,0.65,0.67,0.7,0.4,0.38,0.44,0.72,0.8,0.59,0.047303718,0.04617466,0.26616642,0.9180783,0.45353612,0.99629647,0.34128824,0.005911021,0.9390156,0.9676806,0.9432401,0.94550943,0.40186328,0.25309667,0.22721724,0.94469756,0.84978855,0.9951473,0.5100069,0.5493625,0.6678542,0.9666637,0.7423225,0.92069465,0.7333607846176711,0.6936676541230673,0.6609349854822264,0.29455280876177836,0.3347678205536749,0.4295444083235388
6350,SOL-USD,2024-06-23,132.24139404296875,0.5057245136856644,0.2990827988477031,0.6963600819392312,0.183080144416428,0.7462098486837451,0.41745615920275686,0.5716623056020079,0.2804954581196804,0.6000351229027114,0.21405796053032308,0.6146300788347471,0.5964680308844063,0.4118597479928537,0.43629981942390494,0.45557890994246203,0.4376309420952686,0.5309684867778502,0.46894437371956804,0.5909290768948144,0.32155652134483126,0.6511173611680147,0.7961354555394052,0.4867404502176979,0.674498260793807,0.41,0.33,0.35,0.62,0.7,0.73,0.25,0.3,0.47,0.64,0.72,0.59,0.47,0.34,0.48,0.66,0.61,0.73,0.61,0.53,0.71,0.69,0.74,0.58,0.22515507,0.072575465,0.18373968,0.8376247,0.46689716,0.9881274,0.76734966,0.016744561,0.79816556,0.9552974,0.95502913,0.69020057,0.58005047,0.81377614,0.5753857,0.94469756,0.80451727,0.9961903,0.9636324,0.8003023,0.8811763,0.9526673,0.6098795,0.7860224,0.6757748461638924,0.6878311390668153,0.6979213121246302,0.3818885759457985,0.528686060781582,0.5657361972778139
2366,BTC-USD,2024-06-23,60277.4140625,0.3584907131336892,0.56737273646041,0.1689423804499525,0.506912485721621,0.3014711375888274,0.601004926465953,0.24619417246552472,0.7229370036859826,0.5281822399503817,0.36551748668734074,0.2667178685424716,0.24110818853158444,0.410544331747997,0.48209738376828865,0.23887882110018538,0.2411610549405054,0.233536110710303,0.06789437670171258,0.43234247848805746,0.5032629541773979,0.09481169758933239,0.11633399435805432,0.3144342686606991,0.20887150349954367,0.35,0.27,0.41,0.58,0.81,0.69,0.25,0.22,0.62,0.7,0.84,0.63,0.38,0.34,0.53,0.68,0.69,0.79,0.53,0.43,0.7,0.76,0.82,0.58,0.20957868,0.2137073,0.5582882,0.45847622,0.433144,0.99280375,0.66319484,0.0048023313,0.9523747,0.9112622,0.9344225,0.9376957,0.4281765,0.58711964,0.55217475,0.92159396,0.777222,0.9851099,0.7833144,0.77385277,0.97853607,0.9022271,0.8635136,0.7944806,0.6548557162010876,0.6240264610166848,0.6500365267119224,0.40209179032582715,0.4253825773365513,0.5429671482395058
4773,ETH-USD,2024-06-23,3350.25634765625,0.2803719551610235,0.25904116085491036,0.21244804862770822,0.640960134047478,0.597971730345727,0.4420532373873764,0.28920963667360017,0.20804670588680346,0.355319098777176,0.4887726151371187,0.7196927434331633,0.4702108990186292,0.29871374322646993,0.38799385794948527,0.3580850553479506,0.4652972816203463,0.6181360432359188,0.28540527444915326,0.24596882301984072,0.3862097384024719,0.28764636171207497,0.3771093965235502,0.577130023268285,0.2675198531914581,0.32,0.29,0.33,0.63,0.79,0.73,0.22,0.24,0.59,0.71,0.77,0.56,0.3,0.31,0.42,0.67,0.66,0.7,0.43,0.36,0.46,0.74,0.78,0.59,0.047303718,0.04617466,0.22288053,0.9180783,0.45353612,0.99024993,0.35492143,0.005083219,0.9443203,0.9674925,0.96511847,0.85014874,0.41741818,0.2494987,0.16745931,0.94469756,0.84978855,0.99517053,0.5242011,0.49819747,0.6678542,0.9666637,0.7423225,0.9112766,0.7223116013376197,0.7307053235301593,0.6677303891676639,0.2639783785371016,0.31395523371146433,0.4235879790024271
2367,BTC-USD,2024-06-24,61804.640625,0.6033735776765977,0.6647223763479374,0.275217764320945,0.2449773769982429,0.16717717152374353,0.28969428757494564,0.4365500718198364,0.8256648701313711,0.6598286244978191,0.20520073057677202,0.09442842462873756,0.03531560058120858,0.42486668684522616,0.5933208340270852,0.22507198442984655,0.0641841226721161,0.1405429848858936,0.015189819733224771,0.36290651426570014,0.5860673972463512,0.05490435582751688,0.047532039808283806,0.14066163735635093,0.021835532231065408,0.37,0.29,0.38,0.58,0.79,0.72,0.26,0.23,0.54,0.68,0.84,0.56,0.38,0.34,0.47,0.68,0.65,0.79,0.53,0.43,0.68,0.76,0.81,0.59,0.26007527,0.2137073,0.48095867,0.45847622,0.41676465,0.986038,0.7632572,0.0048023313,0.92099506,0.90860546,0.9241217,0.7429431,0.44452453,0.5824763,0.4575551,0.92108333,0.7933116,0.9839925,0.7833144,0.73592407,0.97663707,0.8990491,0.8762461,0.7737571,0.6145244791545348,0.5783870040667819,0.5750290884083059,0.42450483174641623,0.4679674930277683,0.5238040720142417
6351,SOL-USD,2024-06-24,136.5592041015625,0.2675371854183959,0.13225367285778206,0.26595836609897344,0.42198589732401826,0.8695705273749035,0.5974147990395907,0.41434205342483293,0.1559104175862677,0.28316153283524476,0.41820906825312554,0.8710536155578722,0.6620424247601806,0.363998624607323,0.31889633141803264,0.23360519632597937,0.6633311939222519,0.6926682722408586,0.513163640225585,0.47645802793037506,0.33869979201620304,0.5429424980083427,0.8803250908254111,0.8143867260444001,0.7274740660926999,0.41,0.34,0.36,0.59,0.72,0.73,0.26,0.29,0.46,0.66,0.72,0.64,0.49,0.34,0.48,0.66,0.61,0.73,0.61,0.56,0.67,0.67,0.75,0.58,0.22515507,0.072575465,0.18373968,0.8376247,0.46689716,0.99593073,0.76734966,0.016744561,0.79816556,0.95666164,0.9441155,0.8391049,0.58005047,0.8166569,0.6645217,0.94469756,0.80451727,0.9964593,0.9636324,0.8311066,0.8811763,0.9526673,0.6098795,0.8059042,0.728747312400934,0.7340688081801487,0.7417271756309811,0.3647937812375779,0.4951855942524316,0.4870222114467041
4774,ETH-USD,2024-06-24,3395.029052734375,0.28930695394524736,0.32724099307449334,0.2426409460366058,0.5442581192683091,0.6188846436857387,0.539656547272258,0.2650523121726343,0.23324781867874708,0.2869154034887629,0.3495154473037304,0.7046418226319969,0.5742392272633288,0.1770040715539305,0.35267741268306996,0.30735861846775037,0.5236335202034047,0.5534634982803209,0.30955733430268834,0.22384770958051975,0.4517222579262621,0.2850050779315325,0.40520385670587344,0.5198975696543392,0.2578550454092556,0.34,0.3,0.35,0.56,0.78,0.71,0.23,0.23,0.59,0.67,0.76,0.6,0.31,0.3,0.44,0.65,0.68,0.7,0.42,0.38,0.47,0.73,0.79,0.6,0.047303718,0.060568154,0.23899353,0.9180783,0.4836131,0.99629647,0.3474338,0.005911021,0.9390156,0.9536771,0.9432401,0.94550943,0.28444666,0.25309667,0.22721724,0.94469756,0.86593217,0.9954091,0.5100069,0.52472556,0.6678542,0.9674405,0.67052734,0.92069465,0.7119477511796051,0.7068656089560655,0.6949337051265831,0.2767046018327001,0.29132499232048886,0.42725559268351415
