,Symbol,Date,Close,rf_pb_15N_15d,rf_pb_15N_30d,rf_pb_15P_15d,rf_pb_15P_30d,rf_pb_15P_7d,rf_pb_20N_15d,rf_pb_20N_30d,rf_pb_20N_7d,rf_pb_20P_15d,rf_pb_20P_30d,rf_pb_20P_7d,rf_pb_25N_15d,rf_pb_25N_30d,rf_pb_25N_7d,rf_pb_25P_15d,rf_pb_25P_30d,rf_pb_25P_7d,Sv_pb_10N_15d,Sv_pb_10N_30d,Sv_pb_10N_7d,Sv_pb_10P_15d,Sv_pb_10P_30d,Sv_pb_10P_7d,Sv_pb_15N_15d,Sv_pb_15N_30d,Sv_pb_15N_7d,Sv_pb_15P_15d,Sv_pb_15P_30d,Sv_pb_15P_7d,Sv_pb_20N_15d,Sv_pb_20N_30d,Sv_pb_20N_7d,Sv_pb_20P_15d,Sv_pb_20P_30d,Sv_pb_20P_7d,Sv_pb_25N_15d,Sv_pb_25N_30d,Sv_pb_25N_7d,Sv_pb_25P_15d,Sv_pb_25P_30d,Sv_pb_25P_7d,Xv_pb_10N_15d,Xv_pb_10N_30d,Xv_pb_10N_7d,Xv_pb_10P_15d,Xv_pb_10P_30d,Xv_pb_10P_7d,Xv_pb_15N_15d,Xv_pb_15N_30d,Xv_pb_15N_7d,Xv_pb_15P_15d,Xv_pb_15P_30d,Xv_pb_15P_7d,Xv_pb_20N_15d,Xv_pb_20N_30d,Xv_pb_20N_7d,Xv_pb_20P_15d,Xv_pb_20P_30d,Xv_pb_20P_7d,Xv_pb_25N_15d,Xv_pb_25N_30d,Xv_pb_25N_7d,Xv_pb_25P_15d,Xv_pb_25P_30d,Xv_pb_25P_7d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
464754,SOL-USD,2024-06-28,140.01014709472656,0.27,0.31,0.71,0.76,0.6,0.12,0.18,0.32,0.65,0.62,0.68,0.16,0.26,0.1,0.66,0.65,0.59,0.14606771996319495,0.264600800694592,0.16471408529008452,0.47266815943563834,0.45033910266191884,0.4603892279707378,0.06170030287308185,0.1153627659596577,0.07748418708302413,0.3943237810624086,0.48632886621306287,0.36308783491847874,0.014312061234631109,0.01733453415050701,0.019694188113706507,0.3682120702708534,0.3474891357687475,0.19879738541645722,0.0032554805516829904,0.024175853694513243,0.004390873920480595,0.2906679642890447,0.19324447619883414,0.13898906367665786,0.0015626476,0.0020317808,0.013149847,0.64424247,0.7633974,0.9959259,0.004305917,0.045900542,0.0017115119,0.8615164,0.82665575,0.9938578,0.00065437757,0.043852556,0.012425108,0.84947217,0.7587402,0.90702724,0.00013501788,0.001902676,0.0963043,0.9226574,0.85300153,0.3950766,0.42831231912644896,0.4466383344147802,0.4158110708790082,0.08034328656148695,0.051576549078834646,0.05384134847466263
