,Symbol,Date,Close,lr_pb_10N_15d,lr_pb_10N_30d,lr_pb_10N_7d,lr_pb_10P_15d,lr_pb_10P_30d,lr_pb_10P_7d,lr_pb_15N_15d,lr_pb_15N_30d,lr_pb_15N_7d,lr_pb_15P_15d,lr_pb_15P_30d,lr_pb_15P_7d,lr_pb_20N_15d,lr_pb_20N_30d,lr_pb_20N_7d,lr_pb_20P_15d,lr_pb_20P_30d,lr_pb_20P_7d,lr_pb_25N_15d,lr_pb_25N_30d,lr_pb_25N_7d,lr_pb_25P_15d,lr_pb_25P_30d,lr_pb_25P_7d,rf_pb_10N_15d,rf_pb_10N_30d,rf_pb_10N_7d,rf_pb_10P_15d,rf_pb_10P_30d,rf_pb_10P_7d,rf_pb_15N_15d,rf_pb_15N_30d,rf_pb_15N_7d,rf_pb_15P_15d,rf_pb_15P_30d,rf_pb_15P_7d,rf_pb_20N_15d,rf_pb_20N_30d,rf_pb_20N_7d,rf_pb_20P_15d,rf_pb_20P_30d,rf_pb_20P_7d,rf_pb_25N_15d,rf_pb_25N_30d,rf_pb_25N_7d,rf_pb_25P_15d,rf_pb_25P_30d,rf_pb_25P_7d,Xv_pb_10N_15d,Xv_pb_10N_30d,Xv_pb_10N_7d,Xv_pb_10P_15d,Xv_pb_10P_30d,Xv_pb_10P_7d,Xv_pb_15N_15d,Xv_pb_15N_30d,Xv_pb_15N_7d,Xv_pb_15P_15d,Xv_pb_15P_30d,Xv_pb_15P_7d,Xv_pb_20N_15d,Xv_pb_20N_30d,Xv_pb_20N_7d,Xv_pb_20P_15d,Xv_pb_20P_30d,Xv_pb_20P_7d,Xv_pb_25N_15d,Xv_pb_25N_30d,Xv_pb_25N_7d,Xv_pb_25P_15d,Xv_pb_25P_30d,Xv_pb_25P_7d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
748,ETH-USD,2024-06-12,3469.28125,0.6618530739778208,0.5129941302343906,0.19796105655997798,0.17167215510529424,0.5638610312719876,0.5950140833460291,0.5817598903408194,0.6640612977146809,0.5552548185416355,0.1729005498610289,0.4463076917980792,0.43816093881184304,0.7862655977919273,0.648184011396547,0.4186929872717568,0.3701987338698894,0.4967695195539957,0.36294619221072333,0.718678134790566,0.8299894391221749,0.4770019584251381,0.7494269048438653,0.5019382678637107,0.246517174408685,0.39,0.28,0.39,0.59,0.62,0.6,0.28,0.24,0.46,0.71,0.69,0.63,0.36,0.29,0.5,0.73,0.58,0.7,0.47,0.57,0.58,0.71,0.71,0.66,0.4892162,0.11489124,0.6384072,0.32178482,0.38256046,0.99620926,0.8424187,0.016939955,0.7821486,0.96264327,0.9159892,0.8700381,0.7793554,0.8115462,0.7543533,0.92108333,0.60057473,0.99031746,0.9877314,0.8774151,0.97440207,0.9263998,0.6492223,0.71778977,0.6165650842007913,0.6382446794242087,0.7031823724878198,0.38791389970535417,0.5573199283406346,0.5289652140161776
348,BTC-USD,2024-06-12,66756.3984375,0.3634248712733637,0.6882869272644224,0.18647609496100412,0.3169725997850183,0.4332297367742843,0.1422219918669474,0.34425595379203516,0.4451273516113241,0.22340687447631247,0.21752262812361128,0.5510093769337785,0.10952054428454878,0.1199625336773138,0.39944765191999776,0.08298992144594451,0.3248132539138528,0.17102222885209595,0.022119064948925786,0.06996335902426876,0.2534176419783282,0.01493728668571065,0.1245821411072878,0.6036045321695964,0.012484179326376417,0.34,0.23,0.33,0.7,0.67,0.66,0.29,0.18,0.49,0.72,0.76,0.67,0.31,0.27,0.52,0.78,0.61,0.74,0.44,0.54,0.59,0.75,0.81,0.67,0.27193385,0.04477667,0.45307484,0.80940855,0.45894507,0.9929911,0.9084426,0.019434309,0.91873163,0.9663291,0.93906885,0.94267815,0.74291325,0.91723245,0.6801265,0.94469756,0.875788,0.9963973,0.8447743,0.8539286,0.898802,0.9496226,0.8919915,0.79984033,0.6896411498003545,0.7112949247061098,0.6515325332695563,0.34702149990813896,0.44009357489227907,0.4551374996171336
1149,SOL-USD,2024-06-13,143.0944366455078,0.7552098872848083,0.7063481121809329,0.6124831347753029,0.6658830727069145,0.5461649912534079,0.6512779729797165,0.6782501185716769,0.8231581806346507,0.8473161327716612,0.4277816122384418,0.4754155082667748,0.4765531666247557,0.7016385553064609,0.2263245123385569,0.838851759305636,0.46365352634532453,0.3301866847612431,0.4192944309063946,0.6775569009525024,0.7481288781243501,0.8427129965071621,0.3524890129320952,0.4651936603745929,0.6333761210323212,0.39,0.22,0.38,0.59,0.71,0.59,0.28,0.17,0.53,0.7,0.67,0.63,0.38,0.26,0.54,0.76,0.61,0.72,0.52,0.47,0.66,0.75,0.72,0.67,0.36134624,0.19659975,0.49325544,0.32178482,0.4277986,0.98645973,0.83787346,0.014590289,0.871887,0.94450307,0.9511186,0.7075228,0.6360298,0.80860394,0.83669525,0.92596054,0.6319002,0.9910573,0.97084415,0.84074193,0.97647846,0.9107808,0.5242931,0.6265323,0.6199440768354525,0.6743029808004282,0.7038884109598909,0.371116158283474,0.5382874870225742,0.6066930802985107
749,ETH-USD,2024-06-13,3480.27197265625,0.702068360724813,0.5322276696710792,0.20330283152092396,0.16685318385061357,0.6165927663119342,0.5879209988586244,0.6088920290618487,0.666802198028724,0.5333113861358121,0.19293884549038956,0.47908858698210627,0.4841706208861616,0.7809389113610765,0.6591967461788603,0.3802648469673557,0.3926938636775873,0.5059973487878797,0.4096307158793544,0.6988029045169339,0.8241232782450776,0.43930790088348465,0.8066088758176394,0.49534066066594923,0.22585209322676428,0.39,0.28,0.39,0.59,0.62,0.6,0.28,0.24,0.46,0.71,0.69,0.63,0.36,0.29,0.5,0.75,0.58,0.7,0.47,0.57,0.58,0.72,0.71,0.66,0.4886244,0.11489124,0.6384072,0.32178482,0.38256046,0.99620926,0.8424187,0.016939955,0.7821486,0.96264327,0.9159892,0.8700381,0.7793554,0.8115462,0.7543533,0.92108333,0.60057473,0.99031746,0.9877314,0.8774151,0.97440207,0.9263998,0.6720997,0.71778977,0.6234838002370421,0.6446407384567618,0.7065671508661018,0.3892992118825204,0.5608162705004306,0.526527687105842
349,BTC-USD,2024-06-13,66011.09375,0.3338454817535495,0.640704213121814,0.18176359452715776,0.36097279830061063,0.47407693650317656,0.16319711968856668,0.3292271415526453,0.4333305493423522,0.23700187838153378,0.23143516377991494,0.5954511451425182,0.10378522174032864,0.11785502937943453,0.38440688491091224,0.09082047024135108,0.344175573600319,0.20169878650794748,0.020039634871203995,0.06675748918511377,0.24282122932514177,0.015594664581066264,0.11385577928984845,0.6490518456717378,0.012958308445358205,0.34,0.23,0.33,0.7,0.67,0.66,0.29,0.18,0.49,0.72,0.76,0.67,0.31,0.27,0.52,0.78,0.61,0.74,0.44,0.54,0.59,0.75,0.81,0.67,0.27193385,0.04477667,0.45307484,0.80940855,0.45894507,0.9929911,0.9084426,0.019434309,0.91873163,0.9663291,0.93906885,0.94267815,0.74291325,0.91723245,0.6801265,0.94469756,0.875788,0.9963973,0.8447743,0.8539286,0.898802,0.9496226,0.8919915,0.79984033,0.697103829777877,0.7151663806337379,0.6529804992557369,0.34313842173985665,0.4370712162927889,0.4557802693047871
1150,SOL-USD,2024-06-14,145.41221618652344,0.7531867498363257,0.6890514032924304,0.6051016765716796,0.6120465253347642,0.5752883715112332,0.6389010521356626,0.6574287050398361,0.8149381266019495,0.8387467614015224,0.3891304241786591,0.48948438471122135,0.4888643157142484,0.7284063078594432,0.23492307610818125,0.8265694349007389,0.45353377280419876,0.3401815690060343,0.4046982665025502,0.6931432884172404,0.7520519702699517,0.8342956630942939,0.367296891851833,0.47527235517632777,0.6555838965618277,0.39,0.22,0.38,0.59,0.71,0.59,0.28,0.17,0.53,0.7,0.67,0.63,0.38,0.26,0.54,0.76,0.61,0.72,0.52,0.47,0.66,0.75,0.72,0.67,0.36134624,0.19659975,0.49325544,0.32178482,0.4277986,0.98645973,0.83787346,0.014590289,0.871887,0.94450307,0.9511186,0.7075228,0.6360298,0.80860394,0.83669525,0.92596054,0.6319002,0.9910573,0.97084415,0.84074193,0.97647846,0.9107808,0.5242931,0.6265323,0.6230855863458797,0.6690916681128058,0.7036106173210094,0.37014810142722715,0.538363338819613,0.6048620958689208
750,ETH-USD,2024-06-14,3565.549560546875,0.6233813840165285,0.4150144308875022,0.10345081924681107,0.22384777008302625,0.7096469713266248,0.6357471424842275,0.612153414822438,0.5692558018049321,0.5252475877881868,0.20322290239677068,0.6593483968618757,0.4643792507054056,0.8242129553433153,0.7008405008385106,0.3876682129372805,0.3989218117475357,0.6267450677887113,0.34406569629558853,0.7043616436673907,0.8432825525168341,0.45976100104040707,0.7919220567579466,0.6184636899408705,0.1939554644929941,0.38,0.28,0.39,0.59,0.62,0.61,0.28,0.24,0.46,0.71,0.68,0.64,0.36,0.29,0.51,0.75,0.6,0.7,0.47,0.57,0.57,0.75,0.71,0.66,0.3785119,0.099068575,0.5141858,0.35285547,0.43698004,0.9953838,0.8424187,0.016939955,0.7821486,0.9666636,0.92729926,0.8700381,0.7793554,0.7658058,0.7543533,0.9397596,0.7015394,0.9944577,0.9877314,0.8774151,0.97440207,0.93236864,0.6720997,0.71778977,0.6649693341168388,0.6569849411845738,0.7090370222006128,0.37410464699405266,0.5390304836416018,0.4921307089607905
350,BTC-USD,2024-06-14,66191.0,0.3741707629051082,0.6506936924587665,0.22642108945264913,0.32621875970258474,0.38307900314834353,0.14607505186276498,0.371358418602534,0.45654092968462245,0.29197118251923704,0.1770998156858854,0.5097643066960851,0.07728603224194712,0.14628576928705433,0.4176109558866153,0.13377852315626823,0.28578936141208927,0.1775228547457971,0.015424691574403881,0.08592178341448889,0.2807861182775404,0.020265474030395362,0.06892347419426492,0.6054672326153783,0.012167915866373577,0.34,0.23,0.33,0.7,0.67,0.66,0.29,0.18,0.49,0.72,0.76,0.67,0.31,0.27,0.52,0.78,0.61,0.74,0.44,0.54,0.59,0.75,0.81,0.67,0.27193385,0.04477667,0.45307484,0.80940855,0.45894507,0.9929911,0.9084426,0.019434309,0.91873163,0.9663291,0.93906885,0.94267815,0.74291325,0.91723245,0.6801265,0.94469756,0.875788,0.9963973,0.8447743,0.8539286,0.898802,0.9496226,0.8919915,0.79984033,0.6851252190945321,0.7061857439558709,0.6496708645474089,0.34660355196106235,0.44335484377068723,0.46564916838807563
1151,SOL-USD,2024-06-15,151.12550354003906,0.7584381080408431,0.5691707835147117,0.7270028663131332,0.45914197266757106,0.6858478884230638,0.5484438652057403,0.7086117954614087,0.7044785114234944,0.7534182247186733,0.24625414895064252,0.561453249697138,0.34518684552857737,0.6143116761730156,0.21755650383110625,0.7890467441525063,0.3624580639623706,0.3048250709017103,0.19456043938691792,0.5859000806108595,0.7391361565719952,0.9000307362576758,0.2772481015797939,0.44653406900979303,0.4530219424029447,0.4,0.24,0.39,0.56,0.71,0.58,0.33,0.19,0.54,0.67,0.68,0.65,0.41,0.29,0.54,0.75,0.62,0.75,0.57,0.5,0.68,0.74,0.67,0.68,0.22216907,0.17170736,0.34746072,0.51556474,0.4836131,0.9965649,0.8295452,0.016939955,0.88381386,0.9617388,0.9432401,0.8846762,0.5776044,0.7658058,0.74486053,0.9435533,0.86527187,0.9952436,0.9716842,0.86635,0.97647846,0.93388987,0.5496665,0.67971295,0.6577361864186768,0.6640935625336487,0.6968967502010163,0.36336076882200036,0.5224967680069563,0.5836574853302933
351,BTC-USD,2024-06-15,66639.046875,0.6032917550938537,0.7649124315061833,0.2592984058142284,0.3696919130688934,0.2515627683954614,0.1131893297883837,0.42903249786258674,0.6541396944191556,0.1969648741425786,0.20892197988631253,0.3683837431236125,0.06735605168959233,0.34325655278362943,0.6054543099836329,0.19379649366582496,0.31267193600555654,0.158631371897219,0.018171428884897818,0.1789331876586997,0.5560686645840539,0.008521556036206537,0.03193583262232338,0.6134191409751062,0.009177686171129767,0.32,0.23,0.33,0.69,0.72,0.66,0.26,0.16,0.5,0.73,0.76,0.69,0.26,0.28,0.51,0.77,0.61,0.75,0.32,0.47,0.52,0.7,0.82,0.69,0.24871267,0.039540336,0.5069428,0.8133894,0.40375158,0.99366236,0.90090555,0.01791799,0.9017921,0.9617723,0.90503603,0.96248245,0.77509815,0.9163503,0.84507173,0.92743397,0.68174356,0.993697,0.40963948,0.77882606,0.6030196,0.9506391,0.8547871,0.79658544,0.6449985856805089,0.7037858514274875,0.6518779099806422,0.3606874490940768,0.4276878542275889,0.4730821219416488
