,Symbol,Date,Close,lr_pb_10N_15d,lr_pb_10N_30d,lr_pb_10N_7d,lr_pb_10P_15d,lr_pb_10P_30d,lr_pb_10P_7d,lr_pb_15N_15d,lr_pb_15N_30d,lr_pb_15N_7d,lr_pb_15P_15d,lr_pb_15P_30d,lr_pb_15P_7d,lr_pb_20N_15d,lr_pb_20N_30d,lr_pb_20N_7d,lr_pb_20P_15d,lr_pb_20P_30d,lr_pb_20P_7d,lr_pb_25N_15d,lr_pb_25N_30d,lr_pb_25N_7d,lr_pb_25P_15d,lr_pb_25P_30d,lr_pb_25P_7d,rf_pb_10N_15d,rf_pb_10N_30d,rf_pb_10N_7d,rf_pb_10P_15d,rf_pb_10P_30d,rf_pb_10P_7d,rf_pb_15N_15d,rf_pb_15N_30d,rf_pb_15N_7d,rf_pb_15P_15d,rf_pb_15P_30d,rf_pb_15P_7d,rf_pb_20N_15d,rf_pb_20N_30d,rf_pb_20N_7d,rf_pb_20P_15d,rf_pb_20P_30d,rf_pb_20P_7d,rf_pb_25N_15d,rf_pb_25N_30d,rf_pb_25N_7d,rf_pb_25P_15d,rf_pb_25P_30d,rf_pb_25P_7d,Xv_pb_10N_15d,Xv_pb_10N_30d,Xv_pb_10N_7d,Xv_pb_10P_15d,Xv_pb_10P_30d,Xv_pb_10P_7d,Xv_pb_15N_15d,Xv_pb_15N_30d,Xv_pb_15N_7d,Xv_pb_15P_15d,Xv_pb_15P_30d,Xv_pb_15P_7d,Xv_pb_20N_15d,Xv_pb_20N_30d,Xv_pb_20N_7d,Xv_pb_20P_15d,Xv_pb_20P_30d,Xv_pb_20P_7d,Xv_pb_25N_15d,Xv_pb_25N_30d,Xv_pb_25N_7d,Xv_pb_25P_15d,Xv_pb_25P_30d,Xv_pb_25P_7d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
340,BTC-USD,2024-06-04,71082.8203125,0.5941634555840032,0.4236006534654241,0.603114528025491,0.3110757109237552,0.7002363546811502,0.15220822524500935,0.4515098882043801,0.21020772799757462,0.45660008389477813,0.07100396371661821,0.6182746854731451,0.07317217234851484,0.3212341366951538,0.26352959888305727,0.05792443569858094,0.1308741632382685,0.3775672534945689,0.010649951728007617,0.1829185831335594,0.2345804186413767,0.025190807391142347,0.012324209966768803,0.5626272143890927,0.006795299559463594,0.36,0.22,0.35,0.66,0.67,0.6,0.27,0.13,0.46,0.75,0.73,0.62,0.35,0.25,0.5,0.8,0.57,0.74,0.49,0.54,0.57,0.76,0.7,0.65,0.17763612,0.072575465,0.22057337,0.84026825,0.4836131,0.99593073,0.65560097,0.016744561,0.9051937,0.95666164,0.95654196,0.85215443,0.59321535,0.7893468,0.6122415,0.94469756,0.80451727,0.9964593,0.9636324,0.783343,0.88996035,0.9526673,0.58279014,0.8059042,0.6660622832655888,0.6948986979038362,0.6242044524862302,0.2953770668946548,0.43024558366818116,0.4652328140563159
740,ETH-USD,2024-06-04,3864.260986328125,0.2883625041068541,0.4909761020098437,0.06338682885142603,0.4982814854144753,0.6435585484819595,0.7179787045567665,0.29816427285273883,0.5896882547905058,0.2953117115815816,0.6586462836381304,0.7032307204836817,0.7191998590535094,0.6411489387956529,0.48015542892076873,0.21653851733065918,0.6699399188666946,0.7000296828408724,0.6631723587409893,0.5077105326732416,0.5775359884977338,0.30687012419839416,0.8663213146541184,0.8899852768635627,0.7377033579289819,0.43,0.24,0.38,0.61,0.68,0.66,0.29,0.2,0.46,0.72,0.72,0.65,0.32,0.24,0.49,0.76,0.63,0.7,0.49,0.52,0.59,0.76,0.82,0.69,0.27004254,0.10461146,0.39795646,0.41533932,0.41676465,0.9896108,0.9363088,0.014590289,0.83759344,0.9473857,0.930523,0.9052966,0.7258017,0.9061752,0.7672431,0.92108333,0.70977944,0.9919956,0.9236173,0.8745953,0.97663707,0.92811865,0.8433137,0.7099637,0.7160465322707449,0.7203755222871752,0.7749200240865104,0.35949960111882406,0.48299595765838055,0.4474074638754266
1141,SOL-USD,2024-06-05,170.01622009277344,0.7184495618384173,0.8154932497897768,0.5126497844575663,0.7923003211831539,0.46507537241904906,0.661482225897042,0.7042226958940234,0.8946362392522863,0.7429393783400372,0.7146150026100319,0.541961883503058,0.4821962638771182,0.6589486425402329,0.28474085660226794,0.9037589975158788,0.6811961108919365,0.3933723411660951,0.4411212408355357,0.5735779369442653,0.5924276487611005,0.7791245389186351,0.5102749656199276,0.8306620940307333,0.7066454483768718,0.4,0.22,0.36,0.62,0.7,0.64,0.29,0.2,0.5,0.72,0.67,0.63,0.38,0.27,0.52,0.78,0.62,0.72,0.5,0.5,0.65,0.72,0.8,0.67,0.37664604,0.16333586,0.4946167,0.35611656,0.37306526,0.9956884,0.8878712,0.017052293,0.89874053,0.9351676,0.9265944,0.88656867,0.7147679,0.8844524,0.88681394,0.91497314,0.76640433,0.9887997,0.9287517,0.9049307,0.97853607,0.9193246,0.8128218,0.6460113,0.6740872762667134,0.7201193452326855,0.736807179608081,0.3922353945317951,0.5465796815002805,0.5872568697745273
341,BTC-USD,2024-06-05,70757.1640625,0.5630268036588166,0.3911413969938836,0.5657381846135044,0.32782111333775826,0.7800227997042124,0.16901783388706337,0.409234852424832,0.1952082095232236,0.4078034158115947,0.0876280270909298,0.6959415115559554,0.09233349558862888,0.2895623948691304,0.24408240997340294,0.042993349714567294,0.15978030727376796,0.429438136405652,0.012457682326883768,0.1535355186870833,0.20389607134340687,0.020221163366379337,0.018745411418796085,0.6150229822926065,0.007418466473242947,0.36,0.22,0.35,0.66,0.67,0.6,0.27,0.13,0.46,0.75,0.73,0.62,0.35,0.25,0.5,0.8,0.57,0.74,0.49,0.54,0.57,0.76,0.7,0.65,0.17763612,0.072575465,0.22057337,0.84026825,0.4836131,0.99593073,0.65560097,0.016744561,0.9051937,0.95666164,0.95654196,0.85215443,0.59321535,0.7893468,0.6122415,0.94469756,0.80451727,0.9964593,0.9636324,0.783343,0.88996035,0.9526673,0.58279014,0.8059042,0.6785310633713859,0.6982451177839835,0.6269293797302208,0.29158809748743386,0.4242821369573072,0.45733921606691486
741,ETH-USD,2024-06-05,3811.60595703125,0.30881809784304787,0.5003809092340807,0.06168148170435238,0.4955797537596579,0.6406169531376944,0.716562490286176,0.32148966449796457,0.6022860977655251,0.3095996913499443,0.6524425924385924,0.704629215793163,0.7115836367243492,0.6749727209278334,0.507761765686867,0.23368862280675584,0.6600919251893039,0.7037982095378569,0.6589666923727882,0.5299569188206255,0.6031528356227086,0.31709011893218464,0.8606654555256016,0.8899092034408032,0.7229594029987555,0.43,0.24,0.38,0.61,0.68,0.66,0.29,0.2,0.46,0.72,0.72,0.65,0.32,0.24,0.49,0.76,0.63,0.7,0.49,0.52,0.59,0.76,0.82,0.69,0.27004254,0.10461146,0.39795646,0.41533932,0.41676465,0.9896108,0.9363088,0.014590289,0.83759344,0.9473857,0.930523,0.9052966,0.7258017,0.9061752,0.7672431,0.92108333,0.70977944,0.9919956,0.9236173,0.8745953,0.97663707,0.92811865,0.8433137,0.7099637,0.7161077589959269,0.7192722262685063,0.7737149127595859,0.3620132402047411,0.4871769246060151,0.4487967725294777
1142,SOL-USD,2024-06-06,162.50704956054688,0.7362291100222365,0.8121989926594214,0.5517969821221234,0.7027587860597392,0.5125671364098482,0.6733092437989052,0.6924135889057743,0.8771297166434902,0.7636461960980827,0.5330510651421659,0.5323252280919912,0.40462527258219255,0.601584006583043,0.26254355937446755,0.8693345301974532,0.6199202272441293,0.37068863323062795,0.4097863084561021,0.4675573709166385,0.7453667937174119,0.8350583009895104,0.45676537790347954,0.7248928951754657,0.4857125437565353,0.4,0.22,0.35,0.6,0.71,0.65,0.29,0.17,0.48,0.69,0.7,0.64,0.4,0.26,0.52,0.76,0.62,0.73,0.5,0.52,0.68,0.73,0.79,0.7,0.40530947,0.16333586,0.52011347,0.28088626,0.46807125,0.9936466,0.8695363,0.016939955,0.85823417,0.92871016,0.9128242,0.8892223,0.7749785,0.8115462,0.88220644,0.92596054,0.7703073,0.991869,0.96919125,0.9049307,0.97647846,0.8660008,0.7853033,0.6668402,0.6814027700255383,0.6809967873244408,0.7313574196297565,0.38476516230744584,0.5539523313327758,0.5895225240453296
342,BTC-USD,2024-06-06,69342.5859375,0.6428073072917956,0.510318734798492,0.541195733047642,0.2641641397387091,0.723295583192803,0.13027252546186258,0.48256023738869996,0.24797936322075484,0.3585790797559925,0.07363316811698994,0.6387904677548141,0.09951578465296525,0.32773583079454294,0.3579214437648453,0.05972714692921612,0.15385562847196385,0.328933081453493,0.007605998873252287,0.26725754812555086,0.1945012331305118,0.015012418239479953,0.030581869385536368,0.551613969316402,0.0059594080218021645,0.35,0.22,0.35,0.65,0.67,0.58,0.26,0.15,0.47,0.75,0.71,0.62,0.35,0.28,0.51,0.8,0.56,0.75,0.49,0.54,0.58,0.73,0.68,0.63,0.187775,0.072575465,0.23499908,0.8376247,0.46190506,0.99593073,0.68107253,0.019562857,0.9051937,0.95666164,0.95654196,0.81003386,0.56930184,0.8166569,0.72649676,0.95111567,0.84665143,0.99661887,0.96634454,0.8311066,0.88996035,0.954783,0.58279014,0.8059042,0.6625627439516496,0.6904824201668889,0.6157733009292006,0.3152104740468255,0.4373197901690067,0.463118476683346
742,ETH-USD,2024-06-06,3678.629150390625,0.35444606839121745,0.5687149513917351,0.05919178837185103,0.43309031376460355,0.5562604239775446,0.6699401801490511,0.37170197701424834,0.6661173060720186,0.29999071757872176,0.5738765062333142,0.6436960645403733,0.6861628917964439,0.7297125411355554,0.6315277278195425,0.3529656124933173,0.6348043302063454,0.6286081762218292,0.4779708930739583,0.714173611343755,0.5961182928478234,0.2865245950200841,0.8764230200612522,0.8719800052628426,0.6949267025069935,0.42,0.26,0.37,0.61,0.66,0.65,0.29,0.22,0.47,0.72,0.7,0.65,0.32,0.28,0.49,0.76,0.62,0.69,0.49,0.52,0.6,0.72,0.79,0.66,0.38316515,0.12120021,0.4177652,0.35611656,0.3575249,0.9896108,0.9386598,0.017052293,0.83759344,0.9473857,0.930523,0.876115,0.7058173,0.9146322,0.7752015,0.90944284,0.76640433,0.9887997,0.92909414,0.8745953,0.97663707,0.9312526,0.8433137,0.7099637,0.6953130602447277,0.6999065752068441,0.7526122235354081,0.3846121328016703,0.5128925675149114,0.45417120888985785
1143,SOL-USD,2024-06-07,157.96890258789062,0.8121007438432433,0.7249811387270249,0.6359556694468153,0.6178352447531359,0.5802381144144153,0.6873596944218495,0.7475090235150901,0.8455113319161702,0.8166430499573932,0.3445451721255074,0.49580930141286994,0.3781411323501168,0.6374533751803662,0.22720912638134838,0.8521318292983208,0.5102213685111422,0.31778553847168656,0.3638629974030831,0.5651971654568845,0.8100360769768175,0.8514769613112236,0.37944810059505796,0.5152958241675663,0.3627493556454225,0.39,0.23,0.38,0.57,0.69,0.6,0.29,0.17,0.49,0.69,0.68,0.64,0.39,0.28,0.53,0.75,0.59,0.73,0.49,0.56,0.66,0.73,0.69,0.69,0.36134624,0.19659975,0.53919053,0.32178482,0.4277986,0.99565744,0.8295452,0.016939955,0.8606994,0.94481647,0.9211764,0.8809348,0.6210122,0.8115462,0.88220644,0.92596054,0.6319002,0.9916857,0.96919125,0.86635,0.97647846,0.9107808,0.5242931,0.6752976,0.6150208243999472,0.6636833342345583,0.7157558123219177,0.38740254551903097,0.5391030623980582,0.6132943036092654
743,ETH-USD,2024-06-07,3680.949951171875,0.3885015507461832,0.5702380729918134,0.05568256114032839,0.4395824501761001,0.5818854320631932,0.6753937049942575,0.41094324315606656,0.6780416033874577,0.31822217949178133,0.5789594284332861,0.6713015294576603,0.6826856164024384,0.7704712255164522,0.6698680735205761,0.38160403920409663,0.6325568853134628,0.6543147635330276,0.47594859112270005,0.7317426069211961,0.6259275580431855,0.2936572053640453,0.8766808802372762,0.8798403079821189,0.6679998426386455,0.42,0.26,0.37,0.61,0.66,0.65,0.29,0.22,0.47,0.72,0.7,0.65,0.32,0.28,0.49,0.76,0.62,0.69,0.49,0.52,0.6,0.71,0.79,0.66,0.38316515,0.12120021,0.4177652,0.35611656,0.3575249,0.9896108,0.9386598,0.017052293,0.83759344,0.9473857,0.930523,0.876115,0.7058173,0.9146322,0.7752015,0.90944284,0.76640433,0.9887997,0.92909414,0.8745953,0.97663707,0.9312526,0.8433137,0.7099637,0.6995157263314239,0.6996769999525527,0.7519770687986682,0.387078130170895,0.5189203823784947,0.4559093087193883
343,BTC-USD,2024-06-07,69305.7734375,0.3981994367620216,0.5744164920085864,0.1992144857754046,0.2826291591878097,0.5119566731031325,0.14565805762748937,0.3227387715788835,0.40106281762569046,0.1884374065896219,0.20705518453305954,0.5821342479675158,0.18829616823157302,0.19047471943197444,0.3990433139514985,0.08329175421338529,0.3279612526462203,0.1765136091182383,0.019805394342889353,0.17660315137609217,0.1883322066423963,0.00902902170003129,0.1210159427164455,0.6453124671743703,0.038274028135900105,0.35,0.22,0.35,0.69,0.68,0.63,0.26,0.15,0.47,0.75,0.72,0.66,0.34,0.27,0.5,0.81,0.59,0.75,0.49,0.49,0.59,0.72,0.78,0.64,0.24697542,0.05876121,0.22151099,0.80940855,0.42706844,0.99522394,0.80529165,0.019562857,0.9034275,0.94380695,0.96102834,0.88833547,0.6871748,0.8166569,0.72649676,0.95111567,0.9151534,0.9967456,0.96634454,0.87843335,0.898802,0.9334908,0.8225664,0.79984033,0.6854305446817555,0.7082557557379418,0.6450871885329905,0.32283844846449683,0.43675684967662587,0.41188637798972394
1144,SOL-USD,2024-06-08,162.08360290527344,0.8121007438432433,0.7249811387270247,0.6359556694468153,0.6178352447531359,0.5802381144144154,0.6873596944218496,0.7475090235150901,0.8455113319161702,0.8166430499573932,0.34454517212550745,0.49580930141286994,0.3781411323501168,0.6374533751803662,0.22720912638134838,0.8521318292983208,0.5102213685111423,0.3177855384716866,0.3638629974030831,0.5651971654568845,0.8100360769768173,0.8514769613112234,0.37944810059505796,0.5152958241675665,0.36274935564542254,0.39,0.23,0.38,0.57,0.69,0.6,0.29,0.17,0.49,0.69,0.68,0.64,0.39,0.28,0.53,0.75,0.59,0.73,0.49,0.56,0.66,0.73,0.69,0.69,0.36134624,0.19659975,0.53919053,0.32178482,0.4277986,0.99565744,0.8295452,0.016939955,0.8606994,0.94481647,0.9211764,0.8809348,0.6210122,0.8115462,0.88220644,0.92596054,0.6319002,0.9916857,0.96919125,0.86635,0.97647846,0.9107808,0.5242931,0.6752976,0.6150208243999472,0.6636833342345583,0.7157558123219177,0.38740254551903097,0.5391030623980582,0.6132943036092654
744,ETH-USD,2024-06-08,3705.90380859375,0.43796545178955393,0.49519613599564966,0.06880095195771609,0.38444389456394096,0.6182234088116767,0.6857152435059531,0.43350635346695937,0.6397148924372542,0.35258564160224354,0.466563099122447,0.6450575607039564,0.6734011644593593,0.7711847006095233,0.6273023181982821,0.34674019268572076,0.5734553559829721,0.6150563263114359,0.4520512148901,0.7680512822411801,0.6655065533699887,0.3038248715579638,0.8580992003548737,0.8069756475040009,0.6103473729761546,0.41,0.26,0.36,0.61,0.65,0.63,0.28,0.21,0.46,0.72,0.67,0.64,0.37,0.28,0.49,0.78,0.61,0.7,0.51,0.51,0.6,0.71,0.79,0.64,0.4119968,0.12120021,0.4177652,0.28088626,0.3905557,0.99277675,0.87814265,0.017052293,0.7948573,0.9478984,0.93523884,0.7784426,0.78060097,0.8115462,0.76261604,0.90944284,0.793359,0.9886232,0.989287,0.889413,0.97440207,0.89546627,0.803673,0.7099637,0.6935837212269065,0.6777562579374181,0.7355611708516,0.3707878977340728,0.5341043965781442,0.4502780682625993
344,BTC-USD,2024-06-08,69647.9921875,0.3282083226247859,0.5844070104977609,0.15523523731175518,0.3317520216717903,0.5187515182467536,0.15651765667159917,0.28139083574609464,0.40262601856827873,0.16550828058041084,0.26224857231731713,0.6294147330636913,0.19993102538653376,0.17626597166231842,0.3974134024523297,0.0789776332791552,0.37360795178137324,0.20218128123654872,0.02089449894590793,0.15334763133981769,0.16730743783072263,0.008466455722297999,0.13901597565305654,0.7287065163958666,0.04618369012358098,0.36,0.22,0.35,0.69,0.69,0.64,0.27,0.16,0.48,0.75,0.74,0.67,0.3,0.28,0.5,0.79,0.6,0.75,0.46,0.5,0.59,0.72,0.79,0.66,0.19800413,0.05876121,0.22151099,0.80940855,0.42706844,0.9925028,0.907117,0.019562857,0.92566115,0.95296794,0.9532999,0.88833547,0.6186331,0.91723245,0.74034524,0.95111567,0.91524726,0.9967456,0.8619227,0.8411274,0.898802,0.95297235,0.8462439,0.79984033,0.6989026904544617,0.7172017118929915,0.650504516249722,0.33228464240971556,0.4192939663906131,0.4096677292325711
1145,SOL-USD,2024-06-09,158.9280242919922,0.8121007438432433,0.7249811387270247,0.6359556694468153,0.6178352447531359,0.5802381144144154,0.6873596944218496,0.7475090235150901,0.8455113319161702,0.8166430499573932,0.34454517212550745,0.49580930141286994,0.3781411323501168,0.6374533751803662,0.22720912638134838,0.8521318292983208,0.5102213685111423,0.3177855384716866,0.3638629974030831,0.5651971654568845,0.8100360769768173,0.8514769613112234,0.37944810059505796,0.5152958241675665,0.36274935564542254,0.39,0.23,0.38,0.57,0.69,0.6,0.29,0.17,0.49,0.69,0.68,0.64,0.39,0.28,0.53,0.75,0.59,0.73,0.49,0.56,0.66,0.73,0.69,0.69,0.36134624,0.19659975,0.53919053,0.32178482,0.4277986,0.99565744,0.8295452,0.016939955,0.8606994,0.94481647,0.9211764,0.8809348,0.6210122,0.8115462,0.88220644,0.92596054,0.6319002,0.9916857,0.96919125,0.86635,0.97647846,0.9107808,0.5242931,0.6752976,0.6150208243999472,0.6636833342345583,0.7157558123219177,0.38740254551903097,0.5391030623980582,0.6132943036092654
745,ETH-USD,2024-06-09,3666.717529296875,0.5091386657932085,0.4900341858357934,0.10195677858116257,0.3199514636644268,0.5701794530606792,0.657703557930252,0.4748694291253527,0.6429181916754283,0.4012572559578449,0.3672465567003779,0.5546689621647146,0.6364925976703497,0.7809870093827007,0.6169297665411927,0.37734127776018045,0.5060824287853068,0.5481863652184664,0.4220330196524754,0.8030696734305056,0.6958878169127289,0.3320919777801575,0.8135506209331346,0.7201944995676061,0.5752060890743305,0.41,0.28,0.38,0.6,0.64,0.62,0.28,0.2,0.46,0.72,0.65,0.64,0.37,0.28,0.49,0.78,0.58,0.7,0.51,0.52,0.59,0.7,0.75,0.64,0.44141448,0.14739475,0.44681653,0.28088626,0.3905557,0.99277675,0.8403052,0.017052293,0.79816556,0.9478984,0.93523884,0.7784426,0.62863815,0.8115462,0.76261604,0.90944284,0.69723856,0.9883675,0.989287,0.8800327,0.97440207,0.931182,0.55226254,0.7099637,0.6372515336331064,0.6648531082225525,0.726766058333081,0.3762438805292305,0.5301332667629511,0.46823797298253433
345,BTC-USD,2024-06-09,69512.28125,0.32994179929305045,0.6062232792273073,0.14865206815427748,0.3188481648296716,0.48994978454397103,0.14879916423814862,0.2838145593848876,0.40499843930537527,0.1607928222829467,0.254082394278117,0.609071265428114,0.20068077851585386,0.17821361036561048,0.40293774287243006,0.07608988484546242,0.360903487413746,0.1865759103856028,0.021385240835612003,0.15838694534709608,0.17380760331690753,0.008508901481941023,0.1398514668750747,0.7123535455674556,0.04564229136954314,0.36,0.22,0.35,0.69,0.69,0.64,0.27,0.16,0.48,0.75,0.74,0.67,0.3,0.28,0.5,0.79,0.6,0.75,0.46,0.5,0.59,0.72,0.79,0.66,0.19800413,0.05876121,0.22151099,0.80940855,0.42706844,0.9925028,0.907117,0.019562857,0.92566115,0.95296794,0.9532999,0.88833547,0.6186331,0.91723245,0.74034524,0.95111567,0.91524726,0.9967456,0.8619227,0.8411274,0.898802,0.95297235,0.8462439,0.79984033,0.6950040351471025,0.7154732964250698,0.649868125525398,0.33393454664165717,0.41971769018849636,0.40854855977109933
1146,SOL-USD,2024-06-10,149.42898559570312,0.8104661850011617,0.6857728649804324,0.6631470673871426,0.6964418048112212,0.5256237706665662,0.5844097738403533,0.743724871510897,0.8242458002335972,0.8302789513694474,0.47216117074222475,0.46149131728813736,0.34762128621274724,0.7420989415421607,0.2408491482003573,0.8637695430884224,0.45412200384712825,0.3289407081703076,0.35616091711381487,0.6412575962109318,0.7637604249456379,0.8364168376041731,0.3051406429201889,0.5106617383399148,0.4691232280740901,0.39,0.23,0.38,0.59,0.71,0.59,0.28,0.17,0.52,0.72,0.67,0.63,0.38,0.26,0.53,0.76,0.61,0.71,0.51,0.48,0.65,0.74,0.73,0.67,0.36134624,0.19659975,0.49325544,0.32178482,0.4277986,0.98645973,0.83787346,0.014590289,0.871887,0.94450307,0.9511186,0.7075228,0.6360298,0.80860394,0.83669525,0.92596054,0.6319002,0.9910573,0.97084415,0.84074193,0.97647846,0.9107808,0.5242931,0.6265323,0.6206589076583202,0.677925979227314,0.681847266400122,0.372980794874046,0.5451907360208224,0.6097745667257721
746,ETH-USD,2024-06-10,3498.33056640625,0.505748238727181,0.5362179870422752,0.11095125123792257,0.20073949824441012,0.5763165973610371,0.7084693301034405,0.4669928454851749,0.645207258696865,0.556967341410343,0.17838067662173918,0.506753219790652,0.5835791938714847,0.722026014523101,0.5938226374145426,0.34677873758062183,0.4195743071331596,0.5152568738133463,0.43713665455797573,0.7285955909636881,0.8110015553504002,0.49028459340998043,0.8071260739902131,0.5327245839575983,0.39593549663766514,0.39,0.29,0.39,0.56,0.63,0.6,0.28,0.2,0.44,0.69,0.69,0.63,0.37,0.28,0.5,0.74,0.59,0.7,0.48,0.58,0.61,0.73,0.69,0.66,0.4892162,0.14739475,0.5129518,0.32178482,0.4114747,0.9953838,0.8295452,0.016939955,0.7821486,0.9465777,0.9159892,0.87898,0.6365271,0.8115462,0.7543533,0.92108333,0.6319002,0.9916857,0.9877314,0.86635,0.97440207,0.9280452,0.55226254,0.71778977,0.6192884387653914,0.6391435148345845,0.7304003265241521,0.3861802456952723,0.5272263205026742,0.4926688989413313
346,BTC-USD,2024-06-10,67332.03125,0.2873746174578987,0.6900376204130348,0.1449199250809464,0.2508702787925368,0.48675773401205985,0.1874623106126996,0.25702981453933366,0.42718639980149453,0.23497752671277033,0.16537993335204224,0.5877428292198604,0.183258318809883,0.11028238432538252,0.37141583187421356,0.06445411078069943,0.3403223089611639,0.17994489895813703,0.027088814933755822,0.08596633947945545,0.2393143095509087,0.014830904208947301,0.16490249147496613,0.5994761949224805,0.025917972725393385,0.34,0.24,0.34,0.67,0.68,0.66,0.29,0.15,0.47,0.71,0.77,0.67,0.31,0.26,0.52,0.78,0.6,0.74,0.45,0.55,0.62,0.76,0.8,0.67,0.27193385,0.05876121,0.27279288,0.80940855,0.4890598,0.9929911,0.9003247,0.019434309,0.91873163,0.9517693,0.93906885,0.94267815,0.6266085,0.91723245,0.6801265,0.94469756,0.8895007,0.9965919,0.8447743,0.8411274,0.898802,0.9507763,0.8462439,0.79984033,0.6951629233415701,0.7008608339818286,0.6605674363735422,0.3436476295683638,0.420770788666567,0.4173652002620085
1147,SOL-USD,2024-06-11,155.1775665283203,0.8331023039227875,0.696245552848869,0.6654589984967462,0.6451551490171697,0.5805753307656066,0.6171455221153811,0.7564678587525603,0.8297663581714629,0.7418248402466932,0.38142754680837676,0.5024983534392856,0.3296000267453452,0.6793943041743179,0.25343089790907547,0.8441398249720937,0.4964207693324669,0.3161976775152284,0.30676913829825253,0.5846538697685403,0.8326384133580949,0.8227936456317401,0.293996683488359,0.532250424723652,0.3164071430733285,0.38,0.22,0.37,0.57,0.71,0.6,0.29,0.17,0.5,0.69,0.68,0.64,0.39,0.28,0.53,0.74,0.61,0.73,0.5,0.5,0.66,0.72,0.7,0.69,0.36134624,0.19659975,0.53919053,0.32178482,0.4277986,0.99565744,0.8295452,0.016939955,0.8606994,0.94481647,0.9211764,0.8809348,0.6210122,0.8115462,0.88220644,0.92596054,0.6319002,0.9916857,0.96919125,0.86635,0.97647846,0.9107808,0.5242931,0.6752976,0.6210962380404008,0.66197426934338,0.7028762801459016,0.3803584909637241,0.5418427385930104,0.6096976159422788
747,ETH-USD,2024-06-11,3559.61767578125,0.5953153247337416,0.5774382869838146,0.16747918022398817,0.16361000891865418,0.5113704981614702,0.6658043021369049,0.5276471364026871,0.6778947750031887,0.6048623736931914,0.1460868245187917,0.4135848378357382,0.5461280829180984,0.744332195442345,0.6182885251092172,0.4108716762421353,0.37488001696438294,0.45977960539704754,0.42269512995181946,0.7579101908710405,0.8246820378074573,0.5186733702473176,0.7635698117517982,0.4572668765238981,0.3718540333246254,0.39,0.29,0.39,0.56,0.63,0.6,0.28,0.2,0.44,0.69,0.69,0.63,0.37,0.28,0.5,0.74,0.59,0.7,0.48,0.58,0.61,0.73,0.69,0.66,0.4892162,0.14739475,0.5129518,0.32178482,0.4114747,0.9953838,0.8295452,0.016939955,0.7821486,0.9465777,0.9159892,0.87898,0.6365271,0.8115462,0.7543533,0.92108333,0.6319002,0.9916857,0.9877314,0.86635,0.97440207,0.9280452,0.55226254,0.71778977,0.6059208314013849,0.6317940361257155,0.7230543728083603,0.3909517667873367,0.5380566688489785,0.5042112778338064
347,BTC-USD,2024-06-11,68241.1875,0.3288580239332777,0.6719098411350091,0.14843993288697058,0.37565026135408636,0.4061592390843966,0.20174609610781125,0.30592672073657184,0.4131146573275217,0.26528096021491915,0.27154109731916337,0.5618342121176453,0.24274216094575488,0.13038601382284393,0.3315376985542993,0.0756450054494045,0.3976256425538868,0.16755576734028055,0.05198106074087415,0.11534472718215165,0.20657886600625225,0.016359194328424982,0.17228265979639437,0.6251759849504531,0.06419494954887964,0.36,0.23,0.34,0.69,0.68,0.66,0.27,0.15,0.49,0.75,0.77,0.67,0.31,0.25,0.51,0.79,0.61,0.73,0.46,0.52,0.6,0.75,0.82,0.67,0.27193385,0.05876121,0.22876531,0.80940855,0.4890598,0.9925028,0.9055883,0.016744561,0.92566115,0.95296794,0.9532999,0.914918,0.6415322,0.91723245,0.6801265,0.94469756,0.8895007,0.9965919,0.85208344,0.8411274,0.898802,0.9507763,0.8462439,0.79984033,0.6940991662105698,0.7242020285090764,0.6639746739589467,0.3349842394766873,0.430993669478385,0.41335909812153926
1148,SOL-USD,2024-06-12,147.31442260742188,0.7564918219224839,0.7170599587817265,0.6171551262608197,0.6981239398788013,0.5274480689791139,0.6590524906639509,0.6911502413566629,0.8282395270088752,0.8525739532045002,0.452884112659917,0.4664791294316451,0.4687306289768622,0.6838340188099108,0.22096844106182748,0.8462976156784339,0.4701112089431242,0.3239029344514881,0.4286611568700206,0.6674230379601421,0.74561036822911,0.8478875861572404,0.34320682220341714,0.45879252610481025,0.6189320642791318,0.39,0.22,0.38,0.59,0.71,0.59,0.28,0.17,0.53,0.7,0.67,0.63,0.38,0.26,0.54,0.76,0.61,0.72,0.52,0.47,0.66,0.75,0.72,0.67,0.36134624,0.19659975,0.49325544,0.32178482,0.4277986,0.98645973,0.83787346,0.014590289,0.871887,0.94450307,0.9511186,0.7075228,0.6360298,0.80860394,0.83669525,0.92596054,0.6319002,0.9910573,0.97084415,0.84074193,0.97647846,0.9107808,0.5242931,0.6265323,0.6179390443974337,0.6775278521894786,0.704050476057574,0.3717121923859328,0.5381934233265862,0.6078297504935746
