,Symbol,Date,Close,rf_pb_15N_30d,lr_pb_10N_30d,Xv_pb_10P_30d,rf_pb_20N_30d,rf_pb_10N_15d,rf_pb_10P_30d,Xv_pb_10N_30d,rf_pb_10N_30d,Xv_pb_15N_30d,rf_pb_15P_30d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
698011,STORE-USD,2024-08-03,0.006895768456161022,0.43026473685413313,0.880258536179179,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6502511155450793,0.4194681413214695,0
679160,SKL-USD,2024-08-03,0.041916199028491974,0.43026473685413313,0.8071628345189674,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.37202384489875134,0.2619580471496847,0,0,0.6388366836287059,0.4194681413214695,0
591890,PMG-USD,2024-08-03,0.0008924577850848436,0.43026473685413313,0.7525870979972803,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6303142806054948,0.4194681413214695,0
873473,XTM-USD,2024-08-03,0.03194006159901619,0.43026473685413313,0.6045209291713167,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6071926583377631,0.4194681413214695,0
799875,VEMP-USD,2024-08-03,0.0035795338917523623,0.43026473685413313,0.8039369401094209,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.638332936468875,0.4194681413214695,0
772927,UNB-USD,2024-08-03,0.0004609765892382711,0.43026473685413313,0.565324857411001,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6010719031861516,0.4194681413214695,0
726159,T-USD,2024-08-03,0.019248468801379204,0.43026473685413313,0.7904621102043451,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6362287425827395,0.4194681413214695,0
579183,PBX-USD,2024-08-03,0.0007637644885107875,0.43026473685413313,0.5508146153191809,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.598806022064754,0.4194681413214695,0
693147,SPA-USD,2024-08-03,0.007008146028965712,0.43026473685413313,0.5394386014906833,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.597029573759644,0.4194681413214695,0
691707,SOUL-USD,2024-08-03,0.0648755207657814,0.449153625743022,0.5513647215479549,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.37202384489875134,0.2619580471496847,0,0,0.6021732367260215,0.4194681413214695,0
58613,ARPA-USD,2024-08-03,0.034668028354644775,0.43026473685413313,0.7307698528028689,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.37566020853511506,0.26313151984728467,0,0,0.6269073571583121,0.4194681413214695,0
610694,PUMLX-USD,2024-08-03,0.004466785117983818,0.43026473685413313,0.8288679800608582,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6422261018899134,0.4194681413214695,0
878201,XYM-USD,2024-08-03,0.01702338643372059,0.43026473685413313,0.7606898309544715,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6315795820059293,0.4194681413214695,0
730450,TENET-USD,2024-08-03,0.0070762294344604015,0.4480742606636569,0.7803588110308495,0.0085531045,0.3492392017339386,0.4265850244383526,0.3847816996549872,0.9751475,0.39885905792123616,0.91411835,0.34754558763390037,0.2521418941362492,0,0,0.6382245143951597,0.4265850244383526,0
720872,SXP-USD,2024-08-03,0.2052094042301178,0.47604277705812215,0.4672200099075211,0.0085531045,0.46393014733804216,0.42842835186256245,0.26318407861295795,0.9806238,0.47530775493163147,0.8891345,0.23235388507355034,0.17159719154417147,0,0,0.6233164801432436,0.42842835186256245,0
895689,ZIL-USD,2024-08-03,0.013673133216798306,0.35934772004741045,0.7333517839335625,0.009305167,0.35146772759404343,0.41938042266757436,0.41331395385784686,0.9806238,0.30338978727836974,0.8891345,0.403732591969434,0.2806918023397357,0,0,0.5943714086260221,0.41938042266757436,0
613123,PUSH-USD,2024-08-03,0.07616718858480453,0.479670665892415,0.28774808406790797,0.0085531045,0.35685458634932327,0.43044866080198896,0.3869062417795293,0.9751475,0.40266064522282347,0.91411835,0.358238228326541,0.25635025003901796,0,0,0.5686661406733489,0.43044866080198896,0
763522,TURBOS-USD,2024-08-03,0.00112661172170192,0.45032426066365694,0.8759296305916426,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.6544202366362959,0.43044866080198896,0
562352,OPUL-USD,2024-08-03,0.06536076217889786,0.47143537177476796,0.08628995141981845,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.358238228326541,0.25278342325526737,0,0,0.5347795358872156,0.43044866080198896,0
623610,RACA-USD,2024-08-03,0.00013035624579060823,0.45032426066365694,0.5274227832753531,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.5999983268559691,0.43044866080198896,0
643680,ROSE-USD,2024-08-03,0.06441750377416611,0.4692131495525458,0.6848636782212985,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3539048949932077,0.25138503495729414,0,0,0.6278651931444001,0.43044866080198896,0
34672,ALPHA-USD,2024-08-03,0.054498910903930664,0.45032426066365694,0.8811517326593401,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3539048949932077,0.25138503495729414,0,0,0.6552357063172516,0.43044866080198896,0
62796,ATA-USD,2024-08-03,0.0716325119137764,0.479670665892415,0.8617207767606643,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.358238228326541,0.25278342325526737,0,0,0.6572993740927651,0.43044866080198896,0
884376,ZCX-USD,2024-08-03,0.0717914029955864,0.479670665892415,0.5365828646409678,0.0085531045,0.3501879196826566,0.43044866080198896,0.3869062417795293,0.9751475,0.40266064522282347,0.91411835,0.358238228326541,0.25635025003901796,0,0,0.6065266955763998,0.43044866080198896,0
839105,XAI-USD,2024-08-03,0.14910946786403656,0.4724377239977084,0.7505779355326748,0.006055688,0.4292730742941269,0.4290941125724408,0.4494568300801178,0.94397855,0.4239758715341798,0.8398509,0.42052859008896165,0.29796166948779373,0,0,0.6378897073891768,0.4290941125724408,0
601233,POND-USD,2024-08-03,0.012440232560038567,0.45032426066365694,0.3464893044625363,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.5717442321774352,0.43044866080198896,0
694722,SRBP-USD,2024-08-03,9.292965842178091e-05,0.45032426066365694,0.16710483094774478,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.5437320260793626,0.43044866080198896,0
618926,QKC-USD,2024-08-03,0.007306342013180256,0.37875366790072673,0.23520325732465205,0.0091189435,0.39038012075643663,0.430561783790112,0.40894353032588315,0.9806238,0.3691294781430606,0.87060857,0.40643477867162076,0.279945251413126,0,0,0.5357133198415184,0.430561783790112,0
732407,TFUEL-USD,2024-08-03,0.053403325378894806,0.3872298600092716,0.5129021091833509,0.0044195177,0.43811383149014743,0.43166596899777,0.2709690101565102,0.9530333,0.38815054071481975,0.8876589,0.2099643301839954,0.1658234416415605,0,0,0.5892174957251082,0.43166596899777,0
649531,RSR-USD,2024-08-03,0.0039018660318106413,0.3872298600092716,0.24470830795252668,0.0044195177,0.43811383149014743,0.43166596899777,0.2709690101565102,0.9530333,0.38815054071481975,0.8876589,0.21360069382035907,0.16699691433916042,0,0,0.5473370593244411,0.43166596899777,0
634137,REQ-USD,2024-08-03,0.08768392354249954,0.4423409711203828,0.5554064281455557,0.0044195177,0.4597804981568141,0.43166596899777,0.28958012126762134,0.9530333,0.4008588740481531,0.8876589,0.23040805312771834,0.1790589940459404,0,0,0.6111383840905178,0.43166596899777,0
580144,PEL-USD,2024-08-03,0.0036352674942463636,0.45032426066365694,0.3775639265200704,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.576596763171003,0.43044866080198896,0
862770,XNL-USD,2024-08-03,0.005656912457197905,0.45032426066365694,0.6644854058230164,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.6214016643685152,0.43044866080198896,0
628057,RDNT-USD,2024-08-03,0.06973761320114136,0.479670665892415,0.10738903404932935,0.0085531045,0.3554260149207519,0.43044866080198896,0.3919062417795293,0.9751475,0.40266064522282347,0.91411835,0.358238228326541,0.2581336634308933,0,0,0.5402881412994015,0.43044866080198896,0
595265,POLC-USD,2024-08-03,0.006847159005701542,0.45032426066365694,0.2526928714180445,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.5570972286646717,0.43044866080198896,0
740541,TLM-USD,2024-08-03,0.009038721211254597,0.45032426066365694,0.232071312642882,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.5538770204540334,0.43044866080198896,0
631729,REN-USD,2024-08-03,0.03507393226027489,0.45032426066365694,0.7522972428409781,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.35754125862957137,0.25255850765489407,0,0,0.6351141291554672,0.43044866080198896,0
653711,RVN-USD,2024-08-03,0.015396329574286938,0.45032426066365694,0.1480506378920883,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.540756573564162,0.43044866080198896,0
744247,TOKO-USD,2024-08-03,0.0005322963697835803,0.45032426066365694,0.38288020917767007,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.5774269398443928,0.43044866080198896,0
831740,WLKN-USD,2024-08-03,0.001959359273314476,0.45032426066365694,0.8724750126961319,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.6538807726203584,0.43044866080198896,0
615408,PZP-USD,2024-08-03,0.07902055978775024,0.479670665892415,0.3451545853550598,0.0085531045,0.3554260149207519,0.43044866080198896,0.39565624177952935,0.9751475,0.40266064522282347,0.91411835,0.358238228326541,0.2594712234747998,0,0,0.5774169824733216,0.43044866080198896,0
637270,REVV-USD,2024-08-03,0.005597755778580904,0.45032426066365694,0.18921265218234865,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.5471843251143289,0.43044866080198896,0
869036,XRD-USD,2024-08-03,0.023330453783273697,0.45032426066365694,0.7853707336515342,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.6402787982197138,0.43044866080198896,0
629372,REEF-USD,2024-08-03,0.001103762537240982,0.45032426066365694,0.704723874804157,0.0085531045,0.3501879196826566,0.43044866080198896,0.37690624177952936,0.9751475,0.40266064522282347,0.91411835,0.3518745919629047,0.2507298460344675,0,0,0.6276851975198816,0.43044866080198896,0
660317,SCLP-USD,2024-08-03,0.14531491696834564,0.4925794891383126,0.3824789456469049,0.0085531045,0.4361663345426504,0.43030285317824024,0.27050144993895,0.9806238,0.4362594886554241,0.8891345,0.238520551740217,0.17619718526373773,0,0,0.6012150420867737,0.43030285317824024,0
29502,ALEPH-USD,2024-08-03,0.13033418357372284,0.4825794891383126,0.8415920934716212,0.0085531045,0.4302139535902695,0.43030285317824024,0.27050144993895,0.9806238,0.4279261553220907,0.8891345,0.22852055174021702,0.17297013534533795,0,0,0.6686619950467542,0.43030285317824024,0
33277,ALICE-USD,2024-08-03,0.8892831802368164,0.49187611039145557,0.8356212348468228,0.0058783703,0.4886686646686647,0.4296446217038323,0.3896203367992161,0.9596365,0.5066551150878152,0.91000885,0.3134684233130885,0.24201332829573452,0,0,0.692948816819756,0.4296446217038323,0
755455,TRU-USD,2024-08-03,0.1507468819618225,0.4662440190528425,0.42119680742933363,0.0085531045,0.43286172686962165,0.4293518727860834,0.26348124791874794,0.9806238,0.45442848958913085,0.8891345,0.22987769459735982,0.1709041076606782,0,0,0.6057236166725997,0.4293518727860834,0
791909,USTC-USD,2024-08-03,0.015158702619373798,0.43026473685413313,0.831247352452642,0.0085531045,0.3574168574115943,0.4194681413214695,0.39015593652922415,0.9751475,0.3901003999125782,0.91411835,0.36999354186844835,0.26130285822685806,0,0,0.6425976584049047,0.4194681413214695,0
836124,WOOP-USD,2024-08-03,0.0022141265217214823,0.35934772004741045,0.9966056778717575,0.009305167,0.35146772759404343,0.41938042266757436,0.41331395385784686,0.9806238,0.30338978727836974,0.8891345,0.403732591969434,0.2806918023397357,0,0,0.6354804421372686,0.41938042266757436,0
42575,AMPL-USD,2024-08-03,0.8871687650680542,0.49187611039145557,0.8521525931882827,0.0031174333,0.4886686646686647,0.43447795503716563,0.3833375085163878,0.9596365,0.5066551150878152,0.91000885,0.3134684233130885,0.23888716183384026,0,0,0.6955303101222066,0.43447795503716563,0
7582,ACH-USD,2024-08-03,0.01817283220589161,0.36549005079887437,0.7972915215757157,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.632065366493909,0.40236846730267783,0
756556,TRVL-USD,2024-08-03,0.02592727728188038,0.34827143608025957,0.7722900844261789,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6271288966238171,0.38280208923629977,0
809221,VOLT-USD,2024-08-03,0.0005924717988818884,0.43496223057987754,0.8456492767271264,0.048481185,0.47004562469694045,0.39157214009187696,0.32541474622965494,0.91194725,0.49123735768350857,0.78787297,0.2868277584224236,0.2241742193773582,0,0,0.6518928910254458,0.39157214009187696,0
798806,VELO-USD,2024-08-03,0.009018651209771633,0.3752368350603645,0.6342297627384895,0.006055688,0.4019723895987054,0.397492468301679,0.32468945518083453,0.95601314,0.4123752245277388,0.79803556,0.2515955323151975,0.19894376700450678,0,0,0.5921817408080683,0.397492468301679,0
694022,SQR-USD,2024-08-03,0.09037929028272629,0.4321325471913706,0.8177861867760501,0.0085531045,0.42033971671603254,0.4016188280530386,0.2849243383532177,0.9806238,0.4142491329980096,0.8891345,0.2094476801673454,0.17195961894955514,0,0,0.6520462133178903,0.4016188280530386,0
68976,AUDIO-USD,2024-08-03,0.11912111192941666,0.4294680172768407,0.5433830307111879,0.0085531045,0.4143873357636516,0.4016188280530386,0.2768709472998266,0.9806238,0.4373693265299677,0.8891345,0.20916990238956767,0.16899747358311873,0,0,0.6123371287475252,0.4016188280530386,0
40710,AMP-USD,2024-08-03,0.003440188243985176,0.36549005079887437,0.762350861755098,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.6266091252433691,0.40236846730267783,0
61641,ASTR-USD,2024-08-03,0.05680471658706665,0.36549005079887437,0.8493865791801204,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.18733729055695583,0.15524137360591586,0,0,0.640200393242393,0.40236846730267783,0
56384,ARKER-USD,2024-08-03,0.0003499543236102909,0.36549005079887437,0.8529386553349159,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.6407550760829677,0.40236846730267783,0
674392,SIDUS-USD,2024-08-03,0.0022556057665497065,0.36549005079887437,0.414721925976315,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5723243078124671,0.40236846730267783,0
794317,UTK-USD,2024-08-03,0.03688116744160652,0.36549005079887437,0.37623020166352894,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.18733729055695583,0.15524137360591586,0,0,0.5663135416999193,0.40236846730267783,0
760050,TSUGT-USD,2024-08-03,0.0073316870257258415,0.36549005079887437,0.3869382084071958,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5679856757811246,0.40236846730267783,0
803242,VET-USD,2024-08-03,0.022652877494692802,0.36549005079887437,0.5193917938991526,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5886692782274836,0.40236846730267783,0
578025,PBR-USD,2024-08-03,0.027797816321253777,0.36549005079887437,0.47191502780085587,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5812554316957446,0.40236846730267783,0
730014,TEL-USD,2024-08-03,0.0015581822954118252,0.36549005079887437,0.2943436276474231,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.5535263503501892,0.40236846730267783,0
596523,POLK-USD,2024-08-03,0.016395827755331993,0.34827143608025957,0.8062702803409764,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6324351543649015,0.38280208923629977,0
55194,ARB-USD,2024-08-03,0.0011849435977637768,0.34827143608025957,0.7870875392510128,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6294396281278232,0.38280208923629977,0
811163,VR-USD,2024-08-03,0.006706750486046076,0.34827143608025957,0.7712517719918802,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.626966756493549,0.38280208923629977,0
702827,STRAX-USD,2024-08-03,0.04247856140136719,0.3582714360802596,0.4393217466896885,0.0085531045,0.4012444786207945,0.38280208923629977,0.2599820584109377,0.9806238,0.4069845226083991,0.8891345,0.193519108738774,0.15792291022208246,0,0,0.5758480850851578,0.38280208923629977,0
19050,AERGO-USD,2024-08-03,0.08253611624240875,0.3693825471913707,0.7266043633367931,0.0085531045,0.406720669096985,0.38280208923629977,0.2677598361887155,0.9806238,0.41316099319663435,0.8891345,0.20051910873877404,0.16295604377454614,0,0,0.6246589110373764,0.38280208923629977,0
22704,AIEPK-USD,2024-08-03,0.004414897412061691,0.34827143608025957,0.8626688538307535,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6412422067996969,0.38280208923629977,0
627316,RBP-USD,2024-08-03,1.0032405953097623e-05,0.34827143608025957,0.6342994299824962,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6055806400988977,0.38280208923629977,0
660545,SCPT-USD,2024-08-03,0.012834613211452961,0.34827143608025957,0.8403255286723912,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6377531320933473,0.38280208923629977,0
776031,UNI-USD,2024-08-03,0.00011827273556264117,0.34827143608025957,0.6050997688973737,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6010208980639056,0.38280208923629977,0
830092,WIN-USD,2024-08-03,8.026212162803859e-05,0.34827143608025957,0.7026675407796654,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6162568238993215,0.38280208923629977,0
846382,XCUR-USD,2024-08-03,0.00795161072164774,0.34827143608025957,0.7010721548940857,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6160076926486777,0.38280208923629977,0
833518,WOMBAT-USD,2024-08-03,0.0005513295764103532,0.34827143608025957,0.3238265995554692,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.5570980220474714,0.38280208923629977,0
815351,VSYS-USD,2024-08-03,0.00042654480785131454,0.34827143608025957,0.3328823777322807,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.558512148474898,0.38280208923629977,0
574634,OXT-USD,2024-08-03,0.06504902243614197,0.34827143608025957,0.5374303499984223,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.1836706238902892,0.15395212682524925,0,0,0.5904538201468865,0.38280208923629977,0
227,1CAT-USD,2024-08-03,0.0022396850399672985,0.34827143608025957,0.6697862532611045,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6111221687940458,0.38280208923629977,0
761964,TT-USD,2024-08-03,0.00309560215100646,0.34827143608025957,0.35666885222951134,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.5622265815744161,0.38280208923629977,0
666273,SENSO-USD,2024-08-03,0.03164217621088028,0.34827143608025957,0.6444686671852545,0.0085531045,0.4000540024303183,0.38280208923629977,0.2577598361887155,0.9806238,0.41316099319663435,0.8891345,0.18730698752665284,0.15512559952284916,0,0,0.6071686413500782,0.38280208923629977,0
725252,SYS-USD,2024-08-03,0.07766660302877426,0.38660116190998545,0.37913901062500666,0.0085531045,0.4028806202569361,0.40236846730267783,0.2780570054945055,0.9806238,0.4060371497198498,0.8891345,0.20301910873877405,0.1674356281818168,0,0,0.5714319497149544,0.40236846730267783,0
44973,ANKR-USD,2024-08-03,0.024333447217941284,0.36549005079887437,0.8104794874276589,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.1909736541933195,0.1564148463035158,0,0,0.6341247644463661,0.40236846730267783,0
888170,ZEE-USD,2024-08-03,0.009807377122342587,0.35934772004741045,0.09456377256024458,0.009305167,0.35146772759404343,0.41938042266757436,0.41331395385784686,0.9806238,0.30338978727836974,0.8891345,0.403732591969434,0.2806918023397357,0,0,0.49461995814114035,0.41938042266757436,0
880468,XYO-USD,2024-08-03,0.004952719900757074,0.35383365078334117,0.058979525180309106,0.009305167,0.3599466653229812,0.4110658695736095,0.40741813741813737,0.9806238,0.2940041451427275,0.8891345,0.4140345400213821,0.2819133568028522,0,0,0.48754884450649716,0.4110658695736095,0
19900,AERO-USD,2024-08-03,0.0002859665546566248,0.3734265587353823,0.5859202920529551,0.0085531045,0.39928862745441696,0.40870685114106176,0.23526672877775817,0.9806238,0.4112815580892582,0.8891345,0.22103348325314853,0.15798640625474075,0,0,0.601915992227931,0.40870685114106176,0
24448,AIPAD-USD,2024-08-03,0.05314980074763298,0.3734265587353823,0.545478679683197,0.0085531045,0.39928862745441696,0.40870685114106176,0.23526672877775817,0.9806238,0.4112815580892582,0.8891345,0.22103348325314853,0.15798640625474075,0,0,0.5956007367409692,0.40870685114106176,0
8259,ACQ-USD,2024-08-03,0.008469769731163979,0.3734265587353823,0.5120187796682082,0.0085531045,0.39928862745441696,0.40870685114106176,0.23526672877775817,0.9806238,0.4112815580892582,0.8891345,0.22103348325314853,0.15798640625474075,0,0,0.5903757270348562,0.40870685114106176,0
655678,SAFE-USD,2024-08-03,0.05447850003838539,0.3734265587353823,0.6094871992660214,0.0085531045,0.39928862745441696,0.40870685114106176,0.23526672877775817,0.9806238,0.4112815580892582,0.8891345,0.22103348325314853,0.15798640625474075,0,0,0.6055961382796579,0.40870685114106176,0
849190,XDB-USD,2024-08-03,0.0003116707957815379,0.3734265587353823,0.6905465177509468,0.0085531045,0.39928862745441696,0.40870685114106176,0.23526672877775817,0.9806238,0.4112815580892582,0.8891345,0.22103348325314853,0.15798640625474075,0,0,0.6182541475882607,0.40870685114106176,0
561305,OPEN-USD,2024-08-03,0.008483712561428547,0.43497740653739103,0.10087780287679123,0.006055688,0.3819397409607936,0.40929613277446103,0.4361007694740572,0.94397855,0.3820262436766573,0.8398509,0.3966397012000727,0.2854887303243293,0,0,0.5146955211795898,0.40929613277446103,0
769682,UFO-USD,2024-08-03,5.917135422350839e-05,0.3517503174500078,0.918240883532936,0.009305167,0.3599466653229812,0.4110658695736095,0.40741813741813737,0.9806238,0.2940041451427275,0.8891345,0.4140345400213821,0.2819133568028522,0,0,0.6213669218019824,0.4110658695736095,0
708955,SUKU-USD,2024-08-03,0.060236331075429916,0.36549005079887437,0.2531595014559052,0.0085531045,0.3962139535902695,0.40236846730267783,0.25805700549450555,0.9806238,0.4060371497198498,0.8891345,0.18733729055695583,0.15524137360591586,0,0,0.5470951458638617,0.40236846730267783,0
866760,XPR-USD,2024-08-03,0.0007505214307457209,0.3517503174500078,0.12534309711906788,0.009305167,0.3599466653229812,0.4110658695736095,0.40741813741813737,0.9806238,0.2940041451427275,0.8891345,0.4140345400213821,0.2819133568028522,0,0,0.49755009544828255,0.4110658695736095,0
722394,SYLO-USD,2024-08-03,0.0009876159019768238,0.3517503174500078,0.20393062559842853,0.009305167,0.3599466653229812,0.4110658695736095,0.40741813741813737,0.9806238,0.2940041451427275,0.8891345,0.4140345400213821,0.2819133568028522,0,0,0.5098221165511595,0.4110658695736095,0
