,Symbol,Date,Close,Xv_pb_10N_30d,lr_pb_10P_30d,rf_pb_20P_30d,rf_pb_15P_30d,rf_pb_15N_30d,Xv_pb_15P_30d,rf_pb_10P_15d,Xv_pb_10P_30d,Xv_pb_15N_30d,lr_pb_10N_15d,rf_pb_10N_30d,rf_pb_10N_15d,Xv_pb_20N_30d,lr_pb_10N_30d,rf_pb_25N_30d,lr_pb_15N_30d,rf_pb_15N_15d,Xv_pb_10N_15d,rf_pb_10P_30d,rf_pb_20N_30d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
167185,EVER-USD,2024-07-10,0.05328100174665451,0.9564041,0.2681689891325602,0.35704664896768484,0.30024017933484454,0.48676789876789883,0.008200919,0.42639266534119485,0.06131418,0.842561,0.6020993358516187,0.5728151867614316,0.4768323104770474,0.69445336,0.7553069481968696,0.5756898996007157,0.6399839829567741,0.535398852244247,0.40723777,0.3276213577272401,0.5512143273393273,0.2228691300491094,0.42639266534119485,0,0.6757745073028176,0.5019817058972162,0
13615,AIEPK-USD,2024-07-10,0.005135999992489815,0.98230076,0.4937200437815606,0.4774441971427267,0.36932687520178165,0.43026473685413313,0.007304427,0.3649426588048362,0.014439768,0.88082016,0.43825721933106104,0.3901003999125782,0.4194681413214695,0.88416654,0.5723461170482974,0.47992480726765174,0.41622061132681654,0.46733679351694063,0.686429,0.39015593652922415,0.3574168574115943,0.29080467526096815,0.3649426588048362,0,0.5964775401525061,0.5011380807143428,0
160958,ERTHA-USD,2024-07-10,0.0009830000344663858,0.98230076,0.8057809162900558,0.5031898681383977,0.3246433319948025,0.442885723710414,0.007304427,0.39435365583537313,0.014439768,0.88082016,0.3547807698720071,0.4105554864926648,0.4490850244383527,0.88416654,0.3094828013830896,0.48470083679368126,0.2090709392844481,0.4731621903423375,0.7606221,0.375331677454965,0.355873817118554,0.3300597372188907,0.39435365583537313,0,0.5513585128338545,0.5102521006304266,0
23808,AMB-USD,2024-07-10,0.005799999926239252,0.98230076,0.483415274211284,0.4774441971427267,0.36932687520178165,0.43026473685413313,0.007304427,0.3649426588048362,0.014439768,0.88082016,0.4370241180473026,0.3901003999125782,0.4194681413214695,0.88416654,0.5696699208258743,0.47992480726765174,0.4243728667058527,0.46733679351694063,0.686429,0.39015593652922415,0.3574168574115943,0.289292092877132,0.3649426588048362,0,0.5969785447223899,0.5008539561642422,0
114662,CWEB-USD,2024-07-10,0.007600999902933836,0.9840237,0.3259266229240064,0.2966464050491117,0.18664032085998616,0.34827143608025957,0.007304427,0.3033241150865323,0.014439768,0.8477629,0.5347087623503638,0.41316099319663435,0.38280208923629977,0.88416654,0.7298414826424602,0.5139685951303598,0.5651464228067065,0.4578994824619824,0.6437221,0.2577598361887155,0.4000540024303183,0.18037513046505604,0.3033241150865323,0,0.6259910369040349,0.49994882519066075,0
137246,DOGE-USD,2024-07-10,0.10666699707508087,0.9658816,0.271425893520647,0.4053085912928197,0.27611068383034904,0.42912572394925336,0.007408664,0.44564005602240897,0.010241258,0.73288167,0.681541577193517,0.4238752245277388,0.4081273889365996,0.858263,0.8410977514286478,0.5551930014430014,0.7195921835018413,0.5350811618936617,0.40219587,0.33384024883162816,0.4293057229320387,0.2190269912194541,0.44564005602240897,0,0.6547752649737486,0.49904558788380093,0
35492,ARPA-USD,2024-07-10,0.03853899985551834,0.9840237,0.3826155390254988,0.44418220673863523,0.4133678733547154,0.3530003174500078,0.007304427,0.3684690510429157,0.01570124,0.8477629,0.48463200762568626,0.2940041451427275,0.4110658695736095,0.88416654,0.7333845419109286,0.448106827861437,0.6069947156507306,0.41374137103007075,0.6944358,0.40741813741813737,0.3599466653229812,0.28043362450036297,0.3684690510429157,0,0.604207086537783,0.498966968343486,0
72460,BOSON-USD,2024-07-10,0.3244749903678894,0.9635447,0.5805500315499988,0.4337866524473516,0.33720360479827,0.5244929857723973,0.007408664,0.4349712899049987,0.0074827196,0.845832,0.46686479297406047,0.4752350730125874,0.49677708010888105,0.87660056,0.4784412585705033,0.5752523143351315,0.3402241377746025,0.5686281565656565,0.46375355,0.3344406382016676,0.5006012759170655,0.27916681737893073,0.4349712899049987,0,0.6192137318858195,0.49832321113822653,0
107068,CSPR-USD,2024-07-10,0.02144699916243553,0.9840237,0.44271315617021284,0.314022140424847,0.2163668165864819,0.3734265587353823,0.007304427,0.34076224313878223,0.014439768,0.8477629,0.49551943396606024,0.4112815580892582,0.40870685114106176,0.88416654,0.5863397786088828,0.537964518797336,0.4395813051698802,0.45666352397602394,0.6437221,0.23526672877775817,0.39928862745441696,0.2011103688081269,0.34076224313878223,0,0.6025333953767011,0.49814203253693434,0
108983,CTI-USD,2024-07-10,0.01752600073814392,0.9840237,0.4108047000165168,0.314022140424847,0.2163668165864819,0.3734265587353823,0.007304427,0.34076224313878223,0.014439768,0.8477629,0.49302058675608573,0.4112815580892582,0.40870685114106176,0.88416654,0.5860742394029993,0.537964518797336,0.42268703463823887,0.45666352397602394,0.6437221,0.23526672877775817,0.39928862745441696,0.1964266960346275,0.34076224313878223,0,0.6008438140124959,0.4975662616342065,0
64833,BMX-USD,2024-07-10,0.40084800124168396,0.9564041,0.49428899436728635,0.33479147576709506,0.3144970237975713,0.585598484848485,0.008200919,0.4238136126111407,0.06131418,0.842561,0.45651146904244677,0.6518559515521964,0.5638144533341902,0.69445336,0.4664372326899765,0.5607601626709787,0.3374656239372318,0.5520459482038429,0.40723777,0.3163496258643317,0.5967089022089023,0.25285483283392496,0.4238136126111407,0,0.6405581238043871,0.49750414793997433,0
94455,CIRUS-USD,2024-07-10,0.006399999838322401,0.98230076,0.6236801201250456,0.4774441971427267,0.36932687520178165,0.43026473685413313,0.007304427,0.3649426588048362,0.014439768,0.88082016,0.41507855704480395,0.3901003999125782,0.4194681413214695,0.88416654,0.5035118947186275,0.47992480726765174,0.3533152896609237,0.46733679351694063,0.686429,0.39015593652922415,0.3574168574115943,0.30988082448861975,0.3649426588048362,0,0.5825826487413535,0.49579737830752457,0
179806,FLY-USD,2024-07-10,0.0010130000300705433,0.9840237,0.2935140178448604,0.314022140424847,0.2163668165864819,0.3734265587353823,0.007304427,0.34076224313878223,0.014439768,0.8477629,0.548037475104754,0.4112815580892582,0.40870685114106176,0.88416654,0.7001016855423426,0.537964518797336,0.548567101104916,0.45666352397602394,0.6437221,0.23526672877775817,0.39928862745441696,0.1792102198746261,0.34076224313878223,0,0.6259908522894118,0.5102429564490579,0
146829,DYP-USD,2024-07-10,0.3616589903831482,0.9754274,0.9160052078051873,0.48124651737151747,0.4501541426409847,0.5576571185559775,0.009811471,0.4717761283975183,0.006897995,0.87924886,0.33861272702975537,0.47005101220877876,0.5112401962411147,0.83213645,0.1986714531385279,0.5398942544870988,0.15410398800198002,0.5801294330669331,0.60331494,0.4059405142703237,0.44483384268030496,0.36957011047203464,0.4717761283975183,0,0.564787583892663,0.5102657006449484,0
121831,DASH-USD,2024-07-10,23.915910720825195,0.9826617,0.18345942474393614,0.48405681818181834,0.46203864011805196,0.6153937377981497,0.029409263,0.44776751689650895,0.013264523,0.9367421,0.7246948588809877,0.5458404952890249,0.6025895754429036,0.829099,0.8733787281520792,0.5738878164806609,0.7802289832475947,0.6331869496473598,0.7490254,0.44739361551690315,0.4886880314388051,0.27668455673301307,0.44776751689650895,0,0.7344029049072323,0.67415280027732,0
177902,FLR-USD,2024-07-10,0.018859999254345894,0.98230076,0.6994922361677333,0.5047955957441251,0.351207925296238,0.45032426066365694,0.007304427,0.3714437051773614,0.014439768,0.88082016,0.39717217952332157,0.40266064522282347,0.43044866080198896,0.88416654,0.4614881392795452,0.49840907300191745,0.32795689860236416,0.4782733014534486,0.7606221,0.37690624177952936,0.3501879196826566,0.319634527200664,0.3714437051773614,0,0.5805302358367773,0.5158007845260245,0
170016,FEAR-USD,2024-07-10,0.06557600200176239,0.98230076,0.2949425286598917,0.47272197492050444,0.37135717823208464,0.43026473685413313,0.007304427,0.3666093254715028,0.014439768,0.88082016,0.5480824348180386,0.3901003999125782,0.4194681413214695,0.88416654,0.7425958828959737,0.48810662544946987,0.6108627094785404,0.46733679351694063,0.686429,0.39015593652922415,0.3574168574115943,0.2612338026833796,0.3666093254715028,0,0.6354212377872683,0.5264434147943174,0
60056,BIGTIME-USD,2024-07-10,0.0940689966082573,0.98230076,0.5566178953890832,0.4923300727050728,0.3852738448987513,0.494347405819155,0.007304427,0.3523236111857886,0.014439768,0.88082016,0.38827355693815985,0.40800726265767623,0.4363368281901564,0.88416654,0.5225018951689622,0.5234042444970889,0.39213045544294706,0.5922343126644597,0.686429,0.4072342193575069,0.40327400026873705,0.3084463525107288,0.3523236111857886,0,0.6078648762229341,0.5234266257173914,0
89207,CFG-USD,2024-07-10,0.47592899203300476,0.9840237,0.8719680281403537,0.39011836609460215,0.30178961600928117,0.5231014671602906,0.007304427,0.37839069695447003,0.014439768,0.8477629,0.37190902897986644,0.483734374064133,0.47807589876010925,0.88416654,0.24499669605904442,0.6003221611549783,0.14411400915465292,0.6005900287577921,0.6437221,0.3181171283781578,0.4885984013406614,0.3069288328398672,0.37839069695447003,0,0.5792396144433075,0.5230899491868688,0
83992,CCD-USD,2024-07-10,0.0028719999827444553,0.9840237,0.528875265842893,0.2966464050491117,0.18664032085998616,0.34827143608025957,0.007304427,0.3033241150865323,0.014439768,0.8477629,0.6350149734168844,0.41316099319663435,0.38280208923629977,0.88416654,0.7280338252442664,0.5139685951303598,0.5277887094689024,0.4578994824619824,0.6437221,0.2577598361887155,0.4000540024303183,0.21016488364770058,0.3033241150865323,0,0.6221181390612707,0.5230608415894424,0
1596,AA-USD,2024-07-10,0.5088179707527161,0.98230076,0.7463275360573793,0.49110316072816074,0.4439972024235794,0.5462360943617337,0.007304427,0.42360928000869147,0.014439768,0.88082016,0.26910625877069605,0.5086647726313627,0.5065586896620179,0.88416654,0.2777150424085234,0.5568923397351841,0.18514556062239895,0.6082937532239003,0.686429,0.489281395611205,0.4419166634878709,0.3620826596029726,0.42360928000869147,0,0.5877808427987484,0.5200423138164458,0
97302,CLV-USD,2024-07-10,0.04691600054502487,0.98230076,0.5015602861151166,0.4882396516881812,0.3489092239975367,0.4480742606636569,0.007304427,0.3956505142057609,0.014439768,0.88082016,0.4160712235770259,0.39885905792123616,0.4265850244383526,0.88416654,0.4921907576256022,0.4926748072676517,0.3714604324164078,0.47938441256455966,0.7606221,0.3847816996549872,0.3492392017339386,0.28907812191936577,0.3956505142057609,0,0.5868141689860646,0.5192926678636802,0
54052,BCH-USD,2024-07-10,347.4631042480469,0.67620134,0.6409934186115633,0.51463508631891,0.43977595117301,0.4824946254725665,0.09412979,0.49015050018412426,0.06416191,0.58389866,0.5113691594628813,0.4833798562548564,0.4551297852331135,0.4982297,0.5559328587319327,0.483942220410065,0.43863278744728107,0.5401795351387743,0.57870203,0.43864621081532845,0.40886147047826604,0.36202929887280966,0.49015050018412426,0,0.5154550354461996,0.5184484901141161,0
118023,DAG-USD,2024-07-10,0.028838999569416046,0.9840237,0.21662705498627144,0.2966464050491117,0.18664032085998616,0.34827143608025957,0.007304427,0.3033241150865323,0.014439768,0.8477629,0.6106096516627063,0.41316099319663435,0.38280208923629977,0.88416654,0.8003434629813857,0.5139685951303598,0.6518955170313805,0.4578994824619824,0.6437221,0.2577598361887155,0.4000540024303183,0.16433162751275418,0.3033241150865323,0,0.6424154350673278,0.5174374989210004,0
