,Symbol,Date,Close,rf_pb_25N_30d,Xv_pb_10N_30d,rf_pb_10N_30d,lr_pb_10N_30d,rf_pb_10N_15d,rf_pb_15N_30d,rf_pb_15N_15d,Xv_pb_15N_30d,rf_pb_20P_30d,rf_pb_10P_15d,lr_pb_15N_30d,rf_pb_20N_30d,Xv_pb_20N_30d,lr_pb_10P_30d,lr_pb_10N_15d,Xv_pb_15P_30d,rf_pb_10P_30d,rf_pb_15P_30d,Xv_pb_10P_30d,Xv_pb_10N_15d,score_P_30d,score_P_15d,score_P_7d,score_N_30d,score_N_15d,score_N_7d
318105,MXC-USD,2024-08-06,0.006521555129438639,0.4926748072676517,0.98230076,0.39885905792123616,0.37100667235595647,0.4265850244383526,0.4480742606636569,0.47938441256455966,0.88082016,0.4907396516881811,0.3956505142057609,0.2808881855530688,0.3492392017339386,0.88416654,0.3679562370709522,0.2559811613201394,0.007304427,0.3847816996549872,0.34687892096723366,0.014439768,0.7606221,0.2695091916911629,0.3956505142057609,0,0.5643339578267196,0.4824055787709681,0
257997,KONO-USD,2024-08-06,0.006539583671838045,0.4913761059689504,0.9785969,0.39885905792123616,0.23736722893489595,0.4265850244383526,0.4462171178065141,0.48238441256455966,0.88082016,0.4907396516881811,0.4113727364279831,0.15244230932583266,0.3492392017339386,0.8382735,0.8227199151566935,0.25301145425920657,0.007304427,0.39827376314705065,0.3472685313568441,0.014042539,0.7606221,0.33885411833824997,0.4113727364279831,0,0.5316309440429496,0.4824158610850174,0
341234,OLT-USD,2024-08-06,0.001069304533302784,0.49840907300191745,0.98230076,0.40266064522282347,0.30283520199188096,0.43044866080198896,0.45032426066365694,0.4782733014534486,0.88082016,0.5047955957441251,0.3714437051773614,0.20911419444506568,0.3501879196826566,0.88416654,0.5806174458121866,0.2543208296337583,0.007304427,0.37690624177952936,0.351207925296238,0.014439768,0.7606221,0.3021855282155085,0.3714437051773614,0,0.5510731988483968,0.4828857466023395,0
518169,WIF-USD,2024-08-06,1.4005471467971802,0.5384302233713999,0.9151695,0.4950207448570827,0.5218963379208065,0.4574830083362694,0.4825367900073782,0.5254453810078809,0.5911595,0.37126685814185817,0.4889781474227344,0.3739503227363106,0.47513702963702953,0.79632646,0.36845405492730027,0.4139447793220252,0.010231861,0.38940807135997696,0.2751563326259978,0.026788121,0.5383013,0.2417034782066511,0.4889781474227344,0,0.5773580012482976,0.48324418716055056,0
269129,LIT-USD,2024-08-06,0.00020132954523433,0.49840907300191745,0.98230076,0.40266064522282347,0.306304000172601,0.43044866080198896,0.45032426066365694,0.4782733014534486,0.88082016,0.5047955957441251,0.3714437051773614,0.2120947756341191,0.3501879196826566,0.88416654,0.7068135933061528,0.25627220196576767,0.007304427,0.37690624177952936,0.351207925296238,0.014439768,0.7606221,0.3207091903222237,0.3714437051773614,0,0.5517547993110661,0.48333537129514764,0
228315,ICE-USD,2024-08-06,0.003358607180416584,0.47992480726765174,0.98230076,0.3901003999125782,0.5146937806363938,0.4194681413214695,0.43026473685413313,0.46733679351694063,0.88082016,0.47522197492050444,0.3649426588048362,0.3822245337193969,0.3574168574115943,0.88416654,0.39460717494237496,0.3615622430333089,0.007304427,0.39015593652922415,0.36932687520178165,0.014439768,0.686429,0.275905145063433,0.3649426588048362,0,0.5866761217699018,0.4834664377417827,0
3514,ABBC-USD,2024-08-06,0.006312092300504446,0.5139685951303598,0.9840237,0.41316099319663435,0.698326309010225,0.38280208923629977,0.34827143608025957,0.4578994824619824,0.8477629,0.2966464050491117,0.3033241150865323,0.5366098648263642,0.4000540024303183,0.88416654,0.18936133484437634,0.46406144892237833,0.007304427,0.2577598361887155,0.18664032085998616,0.014439768,0.6437221,0.16032943729511007,0.3033241150865323,0,0.61965532590704,0.4836706520933375,0
336148,OAS-USD,2024-08-06,0.030213117599487305,0.5380363913692086,0.9840237,0.4060371497198498,0.6396064431719032,0.40236846730267783,0.36549005079887437,0.467978126040626,0.8477629,0.3168323857350923,0.3547449769376966,0.4853832543067495,0.3962139535902695,0.88416654,0.2287600224284812,0.40391231551451073,0.007304427,0.25805700549450555,0.18630698752665287,0.014439768,0.6437221,0.16930262073800997,0.3547449769376966,0,0.6109586282881706,0.477816579375248,0
354165,ORN-USD,2024-08-06,1.1082817316055298,0.588526953438718,0.92546445,0.5420108242221621,0.3562462896091405,0.4257278376846386,0.5255392462751796,0.5549653332778333,0.8813034,0.4357025194877363,0.4478181130126999,0.2471674338596625,0.5278963258963258,0.87737584,0.49719347805266717,0.3083682904071678,0.010231861,0.3712336401625195,0.27479459713926235,0.007266667,0.6234049,0.2638567677876398,0.4478181130126999,0,0.6091884969475823,0.477669404881756,0
222465,HNT-USD,2024-08-06,4.611339569091797,0.5814731598810546,0.9631747,0.6113510750944962,0.9428332074964932,0.5343457531747007,0.5169559937433978,0.5972498473748475,0.98600453,0.40375511171834716,0.34388585154095985,0.9263551568199924,0.5379761570988354,0.89387256,0.012465833218023184,0.7297072871370666,0.007535143,0.43393900217429615,0.3386894673953496,0.037614893,0.85520244,0.21564366472386826,0.34388585154095985,0,0.7684391943503057,0.6735581611364517,0
334699,NXRA-USD,2024-08-06,0.060679178684949875,0.47992480726765174,0.98230076,0.3901003999125782,0.5106319474841503,0.4194681413214695,0.43026473685413313,0.46733679351694063,0.88082016,0.47272197492050444,0.3666093254715028,0.3902676518681782,0.3574168574115943,0.88416654,0.4255339542704122,0.332430694498843,0.007304427,0.39015593652922415,0.37135717823208464,0.014439768,0.686429,0.28040262431606194,0.3666093254715028,0,0.58701110859599,0.47675410337792196,0
498823,VAI-USD,2024-08-06,0.9992102384567261,0.47458530974612556,0.90260315,0.49182136090769873,0.3914742280798225,0.5163439800939802,0.42476436961731084,0.5172766170448058,0.81533575,0.4149823687234679,0.46742100613907556,0.30977672099774406,0.4483001769472357,0.9377538,0.4978333282702953,0.3706232547960082,0.0051383385,0.44520578277931216,0.4007984960181613,0.050188527,0.4560526,0.3034280889973263,0.46742100613907556,0,0.5764413178195672,0.46801969671691945,0
543455,XPR-USD,2024-08-06,0.0007506764377467334,0.47992480726765174,0.98230076,0.3901003999125782,0.3634323460459182,0.4194681413214695,0.43026473685413313,0.46733679351694063,0.88082016,0.4774441971427267,0.3649426588048362,0.24864618402094654,0.3574168574115943,0.88416654,0.5445264558696561,0.29544761399725894,0.007304427,0.39015593652922415,0.36932687520178165,0.014439768,0.686429,0.2982622785956453,0.3649426588048362,0,0.5565997461461575,0.46823266134614966,0
461320,TENET-USD,2024-08-06,0.007502423133701086,0.5139685951303598,0.9840237,0.41316099319663435,0.5739687715733691,0.38280208923629977,0.34827143608025957,0.4578994824619824,0.8477629,0.2966464050491117,0.3033241150865323,0.4136066360477053,0.4000540024303183,0.88416654,0.33039436638466707,0.3984115259522392,0.007304427,0.2577598361887155,0.18664032085998616,0.014439768,0.6437221,0.18103092679393146,0.3033241150865323,0,0.5936331848378044,0.4685439507641609,0
398322,REEF-USD,2024-08-06,0.0010645681759342551,0.5139685951303598,0.9840237,0.41316099319663435,0.603116042839372,0.38280208923629977,0.34827143608025957,0.4578994824619824,0.8477629,0.2966464050491117,0.3033241150865323,0.4360496247119753,0.4000540024303183,0.88416654,0.27385565950958574,0.3998933583521237,0.007304427,0.2577598361887155,0.18664032085998616,0.014439768,0.6437221,0.17273191035878477,0.3033241150865323,0,0.5991048347600367,0.4688853865971191,0
345232,ONE-USD,2024-08-06,0.0005248980596661568,0.49840907300191745,0.98230076,0.40266064522282347,0.19717835829748764,0.43044866080198896,0.45032426066365694,0.4782733014534486,0.88082016,0.5047955957441251,0.3714437051773614,0.1346713082478659,0.3501879196826566,0.88416654,0.7210009461888779,0.19413004053571048,0.007304427,0.37690624177952936,0.351207925296238,0.014439768,0.7606221,0.322791676485289,0.3714437051773614,0,0.5319178739971433,0.469016909469541,0
10997,AERO-USD,2024-08-06,0.000266216549789533,0.537964518797336,0.9840237,0.4112815580892582,0.48584358007998146,0.40870685114106176,0.3734265587353823,0.45666352397602394,0.8477629,0.314022140424847,0.34076224313878223,0.3621640586095352,0.39928862745441696,0.88416654,0.3017240171067041,0.36957340314608195,0.007304427,0.23526672877775817,0.2163668165864819,0.014439768,0.6437221,0.18041532205280508,0.34076224313878223,0,0.5836642262129483,0.4691222270959494,0
413852,SAROS-USD,2024-08-06,0.0012235475005581975,0.5380363913692086,0.9840237,0.4060371497198498,0.5674685937260794,0.40236846730267783,0.36549005079887437,0.467978126040626,0.8477629,0.3168323857350923,0.3547449769376966,0.4133391965463683,0.3962139535902695,0.88416654,0.28653785467217313,0.36672590265552496,0.007304427,0.25805700549450555,0.18630698752665287,0.014439768,0.6437221,0.1777835218034866,0.3547449769376966,0,0.5957956241981704,0.46924828659785683,0
390223,QKC-USD,2024-08-06,0.006471225991845131,0.5139685951303598,0.9840237,0.41316099319663435,0.5808618050441765,0.38280208923629977,0.34827143608025957,0.4578994824619824,0.8477629,0.2966464050491117,0.3033241150865323,0.42759595871880685,0.4000540024303183,0.88416654,0.3183575051052469,0.40254768913537153,0.007304427,0.2577598361887155,0.18664032085998616,0.014439768,0.6437221,0.17926409986939285,0.3033241150865323,0,0.5957801386301879,0.46949698318658184,0
459933,TARA-USD,2024-08-06,0.003908551298081875,0.5139685951303598,0.9840237,0.41316099319663435,0.5993806449712065,0.38280208923629977,0.34827143608025957,0.4578994824619824,0.8477629,0.2966464050491117,0.3033241150865323,0.4377595411240352,0.4000540024303183,0.88416654,0.3010691899250878,0.403534616574684,0.007304427,0.2577598361887155,0.18664032085998616,0.014439768,0.6437221,0.17672643992373588,0.3033241150865323,0,0.5988541851332333,0.46972438568657926,0
232648,IGU-USD,2024-08-06,0.007211058866232634,0.46651012193578373,0.9840237,0.30338978727836974,0.554687944597356,0.41938042266757436,0.3605977200474104,0.4193994872176293,0.8477629,0.45697521083598713,0.35651861071747554,0.4295972543647024,0.35146772759404343,0.88416654,0.44855046556942907,0.3433198908975032,0.007304427,0.41331395385784686,0.4030659253027673,0.01570124,0.6944358,0.29147580933964096,0.35651861071747554,0,0.5697615254567824,0.47012671488938096,0
416349,SCLP-USD,2024-08-06,0.15556113421916962,0.5748976660594307,0.9840237,0.44563730038617694,0.32008383411122104,0.413952161386372,0.4730531821120055,0.5843150668775671,0.8477629,0.32008039915957637,0.3014193531817704,0.21379353289015945,0.4552695412774361,0.88416654,0.42325275642971694,0.24166992365735537,0.007304427,0.26687094729982663,0.23637769459735988,0.014439768,0.6437221,0.20876663256927758,0.3014193531817704,0,0.5770707198729641,0.47072517977196116,0
447878,SUIA-USD,2024-08-06,0.030647067353129387,0.5380363913692086,0.9840237,0.4060371497198498,0.49777061750104246,0.40236846730267783,0.36549005079887437,0.467978126040626,0.8477629,0.3143323857350923,0.3547449769376966,0.34474819132264495,0.3962139535902695,0.88416654,0.4176797375783512,0.3734401418181398,0.007304427,0.25805700549450555,0.18267062389028918,0.014439768,0.6437221,0.1960055533708038,0.3547449769376966,0,0.5812453229558776,0.47079534538894985,0
360673,PBR-USD,2024-08-06,0.030976084992289543,0.5139685951303598,0.9840237,0.41316099319663435,0.6073477948786109,0.38280208923629977,0.34827143608025957,0.4578994824619824,0.8477629,0.2966464050491117,0.3033241150865323,0.44616100866007014,0.4000540024303183,0.88416654,0.26573924225425505,0.4084382466514674,0.007304427,0.2577598361887155,0.18664032085998616,0.014439768,0.6437221,0.17154054458621198,0.3033241150865323,0,0.600572527340733,0.47085425369318773,0
