name_file,name_model,target,version,date_add,true_negative,false_positive,false_negative,true_positive,accuracy,precision,recall,auc_roc,f1_score
random_forest_v2.0.20_bl_target_25P_30d,rf_pb_25P_30d,bl_target_25P_30d,v2.0.20,2024-08-25,7159,829,152,1692,0.9002237591537836,0.6711622372074574,0.9175704989154013,0.9613230176066703,0.7752577319587629
XGB_v2.0.20_bl_target_25P_30d,Xv_pb_25P_30d,bl_target_25P_30d,v2.0.20,2024-08-25,6777,1211,190,1654,0.8575061025223759,0.5773123909249563,0.8969631236442517,0.9326041326088916,0.7024846039498831
logistic_regression_v2.0.20_bl_target_10N_30d,lr_pb_10N_30d,bl_target_10N_30d,v2.0.20,2024-08-25,3784,2855,1314,1879,0.5759764035801465,0.3969159273341783,0.5884747886000626,0.6096405626727053,0.4740759429796897
random_forest_v2.0.20_bl_target_10N_30d,rf_pb_10N_30d,bl_target_10N_30d,v2.0.20,2024-08-25,5969,670,290,2903,0.9023596419853539,0.8124825076966135,0.9091763232070154,0.9590926208469187,0.8581140999113214
XGB_v2.0.20_bl_target_10N_30d,Xv_pb_10N_30d,bl_target_10N_30d,v2.0.20,2024-08-25,5561,1078,422,2771,0.8474369406021155,0.7199272538321642,0.8678358910115879,0.9228793621307946,0.7869923317239421
logistic_regression_v2.0.20_bl_target_15N_30d,lr_pb_15N_30d,bl_target_15N_30d,v2.0.20,2024-08-25,3927,3534,858,1513,0.5532953620829943,0.29978204874182685,0.6381273724167018,0.611486096321708,0.40792666486923707
random_forest_v2.0.20_bl_target_15N_30d,rf_pb_15N_30d,bl_target_15N_30d,v2.0.20,2024-08-25,6590,871,236,2135,0.8874084621643613,0.7102461743180306,0.9004639392661324,0.9527445712220628,0.7941231169797285
XGB_v2.0.20_bl_target_15N_30d,Xv_pb_15N_30d,bl_target_15N_30d,v2.0.20,2024-08-25,6168,1293,331,2040,0.8348250610252238,0.6120612061206121,0.8603964571910586,0.9155750772850539,0.7152875175315567
logistic_regression_v2.0.20_bl_target_20N_30d,lr_pb_20N_30d,bl_target_20N_30d,v2.0.20,2024-08-25,4486,3643,661,1042,0.5622457282343368,0.2224119530416222,0.6118614210217264,0.6179954083041606,0.3262366938008766
random_forest_v2.0.20_bl_target_20N_30d,rf_pb_20N_30d,bl_target_20N_30d,v2.0.20,2024-08-25,7006,1123,135,1568,0.8720504475183075,0.5826830174656261,0.920728126834997,0.9575729355915082,0.7137005006827492
XGB_v2.0.20_bl_target_20N_30d,Xv_pb_20N_30d,bl_target_20N_30d,v2.0.20,2024-08-25,6740,1389,195,1508,0.838893409275834,0.5205384880911288,0.8854961832061069,0.9276108308429682,0.6556521739130435
logistic_regression_v2.0.20_bl_target_25N_30d,lr_pb_25N_30d,bl_target_25N_30d,v2.0.20,2024-08-25,4416,4257,424,735,0.5239015459723352,0.14723557692307693,0.634167385677308,0.6169570912555076,0.23898553080799873
random_forest_v2.0.20_bl_target_25N_30d,rf_pb_25N_30d,bl_target_25N_30d,v2.0.20,2024-08-25,7572,1101,99,1060,0.8779495524816925,0.49051365108745953,0.91458153580673,0.9558166841706338,0.6385542168674699
XGB_v2.0.20_bl_target_25N_30d,Xv_pb_25N_30d,bl_target_25N_30d,v2.0.20,2024-08-25,7346,1327,127,1032,0.8521155410903173,0.4374735057227639,0.8904227782571182,0.9367155733178459,0.5866969869243889
