name_file,name_model,target,version,date_add,true_negative,false_positive,false_negative,true_positive,accuracy,precision,recall,auc_roc,f1_score
logistic_regression_v1.1_bl_target_10P_7d,lr_pb_10P_7d,bl_target_10P_7d,v1.1,2024-08-05,718,527,116,187,0.584625322997416,0.2619047619047619,0.6171617161716172,0.6319800654764272,0.3677482792527041
random_forest_v1.1_bl_target_10P_7d,rf_pb_10P_7d,bl_target_10P_7d,v1.1,2024-08-05,926,319,79,224,0.7428940568475452,0.4125230202578269,0.7392739273927392,0.8189775604066432,0.5295508274231678
XGB_v1.1_bl_target_10P_7d,Xv_pb_10P_7d,bl_target_10P_7d,v1.1,2024-08-05,963,282,73,230,0.770671834625323,0.44921875,0.759075907590759,0.837175765769348,0.5644171779141104
logistic_regression_v1.1_bl_target_15P_7d,lr_pb_15P_7d,bl_target_15P_7d,v1.1,2024-08-05,768,595,60,125,0.5768733850129198,0.1736111111111111,0.6756756756756757,0.6736293153020959,0.2762430939226519
random_forest_v1.1_bl_target_15P_7d,rf_pb_15P_7d,bl_target_15P_7d,v1.1,2024-08-05,1048,315,46,139,0.7667958656330749,0.30616740088105726,0.7513513513513513,0.8204001507009577,0.4350547730829421
XGB_v1.1_bl_target_15P_7d,Xv_pb_15P_7d,bl_target_15P_7d,v1.1,2024-08-05,1031,332,36,149,0.7622739018087855,0.3097713097713098,0.8054054054054054,0.8458448176716702,0.4474474474474475
logistic_regression_v1.1_bl_target_20P_7d,lr_pb_20P_7d,bl_target_20P_7d,v1.1,2024-08-05,883,553,28,84,0.6246770025839793,0.13186813186813187,0.75,0.7130981396736968,0.22429906542056077
random_forest_v1.1_bl_target_20P_7d,rf_pb_20P_7d,bl_target_20P_7d,v1.1,2024-08-05,1104,332,40,72,0.7596899224806202,0.1782178217821782,0.6428571428571429,0.7934304118583366,0.27906976744186046
XGB_v1.1_bl_target_20P_7d,Xv_pb_20P_7d,bl_target_20P_7d,v1.1,2024-08-05,1159,277,28,84,0.8029715762273901,0.23268698060941828,0.75,0.8331426581774771,0.35517970401691334
logistic_regression_v1.1_bl_target_25P_7d,lr_pb_25P_7d,bl_target_25P_7d,v1.1,2024-08-05,845,636,7,60,0.584625322997416,0.08620689655172414,0.8955223880597015,0.79656746651617,0.15727391874180868
random_forest_v1.1_bl_target_25P_7d,rf_pb_25P_7d,bl_target_25P_7d,v1.1,2024-08-05,1170,311,16,51,0.7887596899224806,0.1408839779005525,0.7611940298507462,0.8629606861035808,0.23776223776223776
XGB_v1.1_bl_target_25P_7d,Xv_pb_25P_7d,bl_target_25P_7d,v1.1,2024-08-05,1104,377,8,59,0.7512919896640827,0.1353211009174312,0.8805970149253731,0.8694055045501728,0.23459244532803178
logistic_regression_v1.1_bl_target_10P_15d,lr_pb_10P_15d,bl_target_10P_15d,v1.1,2024-08-05,620,481,185,262,0.5697674418604651,0.35262449528936746,0.5861297539149888,0.6011699756373603,0.4403361344537815
random_forest_v1.1_bl_target_10P_15d,rf_pb_10P_15d,bl_target_10P_15d,v1.1,2024-08-05,909,192,74,373,0.8281653746770026,0.6601769911504425,0.8344519015659956,0.9123899972975553,0.7371541501976283
XGB_v1.1_bl_target_10P_15d,Xv_pb_10P_15d,bl_target_10P_15d,v1.1,2024-08-05,944,157,53,394,0.8643410852713178,0.7150635208711433,0.8814317673378076,0.9375471149880016,0.7895791583166333
logistic_regression_v1.1_bl_target_15P_15d,lr_pb_15P_15d,bl_target_15P_15d,v1.1,2024-08-05,711,493,144,200,0.588501291989664,0.2886002886002886,0.5813953488372093,0.6390640693811327,0.3857280617164898
random_forest_v1.1_bl_target_15P_15d,rf_pb_15P_15d,bl_target_15P_15d,v1.1,2024-08-05,1008,196,64,280,0.8320413436692506,0.5882352941176471,0.813953488372093,0.8984779417445723,0.6829268292682927
XGB_v1.1_bl_target_15P_15d,Xv_pb_15P_15d,bl_target_15P_15d,v1.1,2024-08-05,993,211,52,292,0.8301033591731266,0.5805168986083499,0.8488372093023255,0.9131818357413274,0.6894923258559621
logistic_regression_v1.1_bl_target_20P_15d,lr_pb_20P_15d,bl_target_20P_15d,v1.1,2024-08-05,759,530,104,155,0.5904392764857881,0.22627737226277372,0.5984555984555985,0.6610134461181785,0.32838983050847464
random_forest_v1.1_bl_target_20P_15d,rf_pb_20P_15d,bl_target_20P_15d,v1.1,2024-08-05,1067,222,37,222,0.832687338501292,0.5,0.8571428571428571,0.911223869330929,0.631578947368421
XGB_v1.1_bl_target_20P_15d,Xv_pb_20P_15d,bl_target_20P_15d,v1.1,2024-08-05,1084,205,33,226,0.8462532299741602,0.5243619489559165,0.8725868725868726,0.9228907506642186,0.655072463768116
logistic_regression_v1.1_bl_target_25P_15d,lr_pb_25P_15d,bl_target_25P_15d,v1.1,2024-08-05,814,547,60,127,0.6078811369509044,0.1884272997032641,0.679144385026738,0.6983108519608497,0.29500580720092917
