;simulation;Date;model;number_correct_entries;number_entries;percent_correct_entries;simulate_entry;simulate_return;simulate_variation
620;21;;rf_pb_15P_15d;1;5;0,2;500;600,0427399125476;0,20008547982509525
621;22;;rf_pb_15P_15d;0;5;0,0;500;503,7407764211641;0,007481552842328256
622;23;;rf_pb_15P_15d;1;5;0,2;500;417,80997822313896;-0,1643800435537221
623;24;;rf_pb_15P_15d;1;5;0,2;500;489,78780590251483;-0,020424388194970333
624;25;;rf_pb_15P_15d;1;5;0,2;500;490,4067859620236;-0,01918642807595279
625;26;;rf_pb_15P_15d;0;5;0,0;500;482,3994176568368;-0,035201164686326364
626;27;;rf_pb_15P_15d;2;5;0,4;500;667,4606948323526;0,3349213896647052
627;28;;rf_pb_15P_15d;1;5;0,2;500;500,23468344716883;0,00046936689433766787
628;29;;rf_pb_15P_15d;1;5;0,2;500;419,2660224310684;-0,16146795513786322
629;30;;rf_pb_15P_15d;2;5;0,4;500;520,7318303468289;0,04146366069365786
630;31;;rf_pb_15P_15d;2;5;0,4;500;664,0325347361584;0,32806506947231673
631;32;;rf_pb_15P_15d;1;5;0,2;500;470,7580290634;-0,058483941873200024
632;33;;rf_pb_15P_15d;2;5;0,4;500;509,17098786841507;0,018341975736830135
633;34;;rf_pb_15P_15d;0;5;0,0;500;403,7375325747271;-0,19252493485054584
634;35;;rf_pb_15P_15d;0;5;0,0;500;457,28101369441725;-0,0854379726111655
635;36;;rf_pb_15P_15d;0;5;0,0;500;453,45193075803905;-0,0930961384839219
636;37;;rf_pb_15P_15d;0;5;0,0;500;478,1488467390312;-0,043702306521937545
637;38;;rf_pb_15P_15d;0;5;0,0;500;463,98210776207526;-0,07203578447584948
638;39;;rf_pb_15P_15d;4;5;0,8;500;793,9534046524711;0,5879068093049423
639;40;;rf_pb_15P_15d;1;5;0,2;500;526,5818409832704;0,053163681966540706
640;41;;rf_pb_15P_15d;2;5;0,4;500;492,28377012784534;-0,015432459744309313
641;42;;rf_pb_15P_15d;3;5;0,6;500;618,8503579515497;0,2377007159030993
642;43;;rf_pb_15P_15d;0;5;0,0;500;463,2377540492117;-0,07352449190157666
643;44;;rf_pb_15P_15d;0;5;0,0;500;507,3441013594811;0,014688202718962201
644;45;;rf_pb_15P_15d;1;5;0,2;500;494,5717293729186;-0,010856541254162834
645;46;;rf_pb_15P_15d;1;5;0,2;500;509,94975319244674;0,019899506384893472
646;47;;rf_pb_15P_15d;4;5;0,8;500;954,6905750714545;0,9093811501429091
647;48;;rf_pb_15P_15d;1;5;0,2;500;460,1303304567387;-0,07973933908652259
648;49;;rf_pb_15P_15d;1;5;0,2;500;542,4627609456412;0,08492552189128241
649;50;;rf_pb_15P_15d;1;5;0,2;500;518,860274627488;0,037720549254976046
650;1;;Xv_pb_20N_30d;0;5;0,0;500;554,6052982973281;0,10921059659465618
651;2;;Xv_pb_20N_30d;1;5;0,2;500;550,4644893235817;0,10092897864716338
652;3;;Xv_pb_20N_30d;1;5;0,2;500;446,81071620773673;-0,10637856758452653
653;4;;Xv_pb_20N_30d;1;5;0,2;500;487,0889013247793;-0,025822197350441455
654;5;;Xv_pb_20N_30d;2;5;0,4;500;567,2604670194853;0,1345209340389706
655;6;;Xv_pb_20N_30d;1;5;0,2;500;514,4876978215171;0,02897539564303429
656;7;;Xv_pb_20N_30d;0;5;0,0;500;695,5215098261324;0,3910430196522648
657;8;;Xv_pb_20N_30d;3;5;0,6;500;562,1092901224501;0,12421858024490029
658;9;;Xv_pb_20N_30d;1;5;0,2;500;587,7856260445318;0,1755712520890636
659;10;;Xv_pb_20N_30d;1;5;0,2;500;514,7356900540374;0,029471380108074756
660;11;;Xv_pb_20N_30d;2;5;0,4;500;402,55632967195993;-0,19488734065608015
661;12;;Xv_pb_20N_30d;1;5;0,2;500;479,1234636769334;-0,041753072646133205
662;13;;Xv_pb_20N_30d;3;5;0,6;500;405,869737333998;-0,18826052533200402
663;14;;Xv_pb_20N_30d;2;5;0,4;500;461,4918036814349;-0,07701639263713025
664;15;;Xv_pb_20N_30d;3;5;0,6;500;496,70025714145703;-0,0065994857170859405
665;16;;Xv_pb_20N_30d;2;5;0,4;500;419,6721745997894;-0,1606556508004212
666;17;;Xv_pb_20N_30d;1;5;0,2;500;469,56418435447233;-0,060871631291055335
667;18;;Xv_pb_20N_30d;1;5;0,2;500;598,8370014859353;0,19767400297187054
668;19;;Xv_pb_20N_30d;1;5;0,2;500;448,16447021407004;-0,10367105957185993
669;20;;Xv_pb_20N_30d;1;5;0,2;500;441,862915324842;-0,11627416935031601
670;21;;Xv_pb_20N_30d;0;5;0,0;500;509,4946919208634;0,01898938384172675
671;22;;Xv_pb_20N_30d;2;5;0,4;500;484,14368835899154;-0,03171262328201692
672;23;;Xv_pb_20N_30d;0;5;0,0;500;462,9492081562656;-0,07410158368746875
673;24;;Xv_pb_20N_30d;0;5;0,0;500;524,0546055758055;0,04810921115161091
674;25;;Xv_pb_20N_30d;2;5;0,4;500;437,8913275519735;-0,12421734489605296
675;26;;Xv_pb_20N_30d;1;5;0,2;500;630,3253604601434;0,26065072092028685
676;27;;Xv_pb_20N_30d;1;5;0,2;500;487,1759306249154;-0,02564813875016921
677;28;;Xv_pb_20N_30d;0;5;0,0;500;553,2017768039752;0,10640355360795047
678;29;;Xv_pb_20N_30d;2;5;0,4;500;413,96740973453984;-0,17206518053092032
679;30;;Xv_pb_20N_30d;1;5;0,2;500;567,1384044228574;0,13427680884571486
680;31;;Xv_pb_20N_30d;2;5;0,4;500;385,1506557183967;-0,22969868856320658
681;32;;Xv_pb_20N_30d;3;5;0,6;500;368,97024687613464;-0,2620595062477307
682;33;;Xv_pb_20N_30d;0;5;0,0;500;661,0151104675872;0,32203022093517436
683;34;;Xv_pb_20N_30d;0;5;0,0;500;573,1790929017286;0,14635818580345722
684;35;;Xv_pb_20N_30d;0;5;0,0;500;465,3989304696726;-0,06920213906065475
685;36;;Xv_pb_20N_30d;3;5;0,6;500;396,73792450343285;-0,2065241509931343
686;37;;Xv_pb_20N_30d;0;5;0,0;500;671,1683752159574;0,34233675043191486
687;38;;Xv_pb_20N_30d;0;5;0,0;500;560,7934522355267;0,12158690447105346
688;39;;Xv_pb_20N_30d;0;5;0,0;500;522,2025803168087;0,04440516063361747
689;40;;Xv_pb_20N_30d;1;5;0,2;500;538,4592801117901;0,07691856022358025
690;41;;Xv_pb_20N_30d;0;5;0,0;500;518,5252667367275;0,03705053347345506
691;42;;Xv_pb_20N_30d;2;5;0,4;500;473,5770033255769;-0,05284599334884615
692;43;;Xv_pb_20N_30d;0;5;0,0;500;519,7146815780723;0,039429363156144516
693;44;;Xv_pb_20N_30d;2;5;0,4;500;481,6617848758533;-0,0366764302482934
694;45;;Xv_pb_20N_30d;0;5;0,0;500;588,454047872717;0,17690809574543392
695;46;;Xv_pb_20N_30d;2;5;0,4;500;497,6380126000227;-0,00472397479995459
696;47;;Xv_pb_20N_30d;1;5;0,2;500;475,5493418544307;-0,04890131629113864
697;48;;Xv_pb_20N_30d;0;5;0,0;500;639,7047364944398;0,2794094729888795
698;49;;Xv_pb_20N_30d;0;5;0,0;500;660,7079149537292;0,3214158299074584
699;50;;Xv_pb_20N_30d;1;5;0,2;500;447,8949024009821;-0,10421019519803576
700;1;;rf_pb_10P_30d;2;5;0,4;500;435,55119488064815;-0,1288976102387037
701;2;;rf_pb_10P_30d;3;5;0,6;500;554,7416548487046;0,10948330969740915
702;3;;rf_pb_10P_30d;1;5;0,2;500;452,327317181124;-0,09534536563775202
703;4;;rf_pb_10P_30d;1;5;0,2;500;506,11937412916166;0,012238748258323313
704;5;;rf_pb_10P_30d;2;5;0,4;500;456,88607057662296;-0,08622785884675409
705;6;;rf_pb_10P_30d;1;5;0,2;500;514,0462154670732;0,028092430934146477
706;7;;rf_pb_10P_30d;1;5;0,2;500;463,1007619829255;-0,07379847603414896
707;8;;rf_pb_10P_30d;1;5;0,2;500;427,1921780324102;-0,14561564393517962
708;9;;rf_pb_10P_30d;2;5;0,4;500;722,1133344402768;0,4442266688805537
709;10;;rf_pb_10P_30d;2;5;0,4;500;495,878260108923;-0,008243479782154055
710;11;;rf_pb_10P_30d;4;5;0,8;500;589,568223905254;0,1791364478105079
711;12;;rf_pb_10P_30d;1;5;0,2;500;455,4396428163631;-0,08912071436727376
712;13;;rf_pb_10P_30d;1;5;0,2;500;482,8282475463767;-0,034343504907246594
713;14;;rf_pb_10P_30d;2;5;0,4;500;576,8514099072712;0,1537028198145424
714;15;;rf_pb_10P_30d;2;5;0,4;500;556,7497990136612;0,11349959802732246
715;16;;rf_pb_10P_30d;0;5;0,0;500;474,1240079332285;-0,05175198413354303
716;17;;rf_pb_10P_30d;2;5;0,4;500;554,1294199251892;0,1082588398503783
717;18;;rf_pb_10P_30d;4;5;0,8;500;637,6894131174415;0,275378826234883
718;19;;rf_pb_10P_30d;3;5;0,6;500;625,6693744290275;0,25133874885805496
719;20;;rf_pb_10P_30d;2;5;0,4;500;592,1923840611116;0,18438476812222324
720;21;;rf_pb_10P_30d;1;5;0,2;500;459,72393248872555;-0,08055213502254889
721;22;;rf_pb_10P_30d;1;5;0,2;500;475,78122713612595;-0,0484375457277481
722;23;;rf_pb_10P_30d;1;5;0,2;500;506,0829134579947;0,012165826915989442
723;24;;rf_pb_10P_30d;1;5;0,2;500;447,3707541039913;-0,10525849179201736
724;25;;rf_pb_10P_30d;2;5;0,4;500;574,9319011926995;0,14986380238539893
725;26;;rf_pb_10P_30d;0;5;0,0;500;398,04277885814236;-0,2039144422837153
726;27;;rf_pb_10P_30d;2;5;0,4;500;549,7345018481075;0,09946900369621495
727;28;;rf_pb_10P_30d;1;5;0,2;500;434,22224913106623;-0,13155550173786754
728;29;;rf_pb_10P_30d;2;5;0,4;500;501,08229569150797;0,0021645913830159315
729;30;;rf_pb_10P_30d;1;5;0,2;500;511,50917191402937;0,023018343828058733
730;31;;rf_pb_10P_30d;0;5;0,0;500;395,2604664431465;-0,20947906711370695
731;32;;rf_pb_10P_30d;0;5;0,0;500;386,82498460845557;-0,22635003078308888
732;33;;rf_pb_10P_30d;2;5;0,4;500;500,2524401550943;0,0005048803101885824
733;34;;rf_pb_10P_30d;0;5;0,0;500;424,34405375488416;-0,1513118924902317
734;35;;rf_pb_10P_30d;0;5;0,0;500;487,51060547780094;-0,024978789044398125
735;36;;rf_pb_10P_30d;1;5;0,2;500;496,2479824146174;-0,007504035170765178
736;37;;rf_pb_10P_30d;1;5;0,2;500;483,0303274235076;-0,03393934515298486
737;38;;rf_pb_10P_30d;1;5;0,2;500;510,1795092781494;0,02035901855629879
738;39;;rf_pb_10P_30d;3;5;0,6;500;556,0893224256404;0,11217864485128075
739;40;;rf_pb_10P_30d;0;5;0,0;500;463,1416512325461;-0,07371669753490778
740;41;;rf_pb_10P_30d;2;5;0,4;500;579,3740964303399;0,15874819286067987
741;42;;rf_pb_10P_30d;4;5;0,8;500;683,3756217687978;0,36675124353759564
742;43;;rf_pb_10P_30d;0;5;0,0;500;503,8265053265391;0,007653010653078241
743;44;;rf_pb_10P_30d;0;5;0,0;500;384,40171882832885;-0,2311965623433423
744;45;;rf_pb_10P_30d;0;5;0,0;500;396,09730192902356;-0,20780539614195287
745;46;;rf_pb_10P_30d;2;5;0,4;500;706,0303437976285;0,41206068759525694
746;47;;rf_pb_10P_30d;1;5;0,2;500;515,6140197306488;0,031228039461297614
747;48;;rf_pb_10P_30d;2;5;0,4;500;495,562330385647;-0,008875339228706026
748;49;;rf_pb_10P_30d;2;5;0,4;500;548,7512918073148;0,09750258361462966
749;50;;rf_pb_10P_30d;0;5;0,0;500;481,0137108072095;-0,03797257838558096
750;1;;lr_pb_10N_30d;0;5;0,0;500;789,3428418011899;0,5786856836023798
751;2;;lr_pb_10N_30d;2;5;0,4;500;623,8782766206156;0,24775655324123114
752;3;;lr_pb_10N_30d;2;5;0,4;500;426,3579139819683;-0,14728417203606342
753;4;;lr_pb_10N_30d;0;5;0,0;500;589,5311967018547;0,17906239340370939
754;5;;lr_pb_10N_30d;2;5;0,4;500;484,22907604415536;-0,03154184791168928
755;6;;lr_pb_10N_30d;2;5;0,4;500;428,02788699617787;-0,14394422600764425
756;7;;lr_pb_10N_30d;2;5;0,4;500;467,9470595104551;-0,06410588097908976
757;8;;lr_pb_10N_30d;1;5;0,2;500;552,111148326491;0,10422229665298209
758;9;;lr_pb_10N_30d;1;5;0,2;500;586,3906838809388;0,1727813677618776
759;10;;lr_pb_10N_30d;4;5;0,8;500;447,1859483973834;-0,10562810320523318
760;11;;lr_pb_10N_30d;1;5;0,2;500;609,7330021794764;0,2194660043589529
761;12;;lr_pb_10N_30d;1;5;0,2;500;522,9076154959135;0,04581523099182709
762;13;;lr_pb_10N_30d;3;5;0,6;500;482,9791626782711;-0,03404167464345778
763;14;;lr_pb_10N_30d;3;5;0,6;500;448,6036186252716;-0,10279276274945676
764;15;;lr_pb_10N_30d;1;5;0,2;500;647,4260615162873;0,2948521230325746
765;16;;lr_pb_10N_30d;1;5;0,2;500;528,4733592799828;0,056946718559965574
766;17;;lr_pb_10N_30d;3;5;0,6;500;431,8688982751615;-0,13626220344967704
767;18;;lr_pb_10N_30d;0;5;0,0;500;645,2493787171259;0,29049875743425174
768;19;;lr_pb_10N_30d;4;5;0,8;500;492,81233782393383;-0,014375324352132339
769;20;;lr_pb_10N_30d;2;5;0,4;500;579,0649486648895;0,15812989732977895
770;21;;lr_pb_10N_30d;4;5;0,8;500;418,36647308407237;-0,16326705383185527
771;22;;lr_pb_10N_30d;1;5;0,2;500;655,8119747351259;0,3116239494702518
772;23;;lr_pb_10N_30d;1;5;0,2;500;669,1123744186243;0,3382247488372486
773;24;;lr_pb_10N_30d;2;5;0,4;500;462,0570671639748;-0,07588586567205038
774;25;;lr_pb_10N_30d;3;5;0,6;500;410,66646693997075;-0,1786670661200585
775;26;;lr_pb_10N_30d;3;5;0,6;500;439,64936631349735;-0,1207012673730053
776;27;;lr_pb_10N_30d;3;5;0,6;500;433,6560010404054;-0,13268799791918923
777;28;;lr_pb_10N_30d;3;5;0,6;500;448,0093953199423;-0,10398120936011537
778;29;;lr_pb_10N_30d;2;5;0,4;500;538,5006259993304;0,07700125199866079
779;30;;lr_pb_10N_30d;3;5;0,6;500;472,6776573135025;-0,054644685372995015
780;31;;lr_pb_10N_30d;2;5;0,4;500;665,3619737174583;0,3307239474349167
781;32;;lr_pb_10N_30d;0;5;0,0;500;596,5911993839314;0,1931823987678629
782;33;;lr_pb_10N_30d;2;5;0,4;500;707,5818820264286;0,4151637640528572
783;34;;lr_pb_10N_30d;3;5;0,6;500;576,477136842616;0,152954273685232
784;35;;lr_pb_10N_30d;2;5;0,4;500;509,10774286273613;0,018215485725472262
785;36;;lr_pb_10N_30d;4;5;0,8;500;411,3828049871193;-0,1772343900257614
786;37;;lr_pb_10N_30d;0;5;0,0;500;698,0134389194253;0,3960268778388506
787;38;;lr_pb_10N_30d;1;5;0,2;500;529,4442129708924;0,05888842594178482
788;39;;lr_pb_10N_30d;3;5;0,6;500;531,0606969471019;0,06212139389420372
789;40;;lr_pb_10N_30d;4;5;0,8;500;431,64089416041355;-0,1367182116791729
790;41;;lr_pb_10N_30d;1;5;0,2;500;630,8563543821682;0,2617127087643364
791;42;;lr_pb_10N_30d;0;5;0,0;500;659,1551762606958;0,31831035252139167
792;43;;lr_pb_10N_30d;2;5;0,4;500;486,0007610294107;-0,027998477941178636
793;44;;lr_pb_10N_30d;1;5;0,2;500;524,5039059056542;0,04900781181130833
794;45;;lr_pb_10N_30d;1;5;0,2;500;709,9578890763815;0,4199157781527631
795;46;;lr_pb_10N_30d;2;5;0,4;500;441,06452564352884;-0,11787094871294232
796;47;;lr_pb_10N_30d;2;5;0,4;500;444,16732070367993;-0,11166535859264014
797;48;;lr_pb_10N_30d;2;5;0,4;500;630,9665266025495;0,26193305320509896
798;49;;lr_pb_10N_30d;3;5;0,6;500;483,3878824604483;-0,03322423507910344
799;50;;lr_pb_10N_30d;0;5;0,0;500;550,2176053669328;0,10043521073386569
800;1;;rf_pb_20P_30d;1;5;0,2;500;471,6534665477131;-0,05669306690457381
801;2;;rf_pb_20P_30d;1;5;0,2;500;502,602932977561;0,005205865955122022
802;3;;rf_pb_20P_30d;0;5;0,0;500;382,2067356341269;-0,23558652873174618
803;4;;rf_pb_20P_30d;2;5;0,4;500;543,420508814113;0,08684101762822592
804;5;;rf_pb_20P_30d;0;5;0,0;500;416,05919139602474;-0,1678816172079505
805;6;;rf_pb_20P_30d;0;5;0,0;500;405,8784216605297;-0,18824315667894065
806;7;;rf_pb_20P_30d;0;5;0,0;500;477,2793558445106;-0,04544128831097885
807;8;;rf_pb_20P_30d;1;5;0,2;500;572,3219860393585;0,14464397207871707
808;9;;rf_pb_20P_30d;2;5;0,4;500;556,1980660024374;0,11239613200487475
809;10;;rf_pb_20P_30d;2;5;0,4;500;465,0914980568206;-0,06981700388635875
810;11;;rf_pb_20P_30d;0;5;0,0;500;417,39328467022506;-0,16521343065954988
811;12;;rf_pb_20P_30d;2;5;0,4;500;561,9665880586708;0,12393317611734164
812;13;;rf_pb_20P_30d;0;5;0,0;500;445,4819802255901;-0,10903603954881975
813;14;;rf_pb_20P_30d;1;5;0,2;500;554,9383750403662;0,10987675008073233
814;15;;rf_pb_20P_30d;0;5;0,0;500;438,6860323065592;-0,12262793538688163
815;16;;rf_pb_20P_30d;1;5;0,2;500;480,51615243108006;-0,03896769513783988
816;17;;rf_pb_20P_30d;1;5;0,2;500;423,95685645496417;-0,15208628709007166
817;18;;rf_pb_20P_30d;3;5;0,6;500;607,6525250133707;0,21530505002674136
818;19;;rf_pb_20P_30d;2;5;0,4;500;486,68330588993695;-0,02663338822012611
819;20;;rf_pb_20P_30d;0;5;0,0;500;428,6199501925462;-0,14276009961490763
820;21;;rf_pb_20P_30d;0;5;0,0;500;394,3183379378694;-0,21136332412426123
821;22;;rf_pb_20P_30d;1;5;0,2;500;448,0401745498054;-0,10391965090038922
822;23;;rf_pb_20P_30d;0;5;0,0;500;400,95658082871535;-0,19808683834256932
823;24;;rf_pb_20P_30d;0;5;0,0;500;406,17005395793024;-0,18765989208413952
824;25;;rf_pb_20P_30d;0;5;0,0;500;380,38567151472523;-0,23922865697054954
825;26;;rf_pb_20P_30d;0;5;0,0;500;422,6702625900812;-0,15465947481983755
826;27;;rf_pb_20P_30d;0;5;0,0;500;397,78343855519284;-0,20443312288961432
827;28;;rf_pb_20P_30d;1;5;0,2;500;515,237701442912;0,030475402885823996
828;29;;rf_pb_20P_30d;2;5;0,4;500;507,26763886072024;0,01453527772144048
829;30;;rf_pb_20P_30d;0;5;0,0;500;472,87285242988435;-0,05425429514023131
830;31;;rf_pb_20P_30d;0;5;0,0;500;471,18418785228005;-0,05763162429543991
831;32;;rf_pb_20P_30d;1;5;0,2;500;365,8773509081261;-0,26824529818374776
832;33;;rf_pb_20P_30d;0;5;0,0;500;432,0440863823638;-0,13591182723527243
833;34;;rf_pb_20P_30d;0;5;0,0;500;406,6365251474465;-0,186726949705107
834;35;;rf_pb_20P_30d;0;5;0,0;500;473,2979484769952;-0,05340410304600959
835;36;;rf_pb_20P_30d;2;5;0,4;500;479,3359140247242;-0,041328171950551565
836;37;;rf_pb_20P_30d;0;5;0,0;500;401,9885384270675;-0,19602292314586497
837;38;;rf_pb_20P_30d;0;5;0,0;500;406,2856939862205;-0,18742861202755898
838;39;;rf_pb_20P_30d;2;5;0,4;500;514,2301503510323;0,028460300702064616
839;40;;rf_pb_20P_30d;2;5;0,4;500;556,7217837999608;0,11344356759992161
840;41;;rf_pb_20P_30d;1;5;0,2;500;454,21176773188995;-0,0915764645362201
841;42;;rf_pb_20P_30d;1;5;0,2;500;488,8037179983366;-0,02239256400332681
842;43;;rf_pb_20P_30d;1;5;0,2;500;493,4595645348804;-0,013080870930239144
843;44;;rf_pb_20P_30d;1;5;0,2;500;492,1515251253837;-0,015696949749232546
844;45;;rf_pb_20P_30d;1;5;0,2;500;444,87454815924633;-0,11025090368150733
845;46;;rf_pb_20P_30d;2;5;0,4;500;659,2655612978466;0,3185311225956932
846;47;;rf_pb_20P_30d;0;5;0,0;500;427,09294269090753;-0,14581411461818494
847;48;;rf_pb_20P_30d;0;5;0,0;500;420,25379442662955;-0,1594924111467409
848;49;;rf_pb_20P_30d;1;5;0,2;500;504,18424489008385;0,008368489780167692
849;50;;rf_pb_20P_30d;1;5;0,2;500;482,1451469786054;-0,03570970604278921
850;1;;Xv_pb_10P_30d;1;5;0,2;500;458,66267115089823;-0,08267465769820354
851;2;;Xv_pb_10P_30d;0;5;0,0;500;457,9502016752117;-0,0840995966495766
852;3;;Xv_pb_10P_30d;2;5;0,4;500;511,96785656784135;0,023935713135682705
853;4;;Xv_pb_10P_30d;2;5;0,4;500;417,5185767902851;-0,16496284641942977
854;5;;Xv_pb_10P_30d;3;5;0,6;500;730,6076239767962;0,4612152479535923
855;6;;Xv_pb_10P_30d;0;5;0,0;500;393,4712757596848;-0,21305744848063046
856;7;;Xv_pb_10P_30d;2;5;0,4;500;587,7114282509937;0,17542285650198733
857;8;;Xv_pb_10P_30d;2;5;0,4;500;729,8162374598206;0,45963247491964127
858;9;;Xv_pb_10P_30d;2;5;0,4;500;628,0286290647102;0,2560572581294205
859;10;;Xv_pb_10P_30d;2;5;0,4;500;687,3400550317489;0,3746801100634978
860;11;;Xv_pb_10P_30d;0;5;0,0;500;426,40572030413074;-0,14718855939173853
861;12;;Xv_pb_10P_30d;0;5;0,0;500;409,55977724501975;-0,18088044550996052
862;13;;Xv_pb_10P_30d;0;5;0,0;500;422,0163875005118;-0,15596722499897636
863;14;;Xv_pb_10P_30d;2;5;0,4;500;564,8812707241736;0,12976254144834728
864;15;;Xv_pb_10P_30d;3;5;0,6;500;610,2931915930747;0,22058638318614932
865;16;;Xv_pb_10P_30d;2;5;0,4;500;519,6601787808979;0,039320357561795846
866;17;;Xv_pb_10P_30d;0;5;0,0;500;372,59836408218877;-0,25480327183562246
867;18;;Xv_pb_10P_30d;1;5;0,2;500;463,2201759190466;-0,07355964816190681
868;19;;Xv_pb_10P_30d;0;5;0,0;500;434,86423410268424;-0,13027153179463152
869;20;;Xv_pb_10P_30d;4;5;0,8;500;722,3234828830725;0,44464696576614504
870;21;;Xv_pb_10P_30d;1;5;0,2;500;537,3714959867805;0,07474299197356095
871;22;;Xv_pb_10P_30d;1;5;0,2;500;465,8188047666748;-0,06836239046665037
872;23;;Xv_pb_10P_30d;3;5;0,6;500;550,3559970375791;0,10071199407515814
873;24;;Xv_pb_10P_30d;3;5;0,6;500;653,9434467324252;0,3078868934648503
874;25;;Xv_pb_10P_30d;0;5;0,0;500;393,3538343895799;-0,2132923312208402
875;26;;Xv_pb_10P_30d;0;5;0,0;500;491,3436157065437;-0,017312768586912625
876;27;;Xv_pb_10P_30d;2;5;0,4;500;566,0997557672815;0,13219951153456305
877;28;;Xv_pb_10P_30d;2;5;0,4;500;567,7387157719985;0,135477431543997
878;29;;Xv_pb_10P_30d;1;5;0,2;500;459,49579920651337;-0,08100840158697327
879;30;;Xv_pb_10P_30d;1;5;0,2;500;474,7633423870385;-0,050473315225922986
880;31;;Xv_pb_10P_30d;4;5;0,8;500;718,0852815290966;0,43617056305819324
881;32;;Xv_pb_10P_30d;1;5;0,2;500;496,74827797933176;-0,006503444041336479
882;33;;Xv_pb_10P_30d;1;5;0,2;500;480,92568780181034;-0,03814862439637932
883;34;;Xv_pb_10P_30d;1;5;0,2;500;482,87783326290236;-0,03424433347419529
884;35;;Xv_pb_10P_30d;2;5;0,4;500;475,1685641854157;-0,04966287162916865
885;36;;Xv_pb_10P_30d;2;5;0,4;500;538,7968434595934;0,07759368691918689
886;37;;Xv_pb_10P_30d;1;5;0,2;500;484,6875719194153;-0,030624856161169417
887;38;;Xv_pb_10P_30d;0;5;0,0;500;375,73128658829023;-0,24853742682341953
888;39;;Xv_pb_10P_30d;0;5;0,0;500;439,61988454046855;-0,1207602309190629
889;40;;Xv_pb_10P_30d;1;5;0,2;500;505,0972304001684;0,010194460800336856
890;41;;Xv_pb_10P_30d;3;5;0,6;500;558,9338328322093;0,11786766566441861
891;42;;Xv_pb_10P_30d;3;5;0,6;500;739,7633976899992;0,4795267953799985
892;43;;Xv_pb_10P_30d;2;5;0,4;500;613,0729955754996;0,22614599115099918
893;44;;Xv_pb_10P_30d;2;5;0,4;500;524,7523287864158;0,04950465757283155
894;45;;Xv_pb_10P_30d;0;5;0,0;500;433,93041653955834;-0,13213916692088332
895;46;;Xv_pb_10P_30d;2;5;0,4;500;523,50933624941;0,047018672498820024
896;47;;Xv_pb_10P_30d;3;5;0,6;500;594,6052532520579;0,18921050650411575
897;48;;Xv_pb_10P_30d;2;5;0,4;500;617,3618458950275;0,234723691790055
898;49;;Xv_pb_10P_30d;2;5;0,4;500;546,779130352393;0,09355826070478611
899;50;;Xv_pb_10P_30d;0;5;0,0;500;376,9531260614968;-0,2460937478770064
900;1;;rf_pb_10N_7d;2;5;0,4;500;485,3701450037255;-0,029259709992549007
901;2;;rf_pb_10N_7d;1;5;0,2;500;532,9164075039416;0,06583281500788325
902;3;;rf_pb_10N_7d;2;5;0,4;500;496,6939239853642;-0,006612152029271556
903;4;;rf_pb_10N_7d;0;5;0,0;500;505,3975646572681;0,010795129314536212
904;5;;rf_pb_10N_7d;1;5;0,2;500;487,30139762144074;-0,025397204757118517
905;6;;rf_pb_10N_7d;2;5;0,4;500;486,769317409358;-0,02646136518128401
906;7;;rf_pb_10N_7d;0;5;0,0;500;513,4710418361265;0,02694208367225292
907;8;;rf_pb_10N_7d;1;5;0,2;500;479,2473218179323;-0,04150535636413542
908;9;;rf_pb_10N_7d;1;5;0,2;500;496,71163348704505;-0,006576733025909902
909;10;;rf_pb_10N_7d;1;5;0,2;500;503,08093496724126;0,006161869934482525
910;11;;rf_pb_10N_7d;3;5;0,6;500;458,5199584074515;-0,08296008318509701
911;12;;rf_pb_10N_7d;3;5;0,6;500;443,79879614578994;-0,11240240770842012
912;13;;rf_pb_10N_7d;1;5;0,2;500;471,15087471341957;-0,057698250573160866
913;14;;rf_pb_10N_7d;2;5;0,4;500;479,3968885680514;-0,04120622286389721
914;15;;rf_pb_10N_7d;1;5;0,2;500;496,86514593496463;-0,0062697081300707395
915;16;;rf_pb_10N_7d;1;5;0,2;500;518,0844040868716;0,036168808173743176
916;17;;rf_pb_10N_7d;0;5;0,0;500;485,58486351009174;-0,028830272979816527
917;18;;rf_pb_10N_7d;0;5;0,0;500;502,04835664946745;0,004096713298934901
918;19;;rf_pb_10N_7d;0;5;0,0;500;511,1960816093991;0,022392163218798146
919;20;;rf_pb_10N_7d;2;5;0,4;500;476,33322159889644;-0,04733355680220711
920;21;;rf_pb_10N_7d;2;5;0,4;500;481,0280756381068;-0,037943848723786346
921;22;;rf_pb_10N_7d;1;5;0,2;500;486,1074704319566;-0,02778505913608683
922;23;;rf_pb_10N_7d;0;5;0,0;500;486,59720021058513;-0,026805599578829744
923;24;;rf_pb_10N_7d;1;5;0,2;500;480,88044039745364;-0,03823911920509272
924;25;;rf_pb_10N_7d;1;5;0,2;500;532,7361698657667;0,06547233973153334
925;26;;rf_pb_10N_7d;1;5;0,2;500;453,50278989511173;-0,09299442020977654
926;27;;rf_pb_10N_7d;2;5;0,4;500;458,5497144263065;-0,08290057114738704
927;28;;rf_pb_10N_7d;1;5;0,2;500;513,4923572166223;0,02698471443324456
928;29;;rf_pb_10N_7d;1;5;0,2;500;494,9403006118945;-0,010119398776211028
929;30;;rf_pb_10N_7d;2;5;0,4;500;498,1760948532536;-0,003647810293492853
930;31;;rf_pb_10N_7d;3;5;0,6;500;461,676767080515;-0,07664646583897002
