;simulation;Date;model;number_correct_entries;number_entries;percent_correct_entries;simulate_entry;simulate_return;simulate_variation
307;8;;rf_pb_15N_30d;1;5;0,2;500;497,07233831466345;-0,005855323370673091
308;9;;rf_pb_15N_30d;4;5;0,8;500;386,66534490255606;-0,2266693101948879
309;10;;rf_pb_15N_30d;1;5;0,2;500;587,0988401668259;0,17419768033365177
310;11;;rf_pb_15N_30d;2;5;0,4;500;526,8290746939274;0,05365814938785479
311;12;;rf_pb_15N_30d;2;5;0,4;500;459,57512493711175;-0,0808497501257765
312;13;;rf_pb_15N_30d;0;5;0,0;500;635,880466631841;0,2717609332636821
313;14;;rf_pb_15N_30d;0;5;0,0;500;517,6706741517985;0,03534134830359699
314;15;;rf_pb_15N_30d;0;5;0,0;500;637,9940341886867;0,27598806837737333
315;16;;rf_pb_15N_30d;1;5;0,2;500;467,2544371792719;-0,06549112564145616
316;17;;rf_pb_15N_30d;2;5;0,4;500;494,1298686128885;-0,01174026277422297
317;18;;rf_pb_15N_30d;1;5;0,2;500;575,9630710934306;0,15192614218686118
318;19;;rf_pb_15N_30d;3;5;0,6;500;554,1352679560362;0,10827053591207232
319;20;;rf_pb_15N_30d;0;5;0,0;500;688,8099617277802;0,3776199234555604
320;21;;rf_pb_15N_30d;3;5;0,6;500;432,1475167751907;-0,1357049664496186
321;22;;rf_pb_15N_30d;3;5;0,6;500;451,8698286346699;-0,09626034273066023
322;23;;rf_pb_15N_30d;2;5;0,4;500;503,7915425181852;0,007583085036370448
323;24;;rf_pb_15N_30d;2;5;0,4;500;523,9826140283408;0,047965228056681554
324;25;;rf_pb_15N_30d;1;5;0,2;500;495,1837363208067;-0,009632527358386597
325;26;;rf_pb_15N_30d;3;5;0,6;500;414,30383027870687;-0,17139233944258625
326;27;;rf_pb_15N_30d;1;5;0,2;500;540,5939603601166;0,08118792072023324
327;28;;rf_pb_15N_30d;2;5;0,4;500;473,2606976154074;-0,05347860476918515
328;29;;rf_pb_15N_30d;3;5;0,6;500;405,2621510629022;-0,18947569787419558
329;30;;rf_pb_15N_30d;1;5;0,2;500;630,3583749037803;0,26071674980756054
330;31;;rf_pb_15N_30d;2;5;0,4;500;447,6781782623291;-0,10464364347534183
331;32;;rf_pb_15N_30d;1;5;0,2;500;522,6343317440719;0,04526866348814383
332;33;;rf_pb_15N_30d;0;5;0,0;500;455,0623781814627;-0,08987524363707462
333;34;;rf_pb_15N_30d;5;5;1,0;500;320,9621469561263;-0,35807570608774747
334;35;;rf_pb_15N_30d;2;5;0,4;500;453,0425315336898;-0,09391493693262043
335;36;;rf_pb_15N_30d;2;5;0,4;500;471,5854028107419;-0,05682919437851615
336;37;;rf_pb_15N_30d;2;5;0,4;500;518,1604241196596;0,036320848239319276
337;38;;rf_pb_15N_30d;1;5;0,2;500;560,581903715007;0,12116380743001401
338;39;;rf_pb_15N_30d;2;5;0,4;500;536,8706516750879;0,07374130335017572
339;40;;rf_pb_15N_30d;2;5;0,4;500;496,2337945768901;-0,007532410846219818
340;41;;rf_pb_15N_30d;3;5;0,6;500;424,5061414919174;-0,15098771701616523
341;42;;rf_pb_15N_30d;2;5;0,4;500;621,3078802826348;0,2426157605652695
342;43;;rf_pb_15N_30d;2;5;0,4;500;459,59329240110867;-0,08081341519778266
343;44;;rf_pb_15N_30d;1;5;0,2;500;781,9326124851351;0,5638652249702703
344;45;;rf_pb_15N_30d;4;5;0,8;500;462,06621553745174;-0,07586756892509652
345;46;;rf_pb_15N_30d;2;5;0,4;500;434,41780611940277;-0,13116438776119446
346;47;;rf_pb_15N_30d;1;5;0,2;500;526,8075543159603;0,05361510863192052
347;48;;rf_pb_15N_30d;3;5;0,6;500;433,90909455240444;-0,13218181089519113
348;49;;rf_pb_15N_30d;2;5;0,4;500;525,3250393018498;0,050650078603699515
349;50;;rf_pb_15N_30d;2;5;0,4;500;470,8817449063924;-0,05823651018721523
350;1;;rf_pb_25N_30d;3;5;0,6;500;401,68612546304513;-0,19662774907390973
351;2;;rf_pb_25N_30d;2;5;0,4;500;445,9431832011642;-0,10811363359767165
352;3;;rf_pb_25N_30d;0;5;0,0;500;604,5843788547398;0,20916875770947968
353;4;;rf_pb_25N_30d;1;5;0,2;500;426,30020612250735;-0,1473995877549853
354;5;;rf_pb_25N_30d;1;5;0,2;500;455,39097178498855;-0,0892180564300229
355;6;;rf_pb_25N_30d;1;5;0,2;500;598,0413324413628;0,19608266488272558
356;7;;rf_pb_25N_30d;0;5;0,0;500;646,4620082368288;0,2929240164736575
357;8;;rf_pb_25N_30d;0;5;0,0;500;479,8683224431927;-0,04026335511361458
358;9;;rf_pb_25N_30d;3;5;0,6;500;387,07102420201534;-0,22585795159596933
359;10;;rf_pb_25N_30d;0;5;0,0;500;490,30353023152173;-0,019392939536956533
360;11;;rf_pb_25N_30d;2;5;0,4;500;513,0505619527721;0,026101123905544227
361;12;;rf_pb_25N_30d;2;5;0,4;500;462,8675904072429;-0,07426481918551417
362;13;;rf_pb_25N_30d;1;5;0,2;500;441,58639418639825;-0,1168272116272035
363;14;;rf_pb_25N_30d;0;5;0,0;500;752,7755051347148;0,5055510102694295
364;15;;rf_pb_25N_30d;1;5;0,2;500;443,6247677202754;-0,11275046455944926
365;16;;rf_pb_25N_30d;2;5;0,4;500;462,7782912902751;-0,07444341741944982
366;17;;rf_pb_25N_30d;1;5;0,2;500;465,84760686182835;-0,06830478627634329
367;18;;rf_pb_25N_30d;2;5;0,4;500;434,48466625482126;-0,13103066749035747
368;19;;rf_pb_25N_30d;2;5;0,4;500;435,1601808948419;-0,12967963821031617
369;20;;rf_pb_25N_30d;0;5;0,0;500;603,1301904555164;0,20626038091103283
370;21;;rf_pb_25N_30d;2;5;0,4;500;449,61695680507415;-0,1007660863898517
371;22;;rf_pb_25N_30d;0;5;0,0;500;455,0456652804234;-0,08990866943915318
372;23;;rf_pb_25N_30d;2;5;0,4;500;407,5237446698971;-0,1849525106602058
373;24;;rf_pb_25N_30d;1;5;0,2;500;533,4537975715596;0,06690759514311913
374;25;;rf_pb_25N_30d;2;5;0,4;500;467,5536829939911;-0,06489263401201777
375;26;;rf_pb_25N_30d;0;5;0,0;500;562,1503711470457;0,12430074229409138
376;27;;rf_pb_25N_30d;1;5;0,2;500;538,1336247916688;0,07626724958333761
377;28;;rf_pb_25N_30d;2;5;0,4;500;468,35464071218075;-0,06329071857563849
378;29;;rf_pb_25N_30d;0;5;0,0;500;535,694509868916;0,07138901973783209
379;30;;rf_pb_25N_30d;0;5;0,0;500;527,6844953218744;0,0553689906437487
380;31;;rf_pb_25N_30d;1;5;0,2;500;565,8937355281711;0,13178747105634214
381;32;;rf_pb_25N_30d;1;5;0,2;500;440,5703414231268;-0,11885931715374635
382;33;;rf_pb_25N_30d;2;5;0,4;500;489,590157950627;-0,02081968409874605
383;34;;rf_pb_25N_30d;0;5;0,0;500;580,8679954908231;0,16173599098164618
384;35;;rf_pb_25N_30d;3;5;0,6;500;392,0592793522909;-0,2158814412954182
385;36;;rf_pb_25N_30d;0;5;0,0;500;469,10653428136874;-0,06178693143726252
386;37;;rf_pb_25N_30d;2;5;0,4;500;420,7113617636693;-0,15857727647266143
387;38;;rf_pb_25N_30d;0;5;0,0;500;790,8126600740294;0,5816253201480588
388;39;;rf_pb_25N_30d;1;5;0,2;500;505,6274428699943;0,011254885739988594
389;40;;rf_pb_25N_30d;1;5;0,2;500;420,0488384840495;-0,159902323031901
390;41;;rf_pb_25N_30d;0;5;0,0;500;489,89065164809784;-0,02021869670380431
391;42;;rf_pb_25N_30d;0;5;0,0;500;658,3783436545829;0,31675668730916573
392;43;;rf_pb_25N_30d;0;5;0,0;500;510,97502555372074;0,02195005110744148
393;44;;rf_pb_25N_30d;2;5;0,4;500;426,73016919535524;-0,14653966160928952
394;45;;rf_pb_25N_30d;1;5;0,2;500;417,9755729748208;-0,16404885405035838
395;46;;rf_pb_25N_30d;0;5;0,0;500;608,6021204806223;0,21720424096124452
396;47;;rf_pb_25N_30d;2;5;0,4;500;418,26633305476093;-0,16346733389047813
397;48;;rf_pb_25N_30d;0;5;0,0;500;434,8019723828231;-0,13039605523435374
398;49;;rf_pb_25N_30d;1;5;0,2;500;436,95504373674544;-0,1260899125265091
399;50;;rf_pb_25N_30d;0;5;0,0;500;594,4944161870601;0,1889888323741202
400;1;;rf_pb_15P_30d;0;5;0,0;500;478,943509962225;-0,04211298007555001
401;2;;rf_pb_15P_30d;2;5;0,4;500;584,3133428669634;0,1686266857339267
402;3;;rf_pb_15P_30d;0;5;0,0;500;442,5303617283659;-0,11493927654326819
403;4;;rf_pb_15P_30d;1;5;0,2;500;473,13572649297186;-0,05372854701405629
404;5;;rf_pb_15P_30d;2;5;0,4;500;540,8108051309616;0,08162161026192326
405;6;;rf_pb_15P_30d;1;5;0,2;500;490,8165444590685;-0,01836691108186301
406;7;;rf_pb_15P_30d;0;5;0,0;500;423,25555573534587;-0,15348888852930828
407;8;;rf_pb_15P_30d;0;5;0,0;500;430,9598740580594;-0,13808025188388115
408;9;;rf_pb_15P_30d;1;5;0,2;500;461,7770309277659;-0,07644593814446819
409;10;;rf_pb_15P_30d;1;5;0,2;500;471,8878004133883;-0,056224399173223444
410;11;;rf_pb_15P_30d;1;5;0,2;500;461,4206398848345;-0,07715872023033103
411;12;;rf_pb_15P_30d;1;5;0,2;500;564,8269914343293;0,12965398286865865
412;13;;rf_pb_15P_30d;0;5;0,0;500;393,6786684128132;-0,21264266317437364
413;14;;rf_pb_15P_30d;0;5;0,0;500;437,98460519036644;-0,12403078961926713
414;15;;rf_pb_15P_30d;2;5;0,4;500;512,9192195613563;0,025838439122712543
415;16;;rf_pb_15P_30d;1;5;0,2;500;417,678021441376;-0,16464395711724797
416;17;;rf_pb_15P_30d;0;5;0,0;500;408,3359435044565;-0,18332811299108698
417;18;;rf_pb_15P_30d;2;5;0,4;500;531,4845180491436;0,06296903609828723
418;19;;rf_pb_15P_30d;0;5;0,0;500;386,238222791114;-0,22752355441777194
419;20;;rf_pb_15P_30d;2;5;0,4;500;540,4091162421828;0,08081823248436558
420;21;;rf_pb_15P_30d;1;5;0,2;500;486,46123936688707;-0,027077521266225858
421;22;;rf_pb_15P_30d;1;5;0,2;500;714,2958676345917;0,42859173526918337
422;23;;rf_pb_15P_30d;1;5;0,2;500;511,9592676264487;0,023918535252897413
423;24;;rf_pb_15P_30d;0;5;0,0;500;504,44230014179215;0,008884600283584291
424;25;;rf_pb_15P_30d;0;5;0,0;500;377,41846777177693;-0,24516306445644614
425;26;;rf_pb_15P_30d;0;5;0,0;500;382,15703588762807;-0,23568592822474385
426;27;;rf_pb_15P_30d;1;5;0,2;500;482,9465194462878;-0,03410696110742435
427;28;;rf_pb_15P_30d;1;5;0,2;500;443,576773894033;-0,11284645221193398
428;29;;rf_pb_15P_30d;2;5;0,4;500;527,8550424297383;0,055710084859476636
429;30;;rf_pb_15P_30d;0;5;0,0;500;462,52678009788895;-0,07494643980422211
430;31;;rf_pb_15P_30d;2;5;0,4;500;563,2242098562992;0,1264484197125985
431;32;;rf_pb_15P_30d;0;5;0,0;500;369,7731248101479;-0,26045375037970414
432;33;;rf_pb_15P_30d;3;5;0,6;500;576,5431515665695;0,15308630313313892
433;34;;rf_pb_15P_30d;1;5;0,2;500;614,1684072864832;0,22833681457296642
434;35;;rf_pb_15P_30d;4;5;0,8;500;827,3970431087654;0,6547940862175308
435;36;;rf_pb_15P_30d;1;5;0,2;500;507,1099149779023;0,014219829955804585
436;37;;rf_pb_15P_30d;0;5;0,0;500;418,33181772175163;-0,16333636455649672
437;38;;rf_pb_15P_30d;1;5;0,2;500;494,68050493626276;-0,010638990127474471
438;39;;rf_pb_15P_30d;1;5;0,2;500;479,23071478996377;-0,04153857042007246
439;40;;rf_pb_15P_30d;1;5;0,2;500;544,7588852391841;0,08951777047836822
440;41;;rf_pb_15P_30d;1;5;0,2;500;465,4124141291662;-0,06917517174166755
441;42;;rf_pb_15P_30d;0;5;0,0;500;490,65153217552535;-0,018696935648949305
442;43;;rf_pb_15P_30d;3;5;0,6;500;716,556576649042;0,4331131532980839
443;44;;rf_pb_15P_30d;1;5;0,2;500;466,96708142925377;-0,06606583714149247
444;45;;rf_pb_15P_30d;1;5;0,2;500;471,07725657439573;-0,057845486851208536
445;46;;rf_pb_15P_30d;1;5;0,2;500;473,2962682382236;-0,053407463523552794
446;47;;rf_pb_15P_30d;1;5;0,2;500;428,04464128102404;-0,14391071743795192
447;48;;rf_pb_15P_30d;2;5;0,4;500;542,0725419553488;0,08414508391069762
448;49;;rf_pb_15P_30d;2;5;0,4;500;561,0144290851129;0,1220288581702257
449;50;;rf_pb_15P_30d;2;5;0,4;500;536,611495692377;0,07322299138475409
450;1;;rf_pb_10N_15d;1;5;0,2;500;503,08235168581336;0,006164703371626729
451;2;;rf_pb_10N_15d;2;5;0,4;500;478,5411762854204;-0,04291764742915916
452;3;;rf_pb_10N_15d;1;5;0,2;500;486,4570285992947;-0,027085942801410624
453;4;;rf_pb_10N_15d;2;5;0,4;500;499,45945661408734;-0,0010810867718253122
454;5;;rf_pb_10N_15d;0;5;0,0;500;536,9696992180023;0,0739393984360047
455;6;;rf_pb_10N_15d;1;5;0,2;500;727,1237927988146;0,4542475855976293
456;7;;rf_pb_10N_15d;4;5;0,8;500;416,823421789695;-0,16635315642061005
457;8;;rf_pb_10N_15d;2;5;0,4;500;472,884774735183;-0,054230450529634024
458;9;;rf_pb_10N_15d;0;5;0,0;500;575,8692753610012;0,1517385507220024
459;10;;rf_pb_10N_15d;3;5;0,6;500;440,5489327979143;-0,11890213440417143
460;11;;rf_pb_10N_15d;2;5;0,4;500;482,87296730194674;-0,03425406539610651
461;12;;rf_pb_10N_15d;1;5;0,2;500;479,18304071341913;-0,04163391857316174
462;13;;rf_pb_10N_15d;2;5;0,4;500;493,71849896031557;-0,012563002079368857
463;14;;rf_pb_10N_15d;4;5;0,8;500;417,7502190243491;-0,16449956195130175
464;15;;rf_pb_10N_15d;3;5;0,6;500;440,5952528775322;-0,11880949424493564
465;16;;rf_pb_10N_15d;3;5;0,6;500;447,8350626995846;-0,10432987460083075
466;17;;rf_pb_10N_15d;1;5;0,2;500;554,6931359740007;0,10938627194800142
467;18;;rf_pb_10N_15d;1;5;0,2;500;534,71939189615;0,06943878379230001
468;19;;rf_pb_10N_15d;2;5;0,4;500;490,9081316320584;-0,018183736735883145
469;20;;rf_pb_10N_15d;1;5;0,2;500;485,5131913738252;-0,02897361725234964
470;21;;rf_pb_10N_15d;0;5;0,0;500;514,5102536572451;0,02902050731449026
471;22;;rf_pb_10N_15d;0;5;0,0;500;558,1323667986996;0,1162647335973993
472;23;;rf_pb_10N_15d;2;5;0,4;500;486,6248476393278;-0,02675030472134438
473;24;;rf_pb_10N_15d;2;5;0,4;500;463,82869130749145;-0,0723426173850171
474;25;;rf_pb_10N_15d;2;5;0,4;500;453,7847586999021;-0,09243048260019578
475;26;;rf_pb_10N_15d;2;5;0,4;500;483,3466914598623;-0,03330661708027537
476;27;;rf_pb_10N_15d;0;5;0,0;500;488,7804912654991;-0,022439017469001784
477;28;;rf_pb_10N_15d;1;5;0,2;500;519,9466071552779;0,03989321431055578
478;29;;rf_pb_10N_15d;2;5;0,4;500;475,18759293668904;-0,04962481412662191
479;30;;rf_pb_10N_15d;1;5;0,2;500;510,2660882259074;0,02053217645181485
480;31;;rf_pb_10N_15d;1;5;0,2;500;489,43609944169145;-0,021127801116617093
481;32;;rf_pb_10N_15d;0;5;0,0;500;522,600890335367;0,04520178067073402
482;33;;rf_pb_10N_15d;2;5;0,4;500;475,2764785911413;-0,049447042817717377
483;34;;rf_pb_10N_15d;3;5;0,6;500;457,53118026483895;-0,0849376394703221
484;35;;rf_pb_10N_15d;1;5;0,2;500;544,5753754305568;0,0891507508611137
485;36;;rf_pb_10N_15d;1;5;0,2;500;500,1612061263835;0,0003224122527669806
486;37;;rf_pb_10N_15d;0;5;0,0;500;488,7114209731669;-0,022577158053666155
487;38;;rf_pb_10N_15d;2;5;0,4;500;481,35013355291136;-0,03729973289417728
488;39;;rf_pb_10N_15d;1;5;0,2;500;527,9234720423341;0,055846944084668164
489;40;;rf_pb_10N_15d;2;5;0,4;500;493,92067692548255;-0,012158646149034894
490;41;;rf_pb_10N_15d;3;5;0,6;500;462,665048063664;-0,07466990387267197
491;42;;rf_pb_10N_15d;2;5;0,4;500;459,7751278290102;-0,08044974434197957
492;43;;rf_pb_10N_15d;2;5;0,4;500;451,82845247291345;-0,09634309505417309
493;44;;rf_pb_10N_15d;1;5;0,2;500;496,19038587064074;-0,007619228258718522
494;45;;rf_pb_10N_15d;4;5;0,8;500;439,50110331086466;-0,12099779337827067
495;46;;rf_pb_10N_15d;3;5;0,6;500;467,6985674871397;-0,06460286502572057
496;47;;rf_pb_10N_15d;2;5;0,4;500;449,03172503253427;-0,10193654993493147
497;48;;rf_pb_10N_15d;1;5;0,2;500;561,9270525811469;0,12385410516229377
498;49;;rf_pb_10N_15d;0;5;0,0;500;558,5310159108149;0,11706203182162972
499;50;;rf_pb_10N_15d;1;5;0,2;500;481,731511132866;-0,03653697773426802
500;1;;rf_pb_15N_15d;1;5;0,2;500;532,224309176151;0,06444861835230199
501;2;;rf_pb_15N_15d;1;5;0,2;500;475,6597818123513;-0,048680436375297405
502;3;;rf_pb_15N_15d;2;5;0,4;500;463,77661861411593;-0,07244676277176813
503;4;;rf_pb_15N_15d;2;5;0,4;500;434,75888750507164;-0,1304822249898567
504;5;;rf_pb_15N_15d;0;5;0,0;500;554,6999731591447;0,10939994631828949
505;6;;rf_pb_15N_15d;1;5;0,2;500;537,3240879086927;0,07464817581738543
506;7;;rf_pb_15N_15d;1;5;0,2;500;604,9373439199301;0,20987468783986013
507;8;;rf_pb_15N_15d;3;5;0,6;500;409,53309910809526;-0,1809338017838095
508;9;;rf_pb_15N_15d;1;5;0,2;500;481,9684303033057;-0,03606313939338861
509;10;;rf_pb_15N_15d;0;5;0,0;500;512,5802429188848;0,025160485837769555
510;11;;rf_pb_15N_15d;3;5;0,6;500;485,0373624193088;-0,029925275161382388
511;12;;rf_pb_15N_15d;3;5;0,6;500;437,5566279557771;-0,12488674408844577
512;13;;rf_pb_15N_15d;2;5;0,4;500;503,93300595337644;0,007866011906752873
513;14;;rf_pb_15N_15d;0;5;0,0;500;629,1937643237145;0,25838752864742903
514;15;;rf_pb_15N_15d;3;5;0,6;500;531,7180465589951;0,06343609311799014
515;16;;rf_pb_15N_15d;1;5;0,2;500;475,54419939219235;-0,04891160121561529
516;17;;rf_pb_15N_15d;1;5;0,2;500;556,6825173722024;0,11336503474440474
517;18;;rf_pb_15N_15d;1;5;0,2;500;511,85329517013446;0,023706590340268917
518;19;;rf_pb_15N_15d;1;5;0,2;500;508,32475565135445;0,016649511302708902
519;20;;rf_pb_15N_15d;0;5;0,0;500;569,2903276565576;0,13858065531311514
520;21;;rf_pb_15N_15d;1;5;0,2;500;486,3270984057575;-0,02734580318848498
521;22;;rf_pb_15N_15d;0;5;0,0;500;465,9783302283473;-0,06804333954330537
522;23;;rf_pb_15N_15d;1;5;0,2;500;525,8384925045291;0,05167698500905817
523;24;;rf_pb_15N_15d;0;5;0,0;500;548,0414788087397;0,09608295761747945
524;25;;rf_pb_15N_15d;2;5;0,4;500;415,96820218908124;-0,1680635956218375
525;26;;rf_pb_15N_15d;1;5;0,2;500;459,9728686380968;-0,08005426272380635
526;27;;rf_pb_15N_15d;2;5;0,4;500;461,2447805711734;-0,07751043885765319
527;28;;rf_pb_15N_15d;1;5;0,2;500;458,65329149595686;-0,08269341700808627
528;29;;rf_pb_15N_15d;2;5;0,4;500;437,96456720002385;-0,1240708655999523
529;30;;rf_pb_15N_15d;1;5;0,2;500;501,334864943502;0,002669729887003996
530;31;;rf_pb_15N_15d;1;5;0,2;500;497,6472557769927;-0,004705488446014556
531;32;;rf_pb_15N_15d;2;5;0,4;500;471,25469816344537;-0,057490603673109264
532;33;;rf_pb_15N_15d;1;5;0,2;500;551,9099113342846;0,10381982266856926
533;34;;rf_pb_15N_15d;0;5;0,0;500;506,6638522542729;0,013327704508545821
534;35;;rf_pb_15N_15d;0;5;0,0;500;567,4950699638184;0,13499013992763684
535;36;;rf_pb_15N_15d;1;5;0,2;500;520,1712031987142;0,040342406397428476
536;37;;rf_pb_15N_15d;2;5;0,4;500;471,6228904651371;-0,05675421906972576
537;38;;rf_pb_15N_15d;2;5;0,4;500;455,6415386090075;-0,08871692278198498
538;39;;rf_pb_15N_15d;3;5;0,6;500;412,38577173208427;-0,17522845653583147
539;40;;rf_pb_15N_15d;1;5;0,2;500;528,9973061468274;0,05799461229365488
540;41;;rf_pb_15N_15d;4;5;0,8;500;413,4843092515451;-0,17303138149690983
541;42;;rf_pb_15N_15d;1;5;0,2;500;456,8385839970773;-0,08632283200584538
542;43;;rf_pb_15N_15d;1;5;0,2;500;448,17429802869015;-0,10365140394261971
543;44;;rf_pb_15N_15d;3;5;0,6;500;431,93502398387875;-0,1361299520322425
544;45;;rf_pb_15N_15d;2;5;0,4;500;449,4307090003555;-0,10113858199928905
545;46;;rf_pb_15N_15d;0;5;0,0;500;491,1832628509735;-0,017633474298052988
546;47;;rf_pb_15N_15d;2;5;0,4;500;464,9163895237834;-0,07016722095243325
547;48;;rf_pb_15N_15d;0;5;0,0;500;540,8280283286492;0,08165605665729846
548;49;;rf_pb_15N_15d;2;5;0,4;500;508,0612326727392;0,01612246534547842
549;50;;rf_pb_15N_15d;2;5;0,4;500;474,71224901128255;-0,0505755019774349
550;1;;rf_pb_10N_30d;3;5;0,6;500;449,4126399509245;-0,10117472009815105
551;2;;rf_pb_10N_30d;3;5;0,6;500;520,9600031013093;0,041920006202618654
552;3;;rf_pb_10N_30d;2;5;0,4;500;518,1669585681036;0,03633391713620722
553;4;;rf_pb_10N_30d;2;5;0,4;500;517,6959055231753;0,03539181104635054
554;5;;rf_pb_10N_30d;2;5;0,4;500;463,83032152362154;-0,07233935695275694
555;6;;rf_pb_10N_30d;2;5;0,4;500;524,0958729993134;0,048191745998626856
556;7;;rf_pb_10N_30d;2;5;0,4;500;502,0987442432455;0,004197488486491011
557;8;;rf_pb_10N_30d;1;5;0,2;500;656,8602885697454;0,31372057713949086
558;9;;rf_pb_10N_30d;3;5;0,6;500;469,3086461175175;-0,06138270776496495
559;10;;rf_pb_10N_30d;1;5;0,2;500;539,9033183350823;0,0798066366701646
560;11;;rf_pb_10N_30d;2;5;0,4;500;531,5074264447593;0,06301485288951858
561;12;;rf_pb_10N_30d;3;5;0,6;500;412,8563012997173;-0,1742873974005654
562;13;;rf_pb_10N_30d;4;5;0,8;500;462,9744554465024;-0,07405108910699516
563;14;;rf_pb_10N_30d;4;5;0,8;500;432,3919095663811;-0,13521618086723777
564;15;;rf_pb_10N_30d;4;5;0,8;500;407,48819677390867;-0,18502360645218266
565;16;;rf_pb_10N_30d;0;5;0,0;500;553,1641292637263;0,10632825852745259
566;17;;rf_pb_10N_30d;4;5;0,8;500;419,74594288873027;-0,16050811422253947
567;18;;rf_pb_10N_30d;3;5;0,6;500;441,96861554987476;-0,1160627689002505
568;19;;rf_pb_10N_30d;4;5;0,8;500;433,6829576661048;-0,13263408466779036
569;20;;rf_pb_10N_30d;2;5;0,4;500;544,2414112823541;0,08848282256470816
570;21;;rf_pb_10N_30d;3;5;0,6;500;495,4332767747576;-0,009133446450484826
571;22;;rf_pb_10N_30d;4;5;0,8;500;401,920244891037;-0,19615951021792602
572;23;;rf_pb_10N_30d;2;5;0,4;500;459,22861433028464;-0,08154277133943072
573;24;;rf_pb_10N_30d;1;5;0,2;500;515,6429109325455;0,03128582186509107
574;25;;rf_pb_10N_30d;1;5;0,2;500;622,7597901747494;0,24551958034949872
575;26;;rf_pb_10N_30d;1;5;0,2;500;521,7623560160486;0,04352471203209712
576;27;;rf_pb_10N_30d;1;5;0,2;500;504,1510605098309;0,008302121019661855
577;28;;rf_pb_10N_30d;2;5;0,4;500;511,118406112455;0,022236812224909953
578;29;;rf_pb_10N_30d;1;5;0,2;500;606,2073086307792;0,2124146172615583
579;30;;rf_pb_10N_30d;2;5;0,4;500;557,443019915543;0,11488603983108601
580;31;;rf_pb_10N_30d;2;5;0,4;500;504,7418128651327;0,00948362573026543
581;32;;rf_pb_10N_30d;4;5;0,8;500;430,8414387829879;-0,13831712243402422
582;33;;rf_pb_10N_30d;3;5;0,6;500;488,9285019332141;-0,022142996133571843
583;34;;rf_pb_10N_30d;1;5;0,2;500;593,0452594182944;0,1860905188365889
584;35;;rf_pb_10N_30d;4;5;0,8;500;409,6477456577131;-0,18070450868457386
585;36;;rf_pb_10N_30d;3;5;0,6;500;451,5095425155126;-0,09698091496897485
586;37;;rf_pb_10N_30d;3;5;0,6;500;440,7100160802273;-0,11857996783954536
587;38;;rf_pb_10N_30d;2;5;0,4;500;417,38010443730354;-0,16523979112539292
588;39;;rf_pb_10N_30d;2;5;0,4;500;583,807289842867;0,16761457968573404
589;40;;rf_pb_10N_30d;2;5;0,4;500;454,19650594221173;-0,09160698811557653
590;41;;rf_pb_10N_30d;2;5;0,4;500;500,1849249781834;0,0003698499563668065
591;42;;rf_pb_10N_30d;1;5;0,2;500;579,34596837429;0,15869193674858
592;43;;rf_pb_10N_30d;1;5;0,2;500;675,6094514561117;0,35121890291222346
593;44;;rf_pb_10N_30d;2;5;0,4;500;449,6560127664162;-0,10068797446716758
594;45;;rf_pb_10N_30d;1;5;0,2;500;511,8553595472007;0,023710719094401384
595;46;;rf_pb_10N_30d;2;5;0,4;500;518,2446879779525;0,036489375955904964
596;47;;rf_pb_10N_30d;3;5;0,6;500;424,6747052511945;-0,150650589497611
597;48;;rf_pb_10N_30d;1;5;0,2;500;590,6975802324945;0,18139516046498896
598;49;;rf_pb_10N_30d;4;5;0,8;500;405,79851392806444;-0,1884029721438711
599;50;;rf_pb_10N_30d;4;5;0,8;500;414,37237192149087;-0,17125525615701825
600;1;;rf_pb_15P_15d;1;5;0,2;500;510,2693008587755;0,020538601717551046
601;2;;rf_pb_15P_15d;1;5;0,2;500;485,5415527757795;-0,028916894448440984
602;3;;rf_pb_15P_15d;3;5;0,6;500;560,8182670934764;0,12163653418695276
603;4;;rf_pb_15P_15d;1;5;0,2;500;485,11640576477873;-0,029767188470442532
604;5;;rf_pb_15P_15d;1;5;0,2;500;546,6703456921156;0,09334069138423115
605;6;;rf_pb_15P_15d;0;5;0,0;500;475,87241426500685;-0,04825517146998629
606;7;;rf_pb_15P_15d;1;5;0,2;500;501,8896173301332;0,0037792346602664112
607;8;;rf_pb_15P_15d;2;5;0,4;500;602,2937035104246;0,20458740702084924
608;9;;rf_pb_15P_15d;0;5;0,0;500;418,749110310244;-0,16250177937951196
609;10;;rf_pb_15P_15d;1;5;0,2;500;563,3498577314731;0,1266997154629462
610;11;;rf_pb_15P_15d;2;5;0,4;500;571,5269996228756;0,14305399924575113
611;12;;rf_pb_15P_15d;1;5;0,2;500;491,8212757024927;-0,016357448595014604
612;13;;rf_pb_15P_15d;2;5;0,4;500;527,355758071472;0,05471151614294399
613;14;;rf_pb_15P_15d;0;5;0,0;500;398,0421296251744;-0,20391574074965116
614;15;;rf_pb_15P_15d;2;5;0,4;500;502,1397781227043;0,004279556245408571
615;16;;rf_pb_15P_15d;2;5;0,4;500;625,401120791446;0,25080224158289205
616;17;;rf_pb_15P_15d;1;5;0,2;500;490,75417607908855;-0,018491647841822896
617;18;;rf_pb_15P_15d;0;5;0,0;500;417,47725318909545;-0,1650454936218091
618;19;;rf_pb_15P_15d;2;5;0,4;500;536,5557074552181;0,07311141491043623
619;20;;rf_pb_15P_15d;0;5;0,0;500;474,14137387709553;-0,051717252245808934
